addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,check_date:opening_hours,dispensing,healthcare,name,opening_hours,phone,toilets:wheelchair,website,wheelchair,check_date,man_made,payment:mastercard,payment:visa,surveillance,contact:website,level,email,fax,contact:phone,drinking_water:refill,operator,addr:city:fa,drive_through,contact:email,owner,contact:fax,wheelchair:description,start_date,source,health_facility:type,medical_system:western,payment:cash,payment:credit_cards,payment:debit_cards,name_old,building:levels,old_name,wheelchair:source,ref:vatin,access:covid19,delivery:covid19,brand,brand:wikidata,name:en,addr:place,dog,opening_hours:signed,takeaway:covid19,payment:girocard,addr:housename,wheelchair:description:de,wheelchair:description:en,language:en,language:es,language:tr,entrance,description,payment:contactless,operator:type,contact:whatsapp,air_conditioning,wikidata,wikipedia,fixme,alt_name,payment:maestro,internet_access,delivery,instagram,name:de,note,contact:facebook,branch,contact:instagram,addr:floor,width,addr:flats,network,layer,service:bicycle:pump,service:bicycle:retail,service:bicycle:second_hand,mapillary,addr:inclusion,disused:amenity,opening_hours:covid19,opening_hours:url,indoor,building,building:colour,building:roof,roof:shape,access,room,payment:american_express,latitude,longitude
Berlin,DE,1,12163,Schloßstraße,Steglitz,pharmacy,2020-12-04,yes,pharmacy,easyApotheke,Mo-Fr 09:00-20:00; Sa 10:00-20:00,+49 30 79016052,,https://forum-steglitz.easyapotheken.de/,yes,,,,,,,0,,,+49 30 79016052,,Mehmet Geyik e.K.,,,,,,,,,,,,,,,,,,,,,easyApotheke,Q110987931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4646654,13.3261851
Berlin,DE,133,10999,Skalitzer Straße,Kreuzberg,pharmacy,,yes,pharmacy,Apotheke Berg,"Mo,Tu,Th 08:30-19:00; We,Fr 08:30-19:00; Sa 10:00-18:00",,,,yes,,,,,,,,,,+49 30 61609999,,,,,,,,"Unsere Öffnungszeiten: Mo., Di., Do. 08:30 - 19:30 Uhr, Mi., Fr. 08:30 - 19:00 Uhr, Sa. 10:00 - 18:00 Uhr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4992782,13.4196742
Berlin,,2-4,12559,Pablo-Neruda-Straße,,pharmacy,,yes,pharmacy,Wilhelm-Voigt-Apotheke,"Mo-Fr 08:00-20:00, Sa 08:00-16:00; PH off",+49 30 65499919,,https://www.wilhelm-voigt-apotheke.de/,yes,2025-06-07,,,,,,,wilhelm.voigt.apotheke@t-online.de,,,,,,,,,,,,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/wilhelm_voigt_apotheke/,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4414305,13.5873859
Berlin,DE,24,12305,Lichtenrader Damm,Lichtenrade,pharmacy,,yes,pharmacy,Grüne Apotheke Lichtenrade,Mo-Fr 08:30-18:30; Sa 09:00-13:00,+49 30 742 88 15,,https://www.gruene-apotheke-lichtenrade.de/,no,,,,,,,,info@gruene-apotheke-lichtenrade.de,+49 30 74 37 42 60,,,Apothekerin Franziska Bukowski,,,,,,Treppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4119945,13.4022416
Berlin,DE,13,13347,Maxstraße,Wedding,pharmacy,2024-08-04,yes,pharmacy,Utrechter Apotheke,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,no,,,,,,,,,,+49 30 4 55 21 31,,,,,,,,"Mobile Rampe vorhanden, einfach fragen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5506076,13.3630015
,,,,,,pharmacy,2025-06-11,yes,pharmacy,Apotheke Charlottenburg-Nord,Mo-Fr 08:30-18:30; Sa 08:30-13:00,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5353861,13.2863661
Berlin,DE,20,12687,Mehrower Allee,Marzahn,pharmacy,,yes,pharmacy,Sanimedius-Apotheke im Plaza Marzahn,Mo-Fr 08:00-18:30; Sa 09:00-13:00,+493093798493,,https://www.klee-apotheke.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5555383,13.5592685
Berlin,DE,43-45,10245,Grünberger Straße,Friedrichshain,pharmacy,2024-10-21,yes,pharmacy,Grünberger Apotheke,Mo-Fr 08:00-19:00; Sa 09:00-13:00,,,,yes,,,,,,http://www.gruenberger-apotheke.de,,,,+49 30 2933543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5121401,13.4551452
Berlin,DE,11,10963,Großbeerenstraße,Kreuzberg,pharmacy,,yes,pharmacy,Zieten Apotheke,Mo-Fr 08:00-18:30; Sa 09:00-14:00,+49 30 5471690,,https://www.zietenapotheke.de,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4981158,13.384792
,,,,,,pharmacy,,yes,pharmacy,Lucia-Apotheke am Wildenbruchplatz,Mo-Fr 09:00-18:30,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.484367,13.4434517
Berlin,DE,1A,14129,Breisgauer Straße,Schlachtensee,pharmacy,,yes,pharmacy,Neue Apotheke am See,Mo-Sa 08:00-20:00,+4930810542770,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4390902,13.2153435
Berlin,DE,68,10117,Friedrichstraße,Mitte,pharmacy,,yes,pharmacy,Apotheke Q205,"Mo-Fr 08:00-20:00, Sa 09:00-19:00",,no,,yes,2024-05-28,,,,yes,http://www.apotheke-q205.com/,0,,,+49 30 20945862,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,TheQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5122639,13.3903812
Berlin,DE,69,13125,Achillesstraße,Karow,pharmacy,,yes,pharmacy,Achilles Apotheke,,+49 30 94380797,,https://www.achillesapotheke.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6171891,13.4903858
Berlin,DE,100,10247,Frankfurter Allee,Friedrichshain,pharmacy,2025-08-06,yes,pharmacy,Friedrich-Apotheke,Mo-Fr 08:00-19:00; Sa 09:00-14:00; PH off,,,,no,,,,,,,,,,+49 30 2914133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5136594,13.4731765
Berlin,,91,12247,Leonorenstraße,Lankwitz,pharmacy,2025-04-29,yes,pharmacy,Flora-Apotheke,"Mo,Tu,Th 08:30-18:30; We,Fr 08:30-18:00; Sa 08:30-13:00",,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4372593,13.3451962
Berlin,DE,18,14109,Königstraße,Wannsee,pharmacy,,yes,pharmacy,Wannsee Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4196142,13.1575816
,,,,,,pharmacy,,yes,pharmacy,Punkt Apotheke,Mo-Fr 08:30-18:00; Sa 08:30-13:00,,,https://www.apotheken.de/club/12349/punkt-apotheke/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4180116,13.436734
Berlin,DE,18,10999,Wiener Straße,Kreuzberg,pharmacy,2023-04-29,yes,pharmacy,Mozart Apotheke,Mo-Fr 09:00-19:00; Sa 09:00-14:00,,,,no,,,,,,,,,,+49 30 6123337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4976442,13.4306508
Berlin,DE,13,14199,Breite Straße,Schmargendorf,pharmacy,2025-02-23,yes,pharmacy,Schmargendorfer Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:30,+49 30 8237784,,,no,2025-02-23,,,,,http://www.schmargendorfer-apotheke-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4743541,13.2944008
Berlin,,277,13055,Landsberger Allee,,pharmacy,2024-11-23,yes,pharmacy,Stern-Apotheke,Mo-Sa 08:30-19:00,,,,yes,,,,,,https://www.stern-apo-alleecenter-app.de/,0,,+49 30 9726044,+49 30 9725004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stern-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,52.535795,13.4961485
Berlin,DE,196,13589,Falkenseer Chaussee,Falkenhagener Feld,pharmacy,,yes,pharmacy,Damian Apotheke,,+49 30 3735792,,,yes,,,,,,,,,,,,,,,,,,,,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5511687,13.163271
Berlin,DE,59,13583,Siegener Straße,Falkenhagener Feld,pharmacy,,yes,pharmacy,Falken-Apotheke,"Mo,Tu,Th 08:00-19:00; We,Fr 08:00-18:30; Sa 08:00-14:00",,,,yes,,,,,,http://www.falken-apotheke-spandau.de,,,,+49 30 3722090,,,,,,,,,,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5475503,13.1771981
Berlin,DE,345,14169,Clayallee,Zehlendorf,pharmacy,,yes,pharmacy,Berolina Apotheke,Mo-Fr 08:30-19:00; Sa 09:00-14:00,+49 30 8099600,,https://www.berolina-apotheke.de/,yes,,,,,,,,info@berolina-apotheke.de,,,,,,,,Lilia Bull,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4363152,13.2608479
Berlin,DE,31,14165,Ladiusstraße,Zehlendorf,pharmacy,,yes,pharmacy,Süd-Apotheke,Mo-Fr 08:30-18:30; Sa 09:00-13:00,+49 30 8153248,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4107881,13.2617669
Berlin,DE,5,14169,Teltower Damm,Zehlendorf,pharmacy,2024-06-09,yes,pharmacy,Stadt Apotheke,"Mo-Fr 09:00-19:00; Sa 09:00-16:00; Su,PH off",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4344191,13.2604293
Berlin,DE,331,14169,Clayallee,Zehlendorf,pharmacy,2024-11-13,yes,pharmacy,Staufen-Apotheke,Mo-Fr 09:00-18:00; Sa 09:00-13:00,+49 30 8015044,,https://www.staufenapotheke-berlin.de/,no,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4375339,13.2615692
Berlin,DE,96,10969,Prinzenstraße,Kreuzberg,pharmacy,2022-04-13,yes,pharmacy,Prinzen Apotheke,"Mo,We,Fr 08:30-18:30; Tu,Th 08:30-19:00; Sa 09:00-14:00",,,,yes,,,,,,,,,,+49(0)306143060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neueröffnung seit 04.01.2011,,,,,,,,,,,,,,,,,,,,,,,,,52.5010849,13.4083406
,,,,,,pharmacy,,,pharmacy,Baba Jaga,Mo-Fr 08:30-19:00; Sa 08:30-14:00,,,https://www.babajaga-apotheke-berlin.de,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5277137,13.5386173
,,,,,,pharmacy,2021-08-26,yes,,Apotheke zum goldenen Anker,Mo-Fr 09:00-18:30; Sa 09:00-14:00,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4903456,13.4277648
Berlin,DE,7,13465,Zeltinger Platz,Frohnau,pharmacy,2025-01-01,yes,pharmacy,Park-Apotheke,Mo-Fr 08:30-18:00; Sa 08:30-14:00,,,,no,2024-08-10,,,,,http://www.park-apotheke-frohnau.de/,,,,+49 30 4011058,,,,,park-apotheke-frohnau@gmx.de,,+4930 4011059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6339256,13.2896726
,,,,,,pharmacy,2024-08-11,yes,pharmacy,Ludolfinger-Apotheke,Mo-Fr 08:30-19:00; Sa 08:30-14:00,+49304011033,,https://www.ludolfinger-apotheke.de,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6325774,13.2869838
Berlin,DE,155,10409,Greifswalder Straße,Prenzlauer Berg,pharmacy,2025-06-25,yes,pharmacy,pro-samed Apotheke,Mo-Fr 08:00-19:00; Su off; Sa 09:00-13:00,,,https://www.pro-samed-apotheke.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5440277,13.4416805
Berlin,,83,13507,Namslaustraße,,pharmacy,,yes,pharmacy,Apotheke am Tegeler See,"Mo-Fr 08:30-18:00, Sa 08:30-13:00",+49 30 4327788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5774369,13.2791669
Berlin,DE,4,14059,Knobelsdorffstraße,Charlottenburg,pharmacy,2024-03-17,yes,pharmacy,Borussia-Apotheke,Mo-Fr 09:00-18:00,,,,limited,,,,,,,,,,+49 30 3214630,,Ursula Geibel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geprüft am 27. Dez 2015,,,,,,,,,,,,,,,,,,,,,,,,,52.5136253,13.2956492
Berlin,DE,2,12107,Großbeerenstraße,Mariendorf,pharmacy,,yes,pharmacy,easyApotheke,,+493076106690,,https://www.easyapotheken.de/mariendorf/,yes,,,,,,,,,,,,,,,,,,Eingang und Ausgang innen recht schmal für E-Rolli-Nutzer*innen,,,,,,,,,,,,,,,easyApotheke,Q110987931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4388221,13.380108
Berlin,DE,24,14057,Kaiserdamm,Westend,pharmacy,2024-03-21,yes,pharmacy,WitzlebenApotheke24,"Mo,Tu,Th 08:00-19:00; We,Fr 08:00-18:30",+493093952030,,https://witzleben-apotheke.de,yes,,,,,,,,info@witzleben-apotheke.de,,,,Witzleben Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5103117,13.2827609
Berlin,DE,26,14057,Kaiserdamm,Westend,pharmacy,2025-09-02,yes,pharmacy,WitzlebenApotheke26,Mo-Fr 08:00-19:00; Sa 09:00-14:00,+493093952000,no,https://witzleben-apotheke.de/,yes,,,,,,,,info@witzleben-apotheke26.de,,,,Witzleben Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5102306,13.2814283
,,,,,,pharmacy,2023-05-06,,pharmacy,Sonnenschein-Apotheke,Mo-Fr 08:00-18:30; Sa 09:00-13:00,+49 30 503 786 00,,https://www.sonnenschein-apotheke-app.de/,yes,,,,,,,0,sonnenschein-apotheke@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4787595,13.5243036
,,,,,,pharmacy,,yes,pharmacy,Paul Gerhardt Apotheke,Mo-Fr 08:30-19:30; Sa 09:00-14:00,+493045798050,,https://www.paul-gerhardt-apotheke.de/,limited,2025-07-19,,,,,,,info@paul-gerhardt-apotheke.de,+493045798059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5543245,13.3456342
Berlin,DE,,12623,Hultschiner Damm,Mahlsdorf,pharmacy,2022-02-04,yes,pharmacy,Sonnen-Apotheke,Mo-Fr 08:30-18:30; Sa 09:00-12:00; PH off,+49 30 5654720,,https://sonnenapotheke-berlin.de/,yes,,,,,,,,info@sonnenapotheke-berlin.de,+49 30 56547230,,,Monika Wahren e.K.,,,,,,,1936,,pharmacy,yes,,,,,,,,,,,,,,,,,,,Sonnen-Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4805013,13.6013424
Berlin,DE,40,13353,Müllerstraße,Wedding,pharmacy,2024-08-24,yes,pharmacy,Doc+ Apotheke,Mo-Fr 08:00-20:00; Sa 08:00-18:00,,no,https://www.docplus-apotheke.de/,yes,,,,,,,,info@docplus-apotheke.de,+49304579896099,+4930457989600,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5501219,13.3530389
Berlin,DE,64,10969,Oranienstraße,Kreuzberg,pharmacy,,yes,pharmacy,Apotheke zum Schwan,Mo-Fr 08:30-18:30; Sa 08:30-13:30,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5043488,13.4092742
Berlin,DE,6,13507,Berliner Straße,Tegel,pharmacy,,yes,pharmacy,Schloss-Apotheke Tegel,Mo-Fr 08:00-20:00; Sa 08:00-16:00,+49 30 4338777,,https://www.schlossapotheketegel.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5885653,13.2843949
,,,,,,pharmacy,,yes,pharmacy,Alte Spree Apotheke,Mo-Fr 08:00-19:30; Sa 09:00-17:00,+49 30 4339785,,https://www.alte-spree-apotheke.de/,yes,,,,,,,,,+49 3043490442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5895474,13.2826806
,,,,,,pharmacy,2025-03-19,yes,pharmacy,Apotheke am Friedrichshain,Sa 08:30-12:30; Mo-Fr 08:00-18:30,,,,yes,,,,,,http://www.apotheke-am-friedrichshain.com,,,,+49 30 42108518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5237553,13.4398917
Berlin,DE,121,13355,Brunnenstraße,Gesundbrunnen,pharmacy,,yes,pharmacy,Vineta Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:00,,,https://www.herz-apotheke-berlin.de/,yes,,,,,,,,,,+4930467777940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5405418,13.3938688
,,,,,,pharmacy,,yes,pharmacy,Apotheke am Gartenplatz,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5380192,13.3854708
Berlin,DE,50,10961,Mehringdamm,,pharmacy,2025-01-20,yes,pharmacy,Kur-Apotheke,"Mo-Fr 08:30-19:30, Sa 09:30-14:30",+49 307861016,,https://kaiser-apotheke-berlin.de/unsere-apotheken/kur-apotheke/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4920432,13.3869021
Berlin,DE,10,12555,Bahnhofstraße,Köpenick,pharmacy,2025-09-12,yes,pharmacy,Dr. Rothes Apotheke,Mo-Fr 08:00-19:00; Sa 08:30-13:00; PH off,+49 30 6572151,,https://www.dr-rothes-apotheke.de/,limited,,,,,,,,info@dr-rothes-apotheke.de,,,,Gunnar Arendt e.K.,,,,,,,,,,,,,,,,,,,,,,,Dr. Rothes Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4553026,13.5770429
Berlin,DE,24,12555,Grünstraße,Köpenick,pharmacy,2025-03-29,yes,pharmacy,Stadt-Apotheke,Mo-Fr 08:00-18:00; Sa 09:00-13:00; PH off,+49 30 6557463,,https://www.stadt-apotheke-koepenick.de/,yes,,,,,,,,stadt-apotheke-berlin@t-online.de,+49 30 6557530,,,Susanne Mackeldey e.K.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.444918,13.5747201
Berlin,DE,324a,12557,Wendenschloßstraße,Köpenick,pharmacy,,yes,pharmacy,Süd-Apotheke,"Mo-Fr 08:00-19:00; Sa 09:00-13:00; PH,Su off",+49 30 6559474,,http://www.sued-apotheke-berlin.de,yes,2025-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.427899,13.5848235
Berlin,,3,10319,Otto-Schmirgal-Straße,,pharmacy,2024-07-22,,pharmacy,Jumbo Apotheke,Mo-Fr 08:30-20:00; Sa 08:30-16:00; PH off,,,,yes,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4973391,13.5217595
Berlin,DE,109,13599,Gartenfelder Straße,Haselhorst,pharmacy,2025-04-09,yes,pharmacy,Haselhorster Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:00,+49 30 3342367,,https://www.haselhorster-apotheke.de,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5424964,13.2388868
Berlin,DE,2,10405,Immanuelkirchstraße,Prenzlauer Berg,pharmacy,2025-01-25,yes,pharmacy,Immanuel Apotheke,Mo-Fr 08:30-19:00; Sa 09:00-14:00,,,,yes,2025-01-25,,,,,http://www.immanuel-apotheke-berlin.de,0,,,+493040056757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.533075,13.4221508
Berlin,DE,26,13587,Hugo-Cassirer-Straße,,pharmacy,,yes,pharmacy,Kiwi Apotheke,"Mo-Fr 09:00-18:00; Sa 09:00-13:00; Su,PH off",+49 30 33771500,,https://www.kiwi-apotheke.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.557697,13.2189479
Berlin,DE,117,10827,Hauptstraße,Schöneberg,pharmacy,2023-06-03,yes,pharmacy,Dominicus Apotheke,Mo-Fr 08:00-19:00; Sa 09:00-14:00,+49 30 7486565,,https://www.dominicus-apotheke.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4824434,13.3497166
Berlin,DE,165,12107,Mariendorfer Damm,Mariendorf,pharmacy,,yes,pharmacy,Fritz Apotheke,Mo-Fr 08:30-18:30; Th 08:30-19:00; Sa 08:30-13:30,+49 30 74 30 46 660,,https://www.fritz-apotheke.de/,yes,,,,,,,,info@fritz-apotheke.de,+49 30 74 30 46 661,,,Michael Lindenbacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4370757,13.388732
Berlin,DE,97,13629,Nonnendammallee,Siemensstadt,pharmacy,,yes,pharmacy,Apotheke 97,Mo-Fr 08:30-18:30; Sa 09:00-13:30,+49 30 3824234,no,,yes,2024-08-31,,,,,https://www.apotheke-97-app.de/,,,,,,,,,apotheke-97@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5369189,13.2672695
Berlin,,94,13629,Nonnendammallee,Siemensstadt,pharmacy,,yes,pharmacy,Central Apotheke,Mo-Fr 08:30-18:30; Sa 08:30-13:30,+49303826006,,,yes,2025-05-08,,,,,https://central-apotheke-siemensstadt.de/,,,,,,Frau Atanaska Winkler,,,central-apotheke-siemensstadt@gmx.de,,+49303812841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5369057,13.2684032
Berlin,DE,6,10779,Bayerischer Platz,Schöneberg,pharmacy,2025-03-02,yes,pharmacy,Apotheke am Bayerischen Platz,Mo-Fr 08:30-18:30; Sa 08:30-13:00,,,,limited,,,,,,http://www.apotheke-am-bayerischen-platz.de,,,,+49 30 2182765,,Helma Heinrici,,no,,,+49 30 21477313,Stufe ca. 5 cm hoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Apotheke-am-Bayerischen-Platz-290396351568623/,,,,,,,,,,,,,,,,,,,,,,,,52.4885983,13.3390663
