technical_id,key,object_number,neighborhood,locality,type_of_green_space,green_space_name,name_extension,year_built,last_renovation_year,size_sqm,dedication,planning_area_number,planning_area_name,address1,latitude,longitude
00008100_000a3331,00008100:000a3331,01214,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Dovestr. 1d - Grünanlage,Uferpromenade,2001.0,,2244.0,gewidmet,4300620.0,Spreestadt,"Dovestr. 1d - Grünanlage, Berlin, Germany",,
00008100_000a3023,00008100:000a3023,00168,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Karolingerplatz - Grünanlage,,1913.0,1959.0,6483.0,gewidmet,4200310.0,Fürstenplatz,"Karolingerplatz - Grünanlage, Berlin, Germany",,
00008100_000a2fef,00008100:000a2fef,00154,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Kuno-Fischer-Platz - Grünanlage,,1912.0,1930.0,4066.0,gewidmet,4300415.0,Lietzensee,"Kuno-Fischer-Platz - Grünanlage, Berlin, Germany",,
00008100_000a3065,00008100:000a3065,00140,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Ruhwaldhöhenweg/Fürstenbrunner Weg 81 - GA,Grünanlage,,,18909.0,gewidmet,4200308.0,Branitzer Platz,"Ruhwaldhöhenweg/Fürstenbrunner Weg 81 - GA, Berlin, Germany",,
00008100_000a30e1,00008100:000a30e1,00063,Charlottenburg-Wilmersdorf,Grunewald,Grünanlage,Trabener Str. 70a - Grünanlage,Uferanlage Halensee,,,2610.0,gewidmet,4400726.0,Bismarckallee,"Trabener Str. 70a - Grünanlage, Berlin, Germany",,
00008100_000a302a,00008100:000a302a,00148,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Einsteinufer - Grünanlage,Grünzug am Landwehrkanal,,,16028.0,gewidmet,4300622.0,Ernst-Reuter-Platz,"Einsteinufer - Grünanlage, Berlin, Germany",,
00008100_000a300f,00008100:000a300f,00147,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Iburger Ufer - Grünanlage,Grünzug an der Spree,,,14414.0,gewidmet,4300619.0,Alt-Lietzow,"Iburger Ufer - Grünanlage, Berlin, Germany",,
00008100_000a30f3,00008100:000a30f3,00065,Charlottenburg-Wilmersdorf,Grunewald,Grünanlage,Robert-Stolz-Anlage - GA,,,,11270.0,gewidmet,4400729.0,Hundekehle,"Robert-Stolz-Anlage - GA, Berlin, Germany",,
00008100_000a308d,00008100:000a308d,00062,Charlottenburg-Wilmersdorf,Grunewald,Grünanlage,Hubertussee - Delbrückstr. - GA,Uferanlage - Bismarck- bis Hubertusallee,,,10589.0,gewidmet,4400726.0,Bismarckallee,"Hubertussee - Delbrückstr. - GA, Berlin, Germany",,
00008100_000a3163,00008100:000a3163,00013,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Volkspark Wilmersdorf,,1914.0,1987.0,102896.0,gewidmet,4501153.0,Babelsberger Straße,"Volkspark Wilmersdorf, Berlin, Germany",52.4833852,13.3255035
00008100_001c6a42,00008100:001c6a42,090131,Treptow-Köpenick,Oberschöneweide,Grünanlage,Waldowstraße/ Treskowstraße Ob GA,Nähe Waldowplatz (6b/10-50),,,2956.0,gewidmet,9200512.0,Wuhlheide,"Waldowstraße/ Treskowstraße Ob GA, Berlin, Germany",,
00008100_0022a69d,00008100:0022a69d,00144,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Lietzenseepark/Süd,,,,31805.0,gewidmet,4300415.0,Lietzensee,"Lietzenseepark/Süd, Berlin, Germany",,
00008100_0022ae86,00008100:0022ae86,00013.3,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Volkspark Wilmersdorf - Staudengarten,,,1987.0,4528.0,gewidmet,4501150.0,Wilhelmsaue,"Volkspark Wilmersdorf - Staudengarten, Berlin, Germany",,
00008100_000a314a,00008100:000a314a,00017,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Schoelerpark,Grünanlage,,2023.0,5273.0,gewidmet,4501150.0,Wilhelmsaue,"Schoelerpark, Berlin, Germany",52.484593,13.3267864
00008100_000a3196,00008100:000a3196,00664,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Charlottenburg Nord - Paul-Hertz-S. - GA,Grünzug U-Bahntrasse,,,5490.0,gewidmet,4100102.0,Paul-Hertz-Siedlung,"Charlottenburg Nord - Paul-Hertz-S. - GA, Berlin, Germany",,
00008100_000a316a,00008100:000a316a,00004,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Preußenpark,,1905.0,,49243.0,gewidmet,4501043.0,Preußenpark,"Preußenpark, Berlin, Germany",52.4924987,13.3131211
00008100_000a301f,00008100:000a301f,00196,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Richard-Wagner-Str./Krumme Str. - GA,Grünanlage am Stadtbad,,,6554.0,gewidmet,4300621.0,Richard-Wagner-Straße,"Richard-Wagner-Str./Krumme Str. - GA, Berlin, Germany",,
00008100_001042ba,00008100:001042ba,00038,Reinickendorf,Frohnau,Grünanlage,"Karmeliter Weg/Donnersmarckallee, R.A.B.",,,,2405.2,gewidmet,12400720.0,Frohnau West,"Karmeliter Weg/Donnersmarckallee, R.A.B., Berlin, Germany",,
00008100_000a2ee3,00008100:000a2ee3,00126,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Schlosspark Charlottenburg,,,,498286.0,gewidmet,4300412.0,Schlossgarten,"Schlosspark Charlottenburg, Berlin, Germany",52.5244642,13.2933336
00008100_000a2fed,00008100:000a2fed,00152,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Schustehruspark - Grünanlage,,1882.0,1948.0,10230.0,gewidmet,4300414.0,Schloßstraße,"Schustehruspark - Grünanlage, Berlin, Germany",,
00008100_000a31bf,00008100:000a31bf,00021,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Rüdesheimer Platz - Grünanlage,,,,6381.0,gewidmet,4400835.0,Rüdesheimer Platz,"Rüdesheimer Platz - Grünanlage, Berlin, Germany",,
00008100_000a3317,00008100:000a3317,01201,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Pfefferluch - GA,Wasserverband,,,2994.0,künftige Widmung,4100101.0,Jungfernheide/Plötzensee,"Pfefferluch - GA, Berlin, Germany",52.5457667,13.3044308
00008100_000a327f,00008100:000a327f,00800,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Rominter Allee - Grünanlage Bahnseite,Grünfläche Bahnseite,,,17333.0,gewidmet,4200203.0,Olympiagelände,"Rominter Allee - Grünanlage Bahnseite, Berlin, Germany",,
00008100_000a314d,00008100:000a314d,00617,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Brixplatz - Grünanlage,,1921.0,1961.0,17479.0,gewidmet,4200309.0,Neu Westend,"Brixplatz - Grünanlage, Berlin, Germany",,
00008100_000a3048,00008100:000a3048,00233,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Goerdelerdamm/Kurt-Schumacher-Damm - GA,Randstreifen Paul-Hertz-Siedlung,,,8104.0,gewidmet,4100102.0,Paul-Hertz-Siedlung,"Goerdelerdamm/Kurt-Schumacher-Damm - GA, Berlin, Germany",,
00008100_000a3308,00008100:000a3308,01230,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Olympische Str. 33 - Grünanlage,Grünanlage am Friedhof,,,6463.0,gewidmet,4200205.0,Flatowallee,"Olympische Str. 33 - Grünanlage, Berlin, Germany",,
00008100_000a313c,00008100:000a313c,01134,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Am Spreebord - Grünanlage,Uferstreifen (ehem. Ladestr.),2006.0,,11082.0,gewidmet,4300518.0,Kaiserin-Augusta-Allee,"Am Spreebord - Grünanlage, Berlin, Germany",,
00008100_000a32c7,00008100:000a32c7,01114,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Hannah-Karminski-Str. - Grünanlage,Spreeuferanlage,2005.0,,4066.0,gewidmet,4300620.0,Spreestadt,"Hannah-Karminski-Str. - Grünanlage, Berlin, Germany",,
00008100_000a3016,00008100:000a3016,00194,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Spreebogen - Grünanlage,Kucharskistr. 5,,,22729.0,gewidmet,4300620.0,Spreestadt,"Spreebogen - Grünanlage, Berlin, Germany",,
00008100_00239925,00008100:00239925,00004.1,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Preußenpark - Park Café,Fehrbelliner Platz 8,,,2514.0,gewidmet,4501043.0,Preußenpark,"Preußenpark - Park Café, Berlin, Germany",,
00008100_000a30c9,00008100:000a30c9,00034,Charlottenburg-Wilmersdorf,Schmargendorf,Grünanlage,Messelpark,,,,32296.0,gewidmet,4400831.0,Messelpark,"Messelpark, Berlin, Germany",52.4682876,13.2872664
00008100_000a3323,00008100:000a3323,00840,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Hempelsteig - GA,Grünflächen am Friedhof,,,19572.0,gewidmet,4200203.0,Olympiagelände,"Hempelsteig - GA, Berlin, Germany",52.5256807,13.2404047
00008100_000a3006,00008100:000a3006,00178,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Havelchaussee 148 - Stößenseebrücke - GA,südl. der Heerstr.,,,7239.0,gewidmet,4200206.0,Kranzallee,"Havelchaussee 148 - Stößenseebrücke - GA, Berlin, Germany",,
00008100_000a2ee7,00008100:000a2ee7,00129,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Goebelplatz - Grünanlage,,,2011.0,6257.0,gewidmet,4100101.0,Jungfernheide/Plötzensee,"Goebelplatz - Grünanlage, Berlin, Germany",,
00008100_00215867,00008100:00215867,00125.2,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Jungfernheide - Volkspark (extensiv),,1923.0,,771293.0,gewidmet,4100101.0,Jungfernheide/Plötzensee,"Jungfernheide - Volkspark (extensiv), Berlin, Germany",,
00008100_00146cec,00008100:00146cec,63221,Friedrichshain-Kreuzberg,Kreuzberg,Grünanlage,"Baerwaldstr., Wildblumenwiese",,,,616.0,gewidmet,2200210.0,Urbanstraße,"Baerwaldstr., Wildblumenwiese, Berlin, Germany",,
00008100_000a3027,00008100:000a3027,07030,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Karl-August-Platz - Grünanlage,,1894.0,1950.0,5920.0,gewidmet,4300623.0,Karl-August-Platz,"Karl-August-Platz - Grünanlage, Berlin, Germany",,
00008100_000a3194,00008100:000a3194,00564,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Darwinstr. 2/Goslarer Ufer 1e - GA,Spreeuferanlage,,,1243.0,gewidmet,4300518.0,Kaiserin-Augusta-Allee,"Darwinstr. 2/Goslarer Ufer 1e - GA, Berlin, Germany",,
00008100_000a3019,00008100:000a3019,00197,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Lüdtgeweg - Grünanlage,,1994.0,,1451.0,gewidmet,4300619.0,Alt-Lietzow,"Lüdtgeweg - Grünanlage, Berlin, Germany",,
00008100_0016d31c,00008100:0016d31c,70271,Pankow,Blankenburg,Grünanlage,Anlage Blankenburg - Feuchtwiese,,,,13094.0,gewidmet,3300514.0,Blankenburg,"Anlage Blankenburg - Feuchtwiese, Berlin, Germany",,
00008100_000a3325,00008100:000a3325,00872,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Danckelmannstr. 16 - Grünanlage,Block 128,,,4145.0,gewidmet,4300413.0,Klausenerplatz,"Danckelmannstr. 16 - Grünanlage, Berlin, Germany",,
00008100_0016d17d,00008100:0016d17d,70809,Pankow,Prenzlauer Berg,Grünanlage,Diesterweg-/ Danziger-/ Ella-Kay-Str.,"Ashkelon Platz, südl. Diesterwegstr. 10",,,8853.0,gewidmet,3701657.0,Thälmannpark,"Diesterweg-/ Danziger-/ Ella-Kay-Str., Berlin, Germany",,
00008100_001043de,00008100:001043de,01447,Reinickendorf,Tegel,Grünanlage,"Marzahnstr., Straßenentwidmung (bis Oeserstr.)",,,,662.6,gewidmet,12500824.0,Ziekowstraße/Freie Scholle,"Marzahnstr., Straßenentwidmung (bis Oeserstr.), Berlin, Germany",,
00008100_000a31d2,00008100:000a31d2,00023,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Franz-Cornelsen-Weg - Grünanlage,Grünzug,,,8549.0,gewidmet,4400833.0,Schlangenbader Straße,"Franz-Cornelsen-Weg - Grünanlage, Berlin, Germany",,
00008100_000a3010,00008100:000a3010,00146,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Charlottenburger Ufer - Grünanlage,Grünzug an der Spree,,,6932.0,gewidmet,4300619.0,Alt-Lietzow,"Charlottenburger Ufer - Grünanlage, Berlin, Germany",,
00008100_000a333d,00008100:000a333d,00825,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Sensburger Allee - Grünanlage,"""Flohteich""-Anlage",,,8015.0,gewidmet,4200205.0,Flatowallee,"Sensburger Allee - Grünanlage, Berlin, Germany",,
00008100_000a3020,00008100:000a3020,00186,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Branitzer Platz - Grünanlage,,,,7850.0,gewidmet,4200308.0,Branitzer Platz,"Branitzer Platz - Grünanlage, Berlin, Germany",,
00008100_0022aae8,00008100:0022aae8,00158.2,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Lietzenseepark/Nord - Kl. Kaskade,,1912.0,1922.0,2249.0,gewidmet,4300415.0,Lietzensee,"Lietzenseepark/Nord - Kl. Kaskade, Berlin, Germany",,
00008100_000a30c7,00008100:000a30c7,00045,Charlottenburg-Wilmersdorf,Grunewald,Grünanlage,Fontanestr. 16 - Grünanlage,,,,2964.0,gewidmet,4400728.0,Hagenplatz,"Fontanestr. 16 - Grünanlage, Berlin, Germany",,
00008100_00146d12,00008100:00146d12,63181,Friedrichshain-Kreuzberg,Kreuzberg,Grünanlage,"Bethanien, Gärten","Ton, Steine, Gärten",,,1134.0,gewidmet,2300314.0,Oranienplatz,"Bethanien, Gärten, Berlin, Germany",52.5037547,13.4225925
00008100_000a30d5,00008100:000a30d5,00025,Charlottenburg-Wilmersdorf,Schmargendorf,Grünanlage,Flinsberger Platz - Grünanlage,,,,8388.0,gewidmet,4400727.0,Flinsberger Platz,"Flinsberger Platz - Grünanlage, Berlin, Germany",,
00008100_000a31b8,00008100:000a31b8,00022,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Ludwig-Barnay-Platz - Grünanlage,,,,4824.0,gewidmet,4400835.0,Rüdesheimer Platz,"Ludwig-Barnay-Platz - Grünanlage, Berlin, Germany",,
00008100_000a3022,00008100:000a3022,00169,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Ortelsburgpark,,,,19922.0,gewidmet,4200206.0,Kranzallee,"Ortelsburgpark, Berlin, Germany",,
00008100_000a30d3,00008100:000a30d3,00026,Charlottenburg-Wilmersdorf,Schmargendorf,Grünanlage,Carl-Ludwig-Schleich-Promenade,Grünanlage,1978.0,1986.0,7374.0,gewidmet,4400727.0,Flinsberger Platz,"Carl-Ludwig-Schleich-Promenade, Berlin, Germany",52.4839372,13.2841517
00008100_00146cea,00008100:00146cea,60423,Friedrichshain-Kreuzberg,Friedrichshain,Grünanlage,"Volkspark Friedrichshain, WC Kiosk",Kiosk Neuer Hain mit öffentl. WC,,,81.0,gewidmet,2400520.0,Barnimkiez,"Volkspark Friedrichshain, WC Kiosk, Berlin, Germany",,
00008100_000a3025,00008100:000a3025,00176,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Kühler Weg - Grünanlage,Wäldchen zw. Maikäferpfad u. Alte Allee,,,26903.0,gewidmet,4200207.0,Eichkamp,"Kühler Weg - Grünanlage, Berlin, Germany",,
00008100_000a32a3,00008100:000a32a3,00823,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Adam-von-Trott-Str. - Grünanlage,Grünzug am Pfefferluchgraben,2001.0,,13424.0,gewidmet,4100101.0,Jungfernheide/Plötzensee,"Adam-von-Trott-Str. - Grünanlage, Berlin, Germany",,
00008100_000a3344,00008100:000a3344,00842,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Volkspark Wilmersdorf - Fennseeanlage,Rudolstädter Str. bis Blissestr.,,,51679.0,gewidmet,4501146.0,Barstraße,"Volkspark Wilmersdorf - Fennseeanlage, Berlin, Germany",,
00008100_000a305f,00008100:000a305f,00172,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Kranzallee - Grünanlage,Grünanlage zw. Lyckallee u. Heerstr.,,,7693.0,gewidmet,4200206.0,Kranzallee,"Kranzallee - Grünanlage, Berlin, Germany",,
00008100_000a319a,00008100:000a319a,00002,Charlottenburg-Wilmersdorf,Halensee,Grünanlage,Hochmeisterplatz - Grünanlage,,,,12717.0,gewidmet,4500938.0,Hochmeisterplatz,"Hochmeisterplatz - Grünanlage, Berlin, Germany",,
00008100_000a2ff1,00008100:000a2ff1,00145,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Spandauer Damm 268/Ruhwaldweg - GA,Grünanlage am Spandauer Bock,,,15866.0,gewidmet,4200308.0,Branitzer Platz,"Spandauer Damm 268/Ruhwaldweg - GA, Berlin, Germany",,
00008100_000a30ac,00008100:000a30ac,00108,Charlottenburg-Wilmersdorf,Schmargendorf,Grünanlage,Forckenbeckstr. - Aufhaltebecken - GA,Grünanlage  (Aufhaltebecken),,,21292.0,gewidmet,4400830.0,Forckenbeckstraße,"Forckenbeckstr. - Aufhaltebecken - GA, Berlin, Germany",,
00008100_000a300c,00008100:000a300c,00144.2,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Lietzenseepark/Süd - Gr. Kaskade,Dernburgplatz,1912.0,1922.0,2876.0,gewidmet,4300415.0,Lietzensee,"Lietzenseepark/Süd - Gr. Kaskade, Berlin, Germany",,
00008100_000a2ee1,00008100:000a2ee1,00125.1,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Jungfernheide - Volkspark (intensiv),,1923.0,,345702.0,gewidmet,4100101.0,Jungfernheide/Plötzensee,"Jungfernheide - Volkspark (intensiv), Berlin, Germany",,
00008100_000a30a9,00008100:000a30a9,00043,Charlottenburg-Wilmersdorf,Grunewald,Grünanlage,Koenigsallee 31-33 - Grünanlage,Grünanlage Koenigssee,,,8055.0,gewidmet,4400726.0,Bismarckallee,"Koenigsallee 31-33 - Grünanlage, Berlin, Germany",,
00008100_0010444d,00008100:0010444d,00473,Reinickendorf,Wittenau,Grünanlage,Oranienburger Str./ Rathauspromenade,,,,2333.6,gewidmet,12500930.0,Wittenau Süd,"Oranienburger Str./ Rathauspromenade, Berlin, Germany",,
00008100_000a30f6,00008100:000a30f6,00052,Charlottenburg-Wilmersdorf,Grunewald,Grünanlage,Friedenthalpark,Halenseestr. 11 (ehem. Halenseepark),1938.0,,29425.0,gewidmet,4400726.0,Bismarckallee,"Friedenthalpark, Berlin, Germany",52.4962938,13.2817909
00008100_000a3060,00008100:000a3060,00175,Charlottenburg-Wilmersdorf,Westend,Grünanlage,Waldschulallee/Bhf. Eichkamp - GA,Wäldchen zw. Mommsenstadion u. Eichkampstr.,,,23530.0,gewidmet,4200207.0,Eichkamp,"Waldschulallee/Bhf. Eichkamp - GA, Berlin, Germany",,
00008100_000a302c,00008100:000a302c,00137,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Goslarer Platz - Grünanlage,,,,7535.0,gewidmet,4300518.0,Kaiserin-Augusta-Allee,"Goslarer Platz - Grünanlage, Berlin, Germany",,
00008100_000a3161,00008100:000a3161,00008,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Olivaer Platz - Grünanlage,,1961.0,2020.0,9129.5,gewidmet,4501043.0,Preußenpark,"Olivaer Platz - Grünanlage, Berlin, Germany",,
00008100_0016ce7c,00008100:0016ce7c,70144,Pankow,Stadtrandsiedlung Malchow,Grünanlage,Lindenberger Weg II,,,,11520.0,gewidmet,3300517.0,Märchenland,"Lindenberger Weg II, Berlin, Germany",52.6300007,13.5047671
00008100_0016cfe8,00008100:0016cfe8,70570,Pankow,Prenzlauer Berg,Grünanlage,Prenzlauer Allee/ Ostseestr.,Erich-Weinert-Park,,2019.0,8472.0,gewidmet,3601245.0,Ostseestraße,"Prenzlauer Allee/ Ostseestr., Berlin, Germany",52.550568,13.4298477
00008100_0016cdd9,00008100:0016cdd9,00192,Pankow,Niederschönhausen,Grünanlage,Pankower Str.14,zw. SWH und Kaufhalle,,,6160.0,gewidmet,3400725.0,Schlosspark,"Pankower Str.14, Berlin, Germany",52.5854068,13.4253637
00008100_0016cdb6,00008100:0016cdb6,00277,Pankow,Buch,Grünanlage,Schlosspark Buch,,,,135088.0,gewidmet,3100102.0,Klinikum Buch,"Schlosspark Buch, Berlin, Germany",52.6375546,13.4959124
00008100_0016d404,00008100:0016d404,70914,Pankow,Prenzlauer Berg,Grünanlage,Kniprodestr./ Werneuchener Wiese,,,,21146.7,gewidmet,3701660.0,Bötzowstraße,"Kniprodestr./ Werneuchener Wiese, Berlin, Germany",,
00008100_0016cff6,00008100:0016cff6,70507,Pankow,Weißensee,Grünanlage,Park Am Weißen See,,,,114199.0,gewidmet,3500933.0,Weißer See,"Park Am Weißen See, Berlin, Germany",52.5539465,13.4634901
00008100_0016d372,00008100:0016d372,70844,Pankow,Prenzlauer Berg,Grünanlage,Einsteinstr. vor 16A - 16D/ Kniprodestr.,,,,4174.0,gewidmet,3601449.0,Michelangelostraße,"Einsteinstr. vor 16A - 16D/ Kniprodestr., Berlin, Germany",,
00008100_0016cfff,00008100:0016cfff,70501,Pankow,Weißensee,Grünanlage,Park am Faulen See,Naturschutzgebiet,,,249964.0,gewidmet,3501038.0,Hansastraße,"Park am Faulen See, Berlin, Germany",,
00008100_0016d316,00008100:0016d316,70556,Pankow,Blankenburg,Grünanlage,Mörderberg,,,,36305.0,gewidmet,3300515.0,Blankenburger Süden,"Mörderberg, Berlin, Germany",52.5821543,13.4653798
00008100_0016cea8,00008100:0016cea8,70151,Pankow,Weißensee,Grünanlage,Hansastr.,Orankestrand,,,5770.0,gewidmet,3501038.0,Hansastraße,"Hansastr., Berlin, Germany",52.5587761,13.4927576
00008100_002ceb45,00008100:002ceb45,26735,Reinickendorf,Heiligensee,Grünanlage,"Grabens. Hlgs., Heiligenseegraben",,,,1205.6,gewidmet,12400617.0,Alt-Heiligensee,"Grabens. Hlgs., Heiligenseegraben, Berlin, Germany",,
00008100_0016cde0,00008100:0016cde0,00245,Pankow,Niederschönhausen,Grünanlage,Schönholzer Heide,,,,403634.0,gewidmet,3400620.0,Schönholz,"Schönholzer Heide, Berlin, Germany",52.5811485,13.3732526
00008100_0016ce2e,00008100:0016ce2e,70185,Pankow,Karow,Grünanlage,Bucher Chaussee/ Siedlungsring,Grünzug Siedlungsring,,,7139.0,gewidmet,3300411.0,Karow Nord,"Bucher Chaussee/ Siedlungsring, Berlin, Germany",,
00008100_0016cdd5,00008100:0016cdd5,00029,Pankow,Pankow,Grünanlage,Bleichröderpark,hinter Breite Str. 34,,,10623.0,gewidmet,3400723.0,Garbátyplatz,"Bleichröderpark, Berlin, Germany",,
00008100_0016d311,00008100:0016d311,70450,Pankow,Prenzlauer Berg,Grünanlage,Heinrich-Roller-Str. 2,ehemaliger Friedhof,,,15900.0,gewidmet,3701659.0,Immanuelkirchstraße,"Heinrich-Roller-Str. 2, Berlin, Germany",52.5310279,13.4213692
00008100_0024386d,00008100:0024386d,00661,Pankow,Blankenfelde,Grünanlage,Botanische Anlage Blankenfelde I,Historische Achse und Arboretum,,,26821.0,gewidmet,3200204.0,Blankenfelde,"Botanische Anlage Blankenfelde I, Berlin, Germany",,
00008100_002f6dfc,00008100:002f6dfc,32GA12,Lichtenberg,Karlshorst,Grünanlage,Gleyeweg / Rummelsburger Landstraße,,,,1453.0,gewidmet,11501341.0,Karlshorst Süd,"Gleyeweg / Rummelsburger Landstraße, Berlin, Germany",,
00008100_0016cdc3,00008100:0016cdc3,00243,Pankow,Wilhelmsruh,Grünanlage,Garibaldistr. 44,Garibaldipark,,,4716.0,gewidmet,3400619.0,Wilhelmsruh,"Garibaldistr. 44, Berlin, Germany",52.5861406,13.3618983
00008100_0016ceb7,00008100:0016ceb7,70207,Pankow,Karow,Grünanlage,Schmiedebankplatz,,,,5126.0,gewidmet,3300411.0,Karow Nord,"Schmiedebankplatz, Berlin, Germany",52.6133113,13.4924812
00008100_0016ce28,00008100:0016ce28,00381,Pankow,Karow,Grünanlage,"westl. Bucher Chaussee, Pfannschmidtstr.",Wasserschutzgebiet,,,108540.0,gewidmet,3300411.0,Karow Nord,"westl. Bucher Chaussee, Pfannschmidtstr., Berlin, Germany",,
00008100_0016d0eb,00008100:0016d0eb,00344,Pankow,Niederschönhausen,Grünanlage,Schlosspark Schönhausen - Innerer Teil,,,,77309.0,gewidmet,3400722.0,Parkstraße,"Schlosspark Schönhausen - Innerer Teil, Berlin, Germany",,
00008100_0016d117,00008100:0016d117,00730,Pankow,Französisch Buchholz,Grünanlage,Schillingweg,Biotopfläche Krugpfuhl,,,13403.0,gewidmet,3200310.0,Krugpfuhl,"Schillingweg, Berlin, Germany",52.6197921,13.419097
00008100_0016cfba,00008100:0016cfba,70534,Pankow,Stadtrandsiedlung Malchow,Grünanlage,Malchower Aue,,,,126137.0,gewidmet,3300517.0,Märchenland,"Malchower Aue, Berlin, Germany",52.5759951,13.4713905
00008100_0016cdea,00008100:0016cdea,70129,Pankow,Karow,Grünanlage,Am Teichberg / Str. 42,,,,24012.0,gewidmet,3300413.0,Karow Ost,"Am Teichberg / Str. 42, Berlin, Germany",,
00008100_0016d390,00008100:0016d390,00708,Pankow,Blankenfelde,Grünanlage,Bahnhofstr.,ehemaliger Friedhof 08,,,12757.0,gewidmet,3200204.0,Blankenfelde,"Bahnhofstr., Berlin, Germany",52.4533533,13.5749789
00008100_0016cf46,00008100:0016cf46,00851,Pankow,Karow,Grünanlage,Alt-Karow 30,,,,5988.0,gewidmet,3300413.0,Karow Ost,"Alt-Karow 30, Berlin, Germany",52.6156458,13.4858561
00008100_002c7230,00008100:002c7230,100600,Treptow-Köpenick,Köpenick,Grünanlage,Cardinalplatz 1C Wuhlegarten Köp GA,Interkultureller Garten,,,4725.0,-,9501939.0,Bahnhofstraße,"Cardinalplatz 1C Wuhlegarten Köp GA, Berlin, Germany",,
00008100_0016cf86,00008100:0016cf86,70547,Pankow,Prenzlauer Berg,Grünanlage,Arnimplatz,,,,15426.0,gewidmet,3601141.0,Arnimplatz,"Arnimplatz, Berlin, Germany",52.5517551,13.4094494
00008100_0016ce9c,00008100:0016ce9c,70156,Pankow,Weißensee,Grünanlage,"Gartenstr. 6, Hansastr. 151","südl. Else-Jahn-Str., westl Hansastr.",1994.0,,31610.0,gewidmet,3501038.0,Hansastraße,"Gartenstr. 6, Hansastr. 151, Berlin, Germany",,
00008100_0016cdb2,00008100:0016cdb2,00451,Pankow,Buch,Grünanlage,An der Panke Spielberg,,,,16005.0,gewidmet,3100103.0,Karower Chaussee,"An der Panke Spielberg, Berlin, Germany",,
00008100_0016cfb8,00008100:0016cfb8,00842,Pankow,Französisch Buchholz,Grünanlage,Kalvinistenweg,Grünstreifen,,,6680.0,gewidmet,3200310.0,Krugpfuhl,"Kalvinistenweg, Berlin, Germany",52.6049927,13.4272127
00008100_0016d014,00008100:0016d014,70600,Pankow,Prenzlauer Berg,Grünanlage,Syringenplatz,,,,8299.0,gewidmet,3601450.0,Volkspark Prenzlauer Berg,"Syringenplatz, Berlin, Germany",52.5342122,13.4578323
