Address1,Latitude,Longitude
"Südostallee/ Rodelberg Jo GA, Berlin, Germany",,
"Mentzelpark Köp GA, Berlin, Germany",,
"Preußenstraße/ Am Falkenberg 110-111 Ag GA, Berlin, Germany",,
"Salvador-Allende-Straße/ Uferpromenade Köp GA, Berlin, Germany",,
"Lindenstraße/ Wuhlemündung Köp GA, Berlin, Germany",,
"Sportpromenade 1 Gr GA, Berlin, Germany",,
"Normannenstraße Ag GA, Berlin, Germany",,
"Werlseestraße/ Wendeschleife Fr GA, Berlin, Germany",,
"Alt-Köpenick/ Luisenhain Köp GA, Berlin, Germany",,
"Hinter Bellevuepark u. KGA Am Mühlenfließ Köp GA, Berlin, Germany",,
"Lindenstraße/ Wuhlewanderweg Köp GA, Berlin, Germany",,
"Kiefholzstraße 207/ Radenzer Straße Ba GA, Berlin, Germany",,
"An der Wuhlheide 161/ FEZ Festwiese Ob GA, Berlin, Germany",,
"Neue Krugallee/ Ufer Plänterwald Pl GA, Berlin, Germany",,
"Galileistraße/ Orionstraße Pl GA, Berlin, Germany",,
"Aßmannstraße/ Charlotte-E.-Pauly-Straße Fr GA, Berlin, Germany",,
"Ludwig-Boltzmannstraße/ Linse Ahof GA, Berlin, Germany",,
"Groß-Berliner Damm/ Naturschutzgebiet Jo GA, Berlin, Germany",,
"Siriusstraße/ Uranusstraße Ag GA, Berlin, Germany",,
"Porzer Straße/ am Lärmschutzwall Ag GA, Berlin, Germany",,
"Puschkinallee/ Treptower Park - Heidegarten AT GA, Berlin, Germany",,
"An der Wuhlheide 161/ Eichgestell Ob GA, Berlin, Germany",,
"Segelfliegerdamm Nordwestfuge Jo GA, Berlin, Germany",,
"Lagunenweg/ Biberpelzstraße Ra GA, Berlin, Germany",,
"Möllhausenufer Köp GA, Berlin, Germany",,
"Lehmusstraße/ am Spielplatz Ag GA, Berlin, Germany",,
"Braunellensteig/ Hornkleepfad Ag GA, Berlin, Germany",,
"Alt-Treptow/ Treptower Park AT GA, Berlin, Germany",,
"Lindenstraße - Zuwegung zu Alte Försterei - Köp GA, Berlin, Germany",,
"Wendenschloßstraße/ Am Amtsgraben Köp GA, Berlin, Germany",,
"Margueritenring-Grünanlage, Berlin, Germany",,
"Landschaftspark Rudow-Altglienicke, Berlin, Germany",52.4122227,13.5261505
"Hallesches Ufer zw. Köthener- u. Schöneberger Brücke, Berlin, Germany",,
"Rudower Höhe-Grünanlage, Berlin, Germany",,
"Meskengraben, Berlin, Germany",52.4070566,13.498552
"Schönerlinder Str. östl. I, Berlin, Germany",,
"Laudaer Platz, Berlin, Germany",,
"Solonplatz, Berlin, Germany",52.5492331,13.4624663
"Südpark-Grünanlage, Berlin, Germany",,
"Britzer Wiesen-Grünanlage, Berlin, Germany",,
"Lietzengrabenniederung I, Berlin, Germany",,
"Krugpfuhl-Grünanlage, Berlin, Germany",,
"Schloßgarten Britz, Berlin, Germany",,
"Matthäusweg, Berlin, Germany",52.4190867,13.4702603
"Heidekampgraben-Grünanlage, Berlin, Germany",,
"Große Seestr. 95, Berlin, Germany",52.559986,13.4538064
"Kienpfuhl Britz, Berlin, Germany",52.4454571,13.4290631
"Fritz-Reuter-Allee-Grünanlage, Berlin, Germany",,
"Karower Chaussee/ Groscurthstr., Berlin, Germany",,
"Danewendplatz, Berlin, Germany",52.6162878,13.4764956
"Roetepfuhl-Grünanlage, Berlin, Germany",,
"BBR-Grünanlage, Berlin, Germany",,
"Rohrpfuhl-Grünanlage, Berlin, Germany",,
"Herbert-Krause Park, Berlin, Germany",52.4648725,13.4705778
"Lolopfuhl-Grünanlage, Berlin, Germany",,
"Mazetstr. - Grünzug, Berlin, Germany",,
"Ziegelstr. 60 und 62, Berlin, Germany",,
"Delfter Ufer-Grünanlage, Berlin, Germany",,
"Richardplatz-Grünanlage, Berlin, Germany",,
"Kniprodestr./ Storkower Str. 108, Berlin, Germany",52.537699,13.4488011
"Dolomitenstr. / Trienter Str., Berlin, Germany",,
"Treseburger Ufer, Berlin, Germany",52.457156,13.428538
"Alt-Buckow Dorfteich-Grünanlage, Berlin, Germany",,
"Siedlung Spruch-Grünanlage, Berlin, Germany",,
"Rohrdommelweg-Grünanlage, Berlin, Germany",,
"Agnes-Wabnitz-Str. 10, Berlin, Germany",52.5255141,13.4556895
"Brehmestr. 28, Berlin, Germany",52.5619684,13.4011088
"E. Keller BR.-Hafen Rudow West, Berlin, Germany",,
"Carl-Weder-Park, Berlin, Germany",52.4625439,13.4374941
"Karower-/ E.-Christinen-Str., Berlin, Germany",,
"Rübelandstraße, Berlin, Germany",52.4726667,13.4380782
"Uferpromenade Martin-Mährlein-Weg, Berlin, Germany",,
"Röthepfuhl-Grünanlage, Berlin, Germany",,
"Heinrich-Mann-Str. neben 42, Berlin, Germany",,
"Schirpitzer Weg-Grünanlage, Berlin, Germany",,
"Rudower Fließ-Grünanlage, Berlin, Germany",,
"Fennpfuhl-Grünanlage, Berlin, Germany",,
"Gutshof Britz - Teil 2, Berlin, Germany",,
"Karower Chaussee/ Friedrich-Richter-Str., Berlin, Germany",,
"Gutspark Britz Rosarium , Berlin, Germany",,
"neben Str. 40/ Upstallgraben, Berlin, Germany",,
"Storkower Str. hinter 26-90, Berlin, Germany",,
"Karower Str., Berlin, Germany",52.6333998,13.5000609
"Greifswalder Str. vor 118-121, Berlin, Germany",,
"Upstallgraben, Berlin, Germany",52.6082041,13.4777129
"Hauptstr. 34-38, Berlin, Germany",52.4763059,13.3412799
"Kastanienallee hinter 26-29, Berlin, Germany",,
"Hochspannungsweg-Grünanlage, Berlin, Germany",,
"Nordpark-Grünanlage, Berlin, Germany",,
"Selkestraße-Grünanlage, Berlin, Germany",,
"Onkel-Bräsig-Strasse, Berlin, Germany",52.4515876,13.4453579
"Espenpfuhl-Grünanlage, Berlin, Germany",,
"Lessinghöhe-Grünanlage, Berlin, Germany",,
"Laubsängerweg, Berlin, Germany",52.4395527,13.4611391
"Langhansstr. vor 40, 41/ Scharnweberstr., Berlin, Germany",,
"Ernst-Ludwig-Heim-Str., Berlin, Germany",52.6263922,13.499033
"Kreuzstr./ Wollankstr., Berlin, Germany",,
"NME-Grünanlage, Berlin, Germany",,
"Berliner Allee 215, Berlin, Germany",52.5621938,13.4685137
"Hänselstrasse, Berlin, Germany",52.4688019,13.4778757
"Britzer Zweigkanal, Berlin, Germany",,
"Akazienwäldchen-Grünanlage, Berlin, Germany",,
"Thomashöhe-Grünanlage, Berlin, Germany",,
"Anita-Berber-Park, Berlin, Germany",52.4719188,13.424505
"Comeniusgarten, Berlin, Germany",,
"Am Koppelgraben, Berlin, Germany",52.6168641,13.4131718
"Buschrosenplatz, Berlin, Germany",52.455024,13.44088
"Oderstraße, Berlin, Germany",52.5093871,13.4730868
"Britz-Süd-Grünanlage, Berlin, Germany",,
"Hertzbergplatz-Grünanlage, Berlin, Germany",,
"Volkspark Hasenheide-Grünanlage, Berlin, Germany",,
"Braunschweiger Ufer-Grünanlage, Berlin, Germany",,
"Rudower Höhe Trapez, Berlin, Germany",,
"Schleuseninsel - GA, Berlin, Germany",,
"Brabanter Platz - Grünanlage, Berlin, Germany",,
"Breitunger Weg, Berlin, Germany",52.4229755,13.4239637
"Am Schönbergweg, Berlin, Germany",52.4118012,13.5195954
"Dörferblick, Berlin, Germany",52.397319,13.4809459
"Klarpfuhl-Grünanlage, Berlin, Germany",,
"Kolberger Platz - Grünanlage, Berlin, Germany",,
"Lise-Meitner-Str. - Uferanlage - GA, Berlin, Germany",,
"Wildenbruchplatz-Grünanlage, Berlin, Germany",,
"Reuterplatz-Grünanlage, Berlin, Germany",,
"Gerlinger Straße 52, Berlin, Germany",52.4135431,13.4242469
"Gielower Strasse-Grünanlage, Berlin, Germany",,
"Koppelweg-Grünanlage, Berlin, Germany",52.4468436,13.4269745
"Park am Buschkrug-Grünanlage, Berlin, Germany",,
"Truseplatz-Grünanlage, Berlin, Germany",,
"Waßmannsdorfer Chaussee, Berlin, Germany",52.4073093,13.4918417
"Körnerpark, Berlin, Germany",52.4713168,13.4379116
"Kattenpfuhl-Grünanlage, Berlin, Germany",,
"Von-der-Schulenburg-Park-Grünanlage, Berlin, Germany",,
"Kirchhofweg, Berlin, Germany",52.4714807,13.4247381
"Weichselplatz-Grünanlage, Berlin, Germany",,
"Hufeisenteich-Grünanlage, Berlin, Germany",,
"Buschkrugallee, Berlin, Germany",52.4619839,13.4453147
"Kirchteich Britz-Grünanlage, Berlin, Germany",,
"Drusenheimer Weg-Grünanlage, Berlin, Germany",,
"Spreeuferweg / Spreewiesen - GA, Berlin, Germany",,
"Gutshof Britz - Teil 1, Berlin, Germany",,
"Rudower Höhe-West, Berlin, Germany",,
"Katzenpfuhl-Grünanlage, Berlin, Germany",,
"Kiosk Ursulinenstraße, Berlin, Germany",,
"Gutspark Britz, Berlin, Germany",52.4473324,13.44045
"Schulvorplatz Britzer Damm, Berlin, Germany",,
"Britzer Damm-Grünanlage, Berlin, Germany",,
"Britzer Garten, Berlin, Germany",52.4337812,13.4172828
"Achenbachpromenade - Grünanlage, Berlin, Germany",,
"Rohrbeckstr. - Tiefbeet, Berlin, Germany",,
"Grünzug Reißeckstr./Floningweg, Berlin, Germany",,
"Annedore-Leber-Park - Grünanlage, Berlin, Germany",,
"Hagenplatz - Grünanlage, Berlin, Germany",,
"Anneliese-und-Georg-Groscurth-Platz - GA, Berlin, Germany",52.5169475,13.2748514
"Koenigsallee 45a - Grünanlage, Berlin, Germany",,
"Königsgraben, Berlin, Germany",52.3964565,13.3751758
"Priesterweg - Zugang Baluschek-Park, Berlin, Germany",,
"Unter Uns (Promenade), Berlin, Germany",,
"Heinrich-v.-Kleist-Park - Gartendenkmal, Berlin, Germany",,
"Volkspark Mariendorf - Gartendenkmal (Übl.), Berlin, Germany",,
"Birkenweg am Volkspark Mariendorf - Gartendenkmal, Berlin, Germany",,
"Carl-Steffeck-Str. (Grünzug), Berlin, Germany",,
"Ringstr. Süd - Grünzug u. Promenade, Berlin, Germany",,
"Volkspark Lichtenrade - Grünanlage, Berlin, Germany",,
"Am Bülowbogen, Berlin, Germany",52.4967935,13.3680396
"Tempelhofer Damm 161 - Grünanlage, Berlin, Germany",,
"Nonnendamm 26-30 - GA, Berlin, Germany",,
"Marienhöhe - Gartendenkmal, Berlin, Germany",,
"Richterstr. - Grünzug u. Promenade, Berlin, Germany",,
"Ringstr. Nord - Grünzug u. Promenade, Berlin, Germany",,
"Freseteich - Grünanlage, Berlin, Germany",,
"Lichtenrader Graben Ost, Berlin, Germany",,
"Amstelveen - Grünanlage, Berlin, Germany",,
"Wartburgplatz - Grünanlage, Berlin, Germany",,
"Schichauweg (Grünanlage), Berlin, Germany",,
"Marienhöhe (Kolonie-Promenade), Berlin, Germany",,
"Birkholz - Grünanlage, Berlin, Germany",,
"Templerzeile, Berlin, Germany",52.4608137,13.3915982
"Türkenpfuhl (Promenade), Berlin, Germany",,
"Koseler Weg (ehemals), Berlin, Germany",,
"Leopoldplatz, Berlin, Germany",52.5463833,13.3591672
"Schätzelberge, Berlin, Germany",52.4504509,13.3983522
"Alboinplatz - Gartendenkmal, Berlin, Germany",,
"Schinkelplatz, Berlin, Germany",52.5167053,13.3985843
"Neanderstr. / Geibelstr., Berlin, Germany",,
"Am Hellespont - Grünanlage, Berlin, Germany",,
"Schlehenberg, Berlin, Germany",52.4063853,13.3603758
"FZP Marienfelde, Berlin, Germany",,
"Wannseebahnquerung, Berlin, Germany",,
"Spreeuferpromenade am Marie-Elisabeth-Lüders-Haus, Berlin, Germany",,
"Hampelsche Baumschule - Grünanlage, Berlin, Germany",,
"Ma-Damm - Ullsteinstr. - Grünzug, Berlin, Germany",,
"Hildegard-Jadamowitz-Str. 25, Berlin, Germany",52.5154914,13.4514399
"Rudolph-Wilde-Park (Ost) - Gartendenkmal, Berlin, Germany",,
"Bayerischer Platz, Berlin, Germany",52.4885755,13.3405436
"Kratzbruch, Berlin, Germany",52.4895322,13.4855312
"Rudi-Dutschke-Str./ Charlottenstr., Berlin, Germany",,
"Teltowkanal Südpromenade, Berlin, Germany",,
"Hans-Baluschek-Park - Grünzug, Berlin, Germany",,
"Lehderstr./ Mandelstr., Berlin, Germany",,
"Heilandsweide - Promenade u. Grünzug, Berlin, Germany",,
"Karlstadter Platz, Berlin, Germany",,
"Straße der Pariser Kommune 22-32, Berlin, Germany",52.5166348,13.4404265
"Kynastteich - Gartendenkmal, Berlin, Germany",,
"Ma-Damm - Monopolstraße - Grünzug, Berlin, Germany",,
"Oberlandpark, Berlin, Germany",52.4632479,13.4190798
"Tauernallee/Ankogelweg - Grünanlage, Berlin, Germany",,
"Ebertystr. 45 / Kochhannstr. 16, Berlin, Germany",,
"Güteraussenring Marienfelde, Berlin, Germany",52.3989956,13.3684314
"Britzer Garten (Teilstück), Berlin, Germany",,
"Gottlieb-Dunkel-Str. 16-18, Berlin, Germany",52.4604879,13.4177594
"Heinrich-Lassen-Park, Berlin, Germany",52.4845363,13.3497502
"FZP Marienfelde - Grünanlage, Berlin, Germany",,
"Radarberg Diedersdorfer Weg, Berlin, Germany",,
"Teltowkanal Nord Te-Damm-Alarichstr., Berlin, Germany",,
"Gutspark Marienfelde Gartendenkmal, Berlin, Germany",,
"Im Domstift (Grünanlage), Berlin, Germany",,
"Gerdsmeyer (Promenade), Berlin, Germany",,
"Naturpark Schöneberger Südgelände, Berlin, Germany",52.4639807,13.3595566
"Britzer Str. 37-79 - Grünanlage, Berlin, Germany",,
"Wilhelmsaue - Mittelpromenade - GA, Berlin, Germany",,
"Schönwalder Str. 19, Berlin, Germany",52.5417343,13.3708576
"Viktoria-Luise-Platz - Gartendenkmal, Berlin, Germany",,
"Bernhard-Wieck-Promenade - GA, Berlin, Germany",,
"Annenstr. - Heinrich-Heine-Str., Berlin, Germany",52.5087553,13.4129281
"Bosepark - Grünanlage, Berlin, Germany",,
"Feldblumenweg (Promenade), Berlin, Germany",,
"Breite Str. 37a/b / Kirchstr. - GA, Berlin, Germany",,
"Döberitzer Grünzug Nord, Berlin, Germany",,
"Maximilian-Kaller-Str. - Grünzug, Berlin, Germany",,
"GASAG Nordspitze, Berlin, Germany",,
"Dennewitzstr. 25-26 - Grünanlage, Berlin, Germany",,
"Einigkeit (Promenade), Berlin, Germany",,
"Gottlieb-Dunkel-Str. - Grünanlage, Berlin, Germany",,
"Warnemünder Str. - Mittelstreifen - GA, Berlin, Germany",,
"Goslarer Ufer - Grünanlage Gaußstr., Berlin, Germany",,
"Der Insulaner - Grünanlage, Berlin, Germany",,
"Ursula-Mamlok-Park, Berlin, Germany",52.4958702,13.3556338
"Betty-Hirsch-Platz - Grünanlage, Berlin, Germany",,
"Reichsstr./Spandauer Damm - GA, Berlin, Germany",,
"Kracauerplatz - Grünanlage, Berlin, Germany",,
"Sömmeringstr. 005a - Grünanlage, Berlin, Germany",,
"Perelsplatz - Gartendenkmal, Berlin, Germany",,
"Dechertstr. 20/ Karower Str.23, Berlin, Germany",,
"Grünzug von S-Bhf. Greifsw. Str. nach, Berlin, Germany",,
"Michelangelostr. 59 - 63, Berlin, Germany",52.5423268,13.4529467
"Alt-Lichtenrade Dorfteich - Grünanlage, Berlin, Germany",,
"Tauernallee/Ankogelweg - Promenade, Berlin, Germany",,
"Dora-Duncker-Park, Berlin, Germany",52.4898771,13.3733697
"Wimbachpromenade, Berlin, Germany",,
"Gerda-und-Wolfgang-Szepansky-Promenade, Berlin, Germany",52.4527332,13.3812126
"Wartburg (Promenade), Berlin, Germany",,
"""Rosengarten"" - Randgrün, Berlin, Germany",,
"Landsberger Allee/ Storkower Str., Berlin, Germany",52.529482,13.4547803
"Cheruskerpark, Berlin, Germany",52.4821164,13.3583591
"Wolffring - Gartendenkmal, Berlin, Germany",,
"Hermann-Hesse-Str. 17, Berlin, Germany",52.5802831,13.4003977
"Prenzl. Allee/ Erich-Weinert-Str. 91, Berlin, Germany",,
"Breite Str. 40/ Berliner Str. 1, Berlin, Germany",,
"Schneeglöckchenstr. neben 15, Berlin, Germany",,
"""Grönland"" - Randgrün, Berlin, Germany",,
"Antonplatz - Grünanlage, Berlin, Germany",,
"Lehnepark - Gartendenkmal, Berlin, Germany",,
"Nelly-Sachs-Park - Grünanlage, Berlin, Germany",,
"Union (Promenade), Berlin, Germany",,
"Volkspark Mariendorf - Gartendenkmal (Hochw.), Berlin, Germany",,
"Britzer Str. 38 (Nord), Berlin, Germany",,
"Hirzerweg - Promenade, Berlin, Germany",,
"Tempelhofer Freiheit, Berlin, Germany",,
"Rainfarnweg, Berlin, Germany",,
"Poppenreuther Weg - Grünpromenade, Berlin, Germany",,
"Nahmitzer Damm 20/26 - Obstwiese, Berlin, Germany",,
"Lortzingplatz - Grünanlage, Berlin, Germany",,
"Hüfnergärten (Grünanlage/Promenade), Berlin, Germany",,
"Lessingplatz - Grünfläche, Berlin, Germany",,
"Mahlower Seegraben, Berlin, Germany",52.3801152,13.3941717
"Nord-Süd-Grünzug / Mezitli-Park, Berlin, Germany",52.4881571,13.3712126
"Parkgraben, Berlin, Germany",52.5956799,13.3239402
"Reißeckstr. - Grünzug, Berlin, Germany",,
"Wehnertstr. ggü 36, Berlin, Germany",,
"Eupener Str. verlängert, Berlin, Germany",,
"Gürtelstr. neben 35, Berlin, Germany",,
"Kollwitzstr. hinter 55 - Judengang, Berlin, Germany",,
"Rudolph-Wilde-Park (West) - Gartendenkmal, Berlin, Germany",,
"Alter Park - Gartendenkmal, Berlin, Germany",,
"Schneeglöckchenstr. ggü. 13-15, Berlin, Germany",,
"Am Fließ, Berlin, Germany",52.5904594,13.4585172
"Wigandstaler Str. 39 A, Berlin, Germany",52.5600467,13.4414997
"Franckepark - Gartendenkmal, Berlin, Germany",,
"Wupperstraße WG, Berlin, Germany",,
"Echtermeyerstraße WG, Berlin, Germany",,
"Sven-Hedin-Platz WG, Berlin, Germany",,
"Elisabeth-Bergner-Park WG, Berlin, Germany",,
"Rodelbahn Onkel-Tom-Straße N, Berlin, Germany",,
"Schloßpark Lichterfelde N, Berlin, Germany",,
"Jochen-Klepper-Weg WG - Teil 1/2, Berlin, Germany",,
"Jochen-Klepper-Weg WG - Teil 2/2, Berlin, Germany",,
"Teltowkanalpromenade - Teil 1/3, Berlin, Germany",,
"Oberhofer Platz WG, Berlin, Germany",,
"Munsterdamm WG-2/2, Berlin, Germany",,
"Pappritz- / Wichurastraße WG-2/2, Berlin, Germany",,
"Nibelungenstraße WG, Berlin, Germany",,
"Apoldaer Straße WG, Berlin, Germany",,
"Wismarer Straße 18a WG, Berlin, Germany",,
"Matthäuskirche WG, Berlin, Germany",,
"Mörchinger Straße WG, Berlin, Germany",,
"Vierling WG, Berlin, Germany",,
"Frankfurter Allee 1-27, Berlin, Germany",52.5157798,13.454806
"Ringelsteinweg WG, Berlin, Germany",,
"Sandmeyerplatz WG, Berlin, Germany",,
"Zinnowweg WG, Berlin, Germany",,
"Munsterdamm WG-1/2, Berlin, Germany",,
"Döhlauer Pfad WG - Teil 1/2, Berlin, Germany",,
"Klaustaler Platz, Berlin, Germany",52.5744265,13.4215815
"Palisadenstr. zw. Schulweg und Kirche, Berlin, Germany",,
"Wedellstraße WG, Berlin, Germany",,
"Stadtpark Steglitz - Teil 2/2, Berlin, Germany",,
"Kaiser-Wilhelm-Platz WG, Berlin, Germany",,
"Gustav-Mahler-Platz WG, Berlin, Germany",,
"Thielpark und Triestpark Teil 2/2, Berlin, Germany",,
"Thielpark und Triestpark Teil 1/2, Berlin, Germany",,
"Mollstraße 20-29, Berlin, Germany",52.526345,13.4165187
"Bernkastler Platz WG, Berlin, Germany",,
"Rathaus Lichterfelde Ost WG, Berlin, Germany",,
"Am Steinberg - Grünanlage am Teich, Berlin, Germany",52.5624794,13.4408263
"Lobeckstr./ Alexandrinenstr., Berlin, Germany",52.5017723,13.4042742
"Schilfluch- / Moorgraben WG, Berlin, Germany",,
"Krahmerstraße WG-1/2, Berlin, Germany",,
"Pasewalker Str./Schmöckpfuhlgraben, Berlin, Germany",,
"Sleipnerplatz, Berlin, Germany",52.5740127,13.4424277
"Paul-Ernst-Park (Östlicher Teil) N, Berlin, Germany",,
"Dorfaue Alt-Lankwitz WG, Berlin, Germany",,
"Lindenberger Str. neben 24, Berlin, Germany",,
"Kilstetter Straße WG, Berlin, Germany",,
"Breitensteinweg WG, Berlin, Germany",,
"An der Laake 2, Berlin, Germany",52.6096416,13.4933001
"Johann-Baptist-Gradl-Grünanlage WG, Berlin, Germany",,
"Rehwiese N, Berlin, Germany",52.4255821,13.2005217
"Schwatlograben WG, Berlin, Germany",,
"Krahmerstraße WG-2/2, Berlin, Germany",,
"Kuckhoffstr. 36/ Rapoport-Park, Berlin, Germany",,
"Rathaus Lankwitz WG, Berlin, Germany",,
"Georg-Von-Siemens-Park WG, Berlin, Germany",,
"Argentinische Allee WG, Berlin, Germany",,
"Boxhagener Str. 119, Zufahrt, Berlin, Germany",,
"Grünzug am Buschgraben WG-3/3, Berlin, Germany",,
"Augustaplatz WG, Berlin, Germany",,
"Kniprodestr. 64, Berlin, Germany",52.5422875,13.4569893
"Sachtlebenstraße WG, Berlin, Germany",,
"Sundgauer Straße WG, Berlin, Germany",,
"Gemeindepark Lankwitz - Teil 1/2, Berlin, Germany",,
"Eduard-Spranger-Promenade - Teil 1/2, Berlin, Germany",,
"Fritz-Reuter-Str. 29-30, Berlin, Germany",52.4808887,13.3496633
"""Bornholm I"" - Randgrün, Berlin, Germany",,
"Lasdehner Straße 13, 15, Berlin, Germany",,
"Stralauer Platz 33-34, Berlin, Germany",52.5102736,13.430784
"Weidenweg ggü. 5, Berlin, Germany",,
"Krumme Lanke N-1/2, Berlin, Germany",,
"Chamissoplatz, Berlin, Germany",52.4879935,13.3911041
"Pettenkoferstr. 5, Berlin, Germany",52.5165797,13.4722201
"Wilhelmstr. vor 15, Hedemannstr. 10, Berlin, Germany",,
"Dreipfuhlpark WG, Berlin, Germany",,
"Platz der Vereinten Nationen 1-2, Berlin, Germany",52.5230434,13.4270735
"Paul-Ernst-Park (Westlicher Teil) N, Berlin, Germany",,
"Bolchener Straße WG, Berlin, Germany",,
"Marchandstraße WG, Berlin, Germany",,
"Yehudi-Menuhin-Park WG, Berlin, Germany",,
"Ahlener Weg WG, Berlin, Germany",,
"Markusplatz WG, Berlin, Germany",,
"Jochen-Klepper-Park WG, Berlin, Germany",,
"Am Erlenbusch WG, Berlin, Germany",,
"Clayallee WG, Berlin, Germany",,
"Oberbaumstr. 4, Berlin, Germany",52.5009758,13.4431385
"Singerstr. 23-28, Berlin, Germany",52.5165692,13.4239254
"Friedenstraße, Berlin, Germany",52.5279139,13.4251403
"Am Oberbaum, Berlin, Germany",52.5023966,13.4463516
"Kynaststr. 4, 5, Berlin, Germany",,
"Messelpark WG, Berlin, Germany",,
"Gemeindewäldchen WG-2/2, Berlin, Germany",,
"Dampferanlegestelle Wannsee N, Berlin, Germany",,
"Karl-Marx-Allee 70A-I, Berlin, Germany",52.5195872,13.4241492
"Teltowkanalpromenade - Teil 2/3, Berlin, Germany",,
"Wilskistraße WG, Berlin, Germany",,
"Schweizerhof Park, Berlin, Germany",,
"Björnsonstraße WG, Berlin, Germany",,
"Schildhornstraße WG, Berlin, Germany",,
"Lilienthal-Gedenkstätte WG - Teil 1/3, Berlin, Germany",,
"Lanke-Aue WG, Berlin, Germany",,
"Frankfurter Tor 1-2, Berlin, Germany",52.5158121,13.4540029
"Eduard-Spranger-Promenade - Teil 2/2, Berlin, Germany",,
"Tambacher Straße WG, Berlin, Germany",,
"Maulbronner Ufer WG, Berlin, Germany",,
"An der Ostbahn, Grünanl., Berlin, Germany",,
"Lauenburger Platz WG, Berlin, Germany",,
"Grünzug Düppel-Süd WG, Berlin, Germany",,
"Hospitalgraben WG, Berlin, Germany",,
"Gemeindepark Lankwitz - Teil 2/2, Berlin, Germany",,
"Schloßpark Lichterfelde, Berlin, Germany",52.4393952,13.3181896
"Heinrich-Laehr-Park, Berlin, Germany",52.418042,13.2701004
"Brettnacher Straße WG, Berlin, Germany",,
"Teltowkanalwiesen N, Berlin, Germany",,
"Stammbahn N, Berlin, Germany",52.3959885,13.1396527
"Waltershauser Straße WG, Berlin, Germany",,
"Simplonstr./ Gabriel-Max-Str./ Wühlischstr., Berlin, Germany",,
"Marienplatz WG, Berlin, Germany",,
"Wasgenstraße WG, Berlin, Germany",,
"Straße der Pariser Kommune vor 11-17, Berlin, Germany",,
"Ede-und-Unku-Weg, Grünanl., Berlin, Germany",,
"Finkenpark WG, Berlin, Germany",,
"Stadtpark Steglitz - Teil 1/2, Berlin, Germany",,
"Lilienthal-Gedenkstätte WG - Teil 2/3, Berlin, Germany",,
"Karl-Marx-Allee 71-143, Berlin, Germany",52.5172349,13.440491
"Mehringdamm 90, Berlin, Germany",52.4875611,13.3858984
"Krumme Lanke N-2/2, Berlin, Germany",,
"Bäkepark, Berlin, Germany",52.4444668,13.3258453
"Lasdehner Str. 22, Berlin, Germany",52.5146417,13.4490156
"Waterloo-Ufer 7 / Blücherplatz, Berlin, Germany",,
"Teltowkanalpromenade - Teil 3/3 WG, Berlin, Germany",,
"Dorfaue Lichterfelde West WG, Berlin, Germany",,
"Paul-Mebes-Park WG, Berlin, Germany",,
"Zossener Str. 65, Berlin, Germany",52.4963881,13.3960189
"Hallesches Ufer/ Mehringplatz, Berlin, Germany",,
"Fischtalpark WG, Berlin, Germany",,
"Weidenweg vor Friedhof, Berlin, Germany",,
"Lichtenberger Straße 13-16, Hinterland, Berlin, Germany",,
"Stralauer Allee vor 31-33, Berlin, Germany",,
"Pappritz- / Wichurastraße WG-1/2, Berlin, Germany",,
"Corrensplatz WG, Berlin, Germany",,
"Von-der-Trenck-Straße 9 WG, Berlin, Germany",,
"Wupperstraße N, Berlin, Germany",52.4115208,13.2728288
"Schilfluch- / Moorgraben N, Berlin, Germany",,
"Onkel-Toms-Hütte N, Berlin, Germany",,
"Georgenkirchstr. 4-5, Berlin, Germany",52.5273341,13.4253534
"Garystraße WG, Berlin, Germany",,
"""Neues Heim"" - Randgrün, Berlin, Germany",,
"Schönower Park, Berlin, Germany",52.4253599,13.2651468
"Charkiw-Park, Berlin, Germany",52.4572524,13.3183282
"Krummes Fenn N, Berlin, Germany",,
"Marga-Meusel-Platz WG, Berlin, Germany",,
"Stewardstraße WG, Berlin, Germany",,
"Grünzug am Buschgraben WG-1/3, Berlin, Germany",,
"Amalienpark, Berlin, Germany",52.572631,13.4137833
"Ruth-Andreas-Friedrich-Park WG, Berlin, Germany",,
"Lankegraben WG, Berlin, Germany",,
"Freiflächen Siedlung Birkenwäldchen, Berlin, Germany",,
"Gubitzstr. 18-20/ Ostseestr.62-76, Berlin, Germany",,
"Imchenplatz, Berlin, Germany",52.4525823,13.148491
"Aalemann3-ab Oberhavelsteg, Berlin, Germany",,
"Stargarder Str. 26 und 27, Berlin, Germany",,
"Florastr. 87, Berlin, Germany",52.5221273,13.6264574
"Blankenburger Str. 141, Berlin, Germany",52.587319,13.4266425
"Franz-Schmidt-Str./ Walter-Friedrich-Str., Berlin, Germany",,
"Kleine Badewiese- Alt Gatow GA  , Berlin, Germany",,
"Lindenufer-Schleuse, Berlin, Germany",,
"Pfarrer-Theile-Straße bis Richard-Münch-Straße, Berlin, Germany",,
"Verlängerte Uferpromenade-Straße 133, Berlin, Germany",,
"Wichernstr westl vor Ev Johannesstift ggü Pappelweg, Berlin, Germany",,
"Pegnitzring, Berlin, Germany",52.4611651,13.129479
"Krienickepark mit Lilli-Palmer-Promenade, Berlin, Germany",,
"Strömannstr., Berlin, Germany",52.6111815,13.4851824
"Schützenstr. ggü. Nr. 39, Berlin, Germany",,
"Stadtbad Spandau Nord Radelandstraße, Berlin, Germany",52.5547502,13.1946032
