name,category,cuisine,address,lat,lon,website,phone,opening_hours,takeaway,wheelchair
Vina,restaurant,vietnamese,"Invalidenstraße 159, 10115 Berlin",52.5323905,13.3972886,,,"Mo-Fr 11:30-23:00; Sa,Su,PH 12:30-23:00",yes,limited
Samán Café Bar,cafe,,"Invalidenstraße 151, 10115 Berlin",52.5322184,13.3951121,,,,,
Café Ribo,cafe,german,"Ackerstraße 157, 10115",52.5309287,13.3966067,https://www.caferibo.de/,+49 176 21455203,Mo-Fr 08:00-21:00; Sa 09:00-18:00,,no
BiBim,restaurant,korean,,52.5398343,13.4183924,,,"Mo,We-Fr 17:00-23:00, Sa,Su 17:00-02:00",,no
Saigon,restaurant,asian;sushi,"Kufsteiner Straße 22, 10825 Berlin",52.4855545,13.3366726,https://www.saigonrestaurant-berlin.de/,,Mo-Th 12:00-22:00; Fr 17:00-22:00; Su 17:00-22:00,yes,limited
La Cantina Rosso,restaurant,italian,,52.499794,13.323434,,,Mo-Sa 16:00-23:00,,
Kantine,restaurant,,,52.5428357,13.2512165,,,,,
Golden Rice,restaurant,sushi;asian,"Chausseestraße 29, 10115 Berlin",52.5320113,13.3815514,http://golden-rice.de/,,Mo-Fr 11:30-23:00; Sa-Su 12:00-23:30,,no
MARS,restaurant,regional;brunch,"Gerichtstraße 35, 13347 Berlin",52.5460999,13.3663808,,,Mo-Fr 12:00-21:30; Sa 10:00-21:30; Su 10:00-18:00,yes,yes
Entrecôte,restaurant,,"Schützenstraße 5, 10117 Berlin",52.5084898,13.391317,https://www.entrecote.de/,+49 30 20165496,Mo-Fr 11:30-23:00; Sa 17:00-23:00,,no
Cafe LaVie,cafe,,"Wartburgstraße 25, 10825 Berlin",52.4860971,13.3390066,,,,,yes
Miyaki Sushi Lounge,restaurant,sushi,"Raumerstraße 28/29, 10437 Berlin",52.54143,13.4236641,,,11:00-23:00,,limited
Wilde Ehe,cafe,,"Crellestraße 44, 10827 Berlin",52.4874508,13.3590224,https://wildeehe.berlin,+49 30 47 37 70 49,,,
Lili Marleen,cafe,,"Crellestraße 39, 10827 Berlin",52.4878927,13.3601498,,,Tu-Sa 12:00-23:00,,limited
Smyrna,cafe,,"Hauptstraße 4, 10827 Berlin",52.4899158,13.3594546,,,,,no
Trattoria Fellini,restaurant,italian,,52.4872094,13.3584096,,,Mo-Su 11:00-24:00,,limited
The Bliss,cafe,,,52.4869704,13.3586134,,,"Mo 09:00-15:00; Tu-Fr 09:00-17:00; Sa,Su,PH 10:00-17:00",,
Lanzhou Beef Noodles,restaurant,noodle;chinese,"Kantstraße 56, 10627 Berlin",52.5068198,13.3072424,,,,,
Neumann's kleine Backstube,cafe,,"Meißner Weg 54, 12355 Berlin",52.4153899,13.4776976,,,Tu-Fr 06:00-16:00; Sa 06:30-13:00; Su 08:00-11:00,,no
Mörder Espressobar,cafe,,"Torstraße 199, 10115 Berlin",52.5282593,13.391331,,,"Mo-Fr 08:30-18:00; ""nach Vereinbarung""",,no
Salon Schneider,cafe,,"Torstraße 199, 10115 Berlin",52.5282123,13.3913774,,,"Tu 14:00-20:00;We-Fr 10:00-20:00;Sa 11:00-17:00;Su,PH off",,yes
Feast,restaurant,chinese,"Meierottostraße 1, 10719 Berlin",52.4978784,13.3276609,,+49 30 88 917 803,Mo-Su 12:00-23:00; We off,,no
Lima Lima,restaurant,italian,"Schlüterstraße 74, 10625 Berlin",52.5087991,13.318271,,+49 30 31998384,Tu-Sa 16:00-22:00,,no
Vox im Grand Hyatt,restaurant,,"Marlene-Dietrich-Platz 2, 10785 Berlin",52.5080655,13.3729827,,,,,yes
Le Petit Chef,restaurant,,"Marlene-Dietrich-Platz 2, 10785 Berlin",52.507889,13.3725093,,,,,
Cafe Salotto,cafe,,"Anzengruberstraße 19, 12043 Berlin",52.4806571,13.4397666,,,Mo-Fr 09:00-18:00; Sa 10:00-18:00,,no
Antonello's Cevicheria & Street Food,restaurant,italian;peruvian,"Nostitzstraße 22, 10961 Berlin",52.4904882,13.3901184,https://cevicheriastreetfood.de/,+493081492544,Tu-Su 12:00-23:00,,no
Konoba BG,restaurant,croatian,"Kaiserin-Augusta-Straße 52, 12103 Berlin",52.4601388,13.3738391,http://konoba-bg.de/,+49 30 751 31 42,"We-Mo,PH 12:00-22:00; Tu off",,limited
Hachikō,restaurant,japanese,"Grunewaldstraße 10, 10823 Berlin",52.4902121,13.3555115,https://finefingerfood.de/,,Mo-Th 12:00-22:00; Fr 12:00-22:30; Sa off; Su 16:00-22:00,,no
180° Cafe Bistro Apero,cafe,coffee_shop;cake;ice_cream,"Oderstraße 52, 12049 Berlin",52.4763678,13.4189112,,+49 178 1843537,Mo-Tu off; We-Su 11:00-19:00,,limited
Bäckerei & Konditorei Laufer,cafe,,"Heinsestraße 37, 13467 Berlin",52.6176794,13.3059217,,,"Mo-Fr 06:30-18:30; Sa 06:30-18:00; Su,PH 07:30-18:00",yes,limited
Deli-House,restaurant,chinese,"Nürnberger Straße 28, 10789 Berlin",52.5001786,13.3358384,,,12:00-23:00,,
Miss Wu,restaurant,chinese,"Königin-Luise-Straße 71, 14195 Berlin",52.4590842,13.2831876,http://www.misswu.de/,,Mo-Su 12:00-23:00,,yes
Coreana,restaurant,korean,"Albrechtstraße 7, 12165 Berlin",52.4559564,13.3239171,,,Mo-Su 12:30-20:00,,limited
Don Peppino,restaurant,pizza,,52.4560304,13.3236003,,,"PH,Mo-Su 12:00-22:30",,no
Trattoria Bella Italia,restaurant,italian,"Radickestraße 46, 12489 Berlin",52.4357196,13.5481059,,,Tu-Su 11:30-23:00,,no
Sportsbar 63,bar,,"Frankfurter Allee 61, 10247 Berlin",52.5147333,13.4665581,,,,,no
Atopia Berlin,cafe,,"Prenzlauer Allee 187, 10405 Berlin",52.5416001,13.4252032,,+49 30 29008806,Mo-Su 19:00-24:00+,,no
Starbucks,cafe,coffee_shop,,52.5195867,13.4152257,,,Mo-Sa 09:00-20:00,yes,yes
Zum Patzenhofer,bar,german,"Meinekestraße 26, 10719",52.5025098,13.3293621,,,,,no
Villa Kulinaria,restaurant,,"Mierendorffplatz 15, 10589 Berlin",52.5266022,13.3039531,https://www.villakulinaria.de/,,11:00-23:00,,
New Flame,restaurant,sushi;vietnamese,"Mierendorffplatz 15, 10589 Berlin",52.5264304,13.3039173,,,,,
45° Cocktailbar,bar,,Frankfurter Allee 250,52.5117529,13.4977017,,,,,yes
Yu,bar,,,52.512667,13.4980396,,,,,
Zazza,cafe,coffee_shop,"Schönleinstraße 7b, 10967 Berlin",52.4919822,13.4206473,https://zazza-kaffee.de/,+49 30 91517887,08:30-20:00,,no
Adria Grill,restaurant,croatian;steak_house,"Potsdamer Chaussee 36d, 14129 Berlin",52.4258277,13.2080229,,,Mo-Su 11:30-23:00,yes,
Schurkenkeller,bar,,"Christinenstraße 28, 10119 Berlin",52.5327062,13.4101937,https://www.schurkenkeller.de/,+49 176 80097965,,,no
Casalot Catering,restaurant,,,52.5712497,13.360079,,,,,
Mauercafé,cafe,,"Bernauer Straße 117, 13355 Berlin",52.5342457,13.387974,https://www.gaestehaus-lazarus-berlin.de/mauercafe-mit-blick-auf-die-berliner-mauer/mauercafe-mit-grosser-terrasse-und-blick-auf-die-berliner-mauer/,,10:00-18:00,yes,yes
Die Legende von Paula und Ben,bar,,"Gneisenaustraße 58, 10961 Berlin",52.4898866,13.4042422,,,18:00 - 02:00,,no
OASE,cafe,,"Gustav-Meyer-Allee 25, 13355 Berlin",52.5404582,13.3855242,https://www.bauinx-berlin.de/Studentischer-Bereich/OASE/,,"""Stundencafe""",,no
Miu Sushi,restaurant,sushi,"Unter den Eichen 97, 12203 Berlin",52.4457442,13.2949275,https://miu-sushi.de,+49 30 33930030,Mo-Su 12:00-23:00,,
Havana Bar & Chat,bar,,"Wollankstraße 115,  Berlin",52.5667166,13.3972566,,+49 30 49987135,Mo-Sa 19:00-02:00,,limited
Yokozuna Sushi,restaurant,sushi,"Torstraße 41, 10119 Berlin",52.5286535,13.4112251,,,"Mo-Fr 11:30-14:30,17:30-22:00; Sa 17:30-22:00; Su 15:00-22:00",,limited
Crunch Kantine,restaurant,international,"Siemensstraße 16, 10551 Berlin",52.5327889,13.3338544,,,We-Sa 12:00-17:00,,limited
Vipan,restaurant,indian,"Nikolsburger Platz 2, 10717 Berlin",52.4929328,13.3293261,,,Tu-Su 12:00-23:00,,yes
Bienennest,cafe,,,52.480298,13.439076,,,,,no
Hy,restaurant,,"Donaustraße 94, 12043 Berlin",52.4805757,13.4391538,,,,,
Cafè Mignón,cafe,italian,"Donaustraße 84, 12043 Berlin",52.479073,13.4415376,,,Mo-Fr 10:00-18:00; Sa 10:00-17:00,,no
Zeitenträumer,cafe,coffee_shop,"Fanningerstraße 55, 10365 Berlin",52.5139371,13.4998139,,,Su-Fr 13:00-18:00; Sa off,,no
GM 26,cafe,,"Gutsmuthsstraße 26, 12163 Berlin",52.4643814,13.3260177,,,Mo 15:00-00:00; Tu-Fr 12:00-01:00; Sa-Su 10:00-00:00,,no
Anton-Cafe-Bar,bar,,Berliner Allee 39,52.5485806,13.4514166,,,,,yes
7 Delikatessen,cafe,,"Deitmerstraße 7, 12163 Berlin",52.4589454,13.3254346,http://www.7delikatessen.de/,,Mo-Sa 08:00-18:00,,
Wild Tales,bar,,"Diedenhofer Straße 6, 10405 Berlin",52.5341405,13.417199,,,,,
Via Raststätte,restaurant,,"Geneststraße 5, 10829 Berlin",52.4715003,13.3654328,https://via-raststaette.de/,+49 30 7551214180,Mo-Fr 08:00-15:00,,yes
Cơm Á,restaurant,asian,,52.5003068,13.4224777,https://com-a-berlin.de/,,Fr-Sa 12:00-24:00; Su-Th 12:00-23:00,,
Pfeiffers,cafe,,,52.5005468,13.4228384,,,,,no
Roses Bar,bar,,"Oranienstraße 187, 10999 Berlin",52.5005362,13.4216423,,+49 30 6156570,,,no
Molotov Cocktail,bar,,"Oranienstraße 189, 10999 Berlin",52.5004415,13.4219521,,,,,no
Xara Beach,bar,,"Adalbertstraße 98, 10999 Berlin",52.4999219,13.4176547,,+49 177 9719970,,,no
Kremanski,cafe,international;ice_cream,"Adalbertstraße 96, 10999 Berlin",52.5000786,13.4177996,,,"Mo-Th 08:30-23:30, Fr 08:30-02:00, Sa 10:00-02:00, Su 10:00-23:00",,yes
Kantine am Friedrichshain,restaurant,german,"Am Friedrichshain 22, 10407 Berlin",52.5292538,13.4282573,http://www.kantine-am-friedrichshain.de/,,Mo-Fr 08:00-15:00,no,no
Madami (mama),restaurant,vietnamese,"Rosa-Luxemburg-Straße 3, 10178 Berlin",52.523391,13.4089464,,,12:00-23:15,no,no
Werkstatt,restaurant,regional,"6, 10829 Berlin",52.4811108,13.3553763,,,Mo-Fr 11:30-15:30,,
milja und schäfa,restaurant,,"Sonntagstraße 1, 10245 Berlin",52.5045171,13.4681336,,,"Mo-Fr 09:00-16:00; Sa,Su 09:30-17:00",,limited
Chupenga,restaurant,mexican,"Mohrenstraße 42, 10117 Berlin",52.5125016,13.3943233,,,Mo-Fr 11:30-20:00,,limited
Morgenmuffel,cafe,,"Kameruner Straße 12, 13351 Berlin",52.550019,13.3457554,,,,,
End.,bar,,"Heidenfeldstraße 11, 10249 Berlin",52.5260058,13.451437,,,Mo-Sa 18:00-23:00,,no
La Tortuga,cafe,,Koloniestraße 23,52.5583606,13.3791243,https://cafe-latortuga.de/,+4930499884912,Mo-Fr 10:00-17:00; Su 13:00-17:00,,yes
Stück vom Glück,cafe,,"Wilhelm-Kuhr-Straße 2, 13187 Berlin",52.5694221,13.3999566,,,"Mo-Tu, Th-Fr 09:00-18:00; Sa-Su 10:00-18:00",,no
IL Porto,restaurant,italian,,52.4256824,13.5276679,,,"Mo-Su,PH 11:30-23:00",,limited
Belle Alliance,cafe,,,52.4914577,13.3866204,,,,,limited
Korki's Bar,bar,,"Wilmersdorfer Straße 143, 10585 Berlin",52.5126891,13.3052701,,,"Mo-Su,PH 00:00-01:00,02:00-24:00",,yes
Zur Mieze,cafe,,"Wilmersdorfer Straße 158, 10585 Berlin",52.5158819,13.3048496,https://www.zur-mieze.de/,,Mo-Tu off; We-Su 12:30-19:00,no,no
Hank Chinaski,cafe,,"Koloniestraße 32, 13359 Berlin",52.5595707,13.3797506,,,,,yes
Berlin Tantuni,restaurant,turkish,"Hermannstraße 228, 12049 Berlin",52.4810862,13.4252513,,,Tu-Su 11:00-22:00,,yes
Mahlzeit Kreuzberg,cafe,cake;sandwich,"Alexandrinenstraße 1a, 10969 Berlin",52.4988597,13.4001174,,,Mo-Fr 10:00-15:00,,no
Zur Gartenschänke,restaurant,german,10589 Berlin,52.5284118,13.3112495,,,,,
Enjoy Bubble Tea,cafe,,"Sonntagstraße 6, 10245 Berlin",52.505292,13.4670571,,,"Mo,We-Sa 13:00-21:30; Su 13:00-19:00; PH unknown",,no
Frolic Lounge,bar,,,52.4452383,13.5735623,,,,,no
Prometeo,restaurant,italian;pizza,"Goebenstraße 3, 10783 Berlin",52.493908,13.3623479,,,"PH,Tu-Su 16:00-22:00",,yes
Basalt,bar,,"Utrechter Straße 38, 13347 Berlin",52.5506938,13.3607102,,,Tu-Su 19:00-02:00,,yes
Esswirtschaft,restaurant,canteen,"Am Studio 16, 12489 Berlin",52.4274847,13.5462618,https://www.esswirtschaft.de/standorte/am-studio/am-studio.html,,Mo-Fr 08:00-15:00,no,
Mp3 Bar,restaurant,,"Grünberger Straße 28, 10245 Berlin",52.5125102,13.4515345,,,,yes,limited
N/A,bar,,,52.5887962,13.2889889,,,,,
Saligari,bar,,"Simplonstraße 23, 10245 Berlin",52.5083035,13.4592671,,,"Tu-Fr 18:00+; Sa,Su 15:00-18:00+",,
Nguyen Kitchen,restaurant,vietnamese;asian;sushi,"Brunnenstraße 63, 13355 Berlin",52.5401175,13.3951374,https://www.nguyenkitchen.info/,+49 30 4636069,"Mo-Su,PH 12:00-22:00",,yes
Solti,restaurant,indian;nepalese;singaporean,"Roonstraße 16, 13585 Berlin",52.5411947,13.2003377,,,Mo-Su 11:30-23:00,,yes
Anthony Bacon - Burger-Restaurant,restaurant,burger,"Kladower Damm 366a, 14089 Berlin",52.4548549,13.1442024,https://www.anthonybacon.de/,+49 30 364 30 332,Mo-Th 12:00-21:00; Fr 12:00-22:00; Sa 12:30-22:00; Su 12:30-21:00,,yes
Gartenlaube,cafe,,,52.5690522,13.1955808,,,Mo-Fr 09:00-17:30; PH 11:30-17:30,,yes
Khánh Linh Quán,restaurant,vietnamese,"Neue Bahnhofstraße 8, 10245",52.5064831,13.4708158,https://www.khanh-linh-quan-berlin.de,+49 30 37446226,Tu-Fr 11:00-22:00; Sa-Su 11:30-22:00,yes,yes
Albers Restaurant,restaurant,german,Treskowallee,52.4747803,13.5245079,,,,,
Green Village,bar,,"Brunnenstraße 94, 13355 Berlin",52.545694,13.3906394,,+49 30 4636836,,,limited
passenger coffee,cafe,coffee_shop,"Elsenstraße 38, 12435 Berlin",52.4874342,13.4516916,,,Mo-Fr 07:30-17:30; Sa-Su 09:30-16:00,,yes
Minty's,cafe,bistro,"Torstraße 178, 10115 Berlin",52.528431,13.3943594,https://mintys.de/,+49 176 72410826,,,yes
Café Flora,cafe,international,"Philippstraße 13, 10115 Berlin",52.5247823,13.3828345,,,"""depending on lectures""",,yes
han west,restaurant,chinese;dumplings;fusion,"Burgsdorfstraße 7, 13353 Berlin",52.5421242,13.361363,https://www.hanwest.de/,,12:00-21:00,yes,no
Café Pilz,cafe,Levante,"Weisestraße 58, 12049 Berlin",52.4784979,13.4237818,https://cafepilz.ft.restaurant/,,Mo-We 17:00-22:00; Th-Su 12:00-22:00,,no
Saaldeck,cafe,,Karl-Marx-Allee 103a,52.5173667,13.4435436,https://www.saaldeck.de/,,Mo-Su 10:00-22:00,,limited
Bar Franzotti,bar,,"Kreuzbergstraße 71, 10965 Berlin",52.4897849,13.383376,https://www.bar-wagemut.com/,,Mo-Su 19:00-02:00,,no
Hương Quê,restaurant,vietnamese,"Wiener Straße 61, 10999 Berlin",52.4982031,13.4304359,,,11:30-23:30,,limited
Café Max,cafe,,,52.4287391,13.164943,,,,,yes
Crêpestation,restaurant,crepe,"Pappelallee 58, 10437",52.5463211,13.4177846,https://www.crepestation.de,+49 30 36447105,We-Su 12:00-18:00,,limited
N/A,restaurant,,,52.568494,13.1953369,,,,,
N/A,bar,,,52.5685413,13.1954576,,,,,no
Dolcetto,restaurant,italian,"Inselstraße 13, 10179 Berlin",52.5114052,13.4134509,http://www.dolcetto.berlin/,+493061292409,"Mo-Fr 12:00-23:00, Sa 16:00-23:00",,no
Mendy und Edeltraut,bar,,"Weserstraße 43, 12045 Berlin",52.4846681,13.4379323,,+491774445237,Tu-Sa 20:00+,,
Vapiano,restaurant,italian,"Rathausstraße 6, 10178 Berlin",52.5207437,13.4104934,,,"Su-Th,PH 11:00-22:00; Fr,Sa 11:00-23:00",,yes
LION Burger & Steak,restaurant,american;burger;chicken;diner;steak_house;international,"Warschauer Straße 82, 10243 Berlin",52.5143716,13.4538268,,,Mo-Fr 11:30-22:00; Sa-Su 12:00-22:00,,yes
Ho Lo,restaurant,indonesian,"Rankestraße 9, 10789 Berlin",52.5019968,13.3328201,,+49 30 54898063,12:00-23:00,,yes
Heimwerk,restaurant,german,"Neue Promenade 6, 10178 Berlin",52.5227979,13.4014167,,,"Mo-Th 11:30-24:00, Fr,Sa 11:30-01:00, Su 11:30-23:00",,yes
King café,bar,,,52.554105,13.3764108,,,,,
Zen,restaurant,asian,"Jägerstraße 67, 10117 Berlin",52.51385,13.3872995,,+49 170 8236626,,yes,yes
Eetcafé,bar,,Rhinower Straße 3,52.548104,13.4100854,http://www.lindacarrell.berlin,+49 30 60922350,Mo-Sa 17:00-01:00,,
JoCa,cafe,,,52.5724005,13.1955885,,,,,
Freiraum,cafe,,"Katzbachstraße 24, 10965 Berlin",52.4862364,13.376384,,,Mo-Fr 08:00-18:00; Sa-Su 09:00-18:00,,
ZOE Bar,bar,,"Große Präsidentenstraße 6-7, 10178 Berlin",52.5230679,13.4008415,https://www.amanogroup.com/de/bars/zoe-bar-berlin-mitte,,Tu-Sa 18:00+; Oct-Apr off,,yes
Köylüoglu,restaurant,turkish,,52.5547734,13.3837858,,,,,
Croatia Grill,restaurant,,"Ritterlandweg 5, 13409 Berlin",52.5607907,13.3695775,,,"Mo,We,Th 12:00-21:00; Fr,Sa 12:00-22:00; PH,Su 12:00-20:00",,
Flop Cafe,cafe,coffee_shop,"Otawistraße 11, 13351 Berlin",52.5551324,13.3411784,http://www.flopcafe-berlin.de/,,"Tu off; Mo,We,Fr 10:00-17:00; Th 10:00-18:00; Sa 10:00-15:00",,no
Classic,cafe,,"Falckensteinstraße 4, 10997 Berlin",52.4997282,13.443332,,,Mo-Fr 08:30-18:00; Sa-Su 10:00-18:00,yes,limited
Sadhu,restaurant,indian,"Falckensteinstraße 41, 10997 Berlin",52.4992486,13.4432423,,,Su-Th 12:00-24:00; Fr-Sa 12:00-01:00,,limited
Café Güneş,cafe,,"Koloniestraße 143, 13359 Berlin",52.5568941,13.3775583,,,,,limited
la fiamma,restaurant,pizza,,52.5553674,13.3835475,,,Mo-Su 06:00-16:00,,
N/A,bar,,"Bellermannstraße 97, 13357 Berlin",52.5548049,13.3845642,,,,,
Simit Dünyasi,restaurant,turkish,"Osnabrücker Straße 31, 10589 Berlin",52.52544,13.3034677,,,,,limited
Ploetz.,cafe,,"Czeminskistraße 4, 10829 Berlin",52.4873212,13.3631191,,,,,
Café LichtHaus,cafe,,"Ollenhauerstraße 99, 13403 Berlin",52.5719365,13.3304874,https://www.cafe-lichthaus.de/,,,,
L'angolo,restaurant,italian,"Badensche Straße 18, 10715 Berlin",52.4861795,13.3328403,https://ristorante-langolo.com/,+49 30 64462666,Mo-Su 12:00-23:00,,
Saphire Bar,bar,,"Bötzowstraße 31, 10407 Berlin",52.5318367,13.4340845,http://saphirebar.de/,+49 30 25562158,"Su-Th 20:00-02:00, Fr,Sa 20:00-04:00",,yes
Marsha*s,bar,,"Sredzkistraße 64, 10405 Berlin",52.5372999,13.4221763,,,,,limited
Bistro Vital,restaurant,russian,Jerusalemer Straße 26,52.5114123,13.396851,,,,,yes
Il Pane e le Rose,restaurant,italian,"Am Friedrichshain 6, 10407 Berlin",52.5294431,13.4344438,https://ilpaneelerose.foodpearl.com/,+49 30 4231916,Mo-Su 12:00-24:00,yes,no
Cobui,restaurant,vietnamese,"Friedrich-Wilhelm-Platz 4, 12161 Berlin",52.4726684,13.3275854,https://cobuiskitchen.de/,+49 30 85071478,"Mo-Fr 11:30-22:30; Sa,Su,PH 12:00-22:30",yes,limited
Kiosk Bäckerei Café,cafe,,,52.5292294,13.3002129,,,,,
Wintergarten,restaurant,,"Tauentzienstraße 21-24, 10789 Berlin",52.5015753,13.3410035,,,,,yes
IlCaffé della Peppina,cafe,ice_cream,"Samariterstraße 14, 10247",52.5176546,13.4659567,https://la-peppina.metro.bar/,+493065076483,"Mo-Fr 08:00-18:00; Sa, Su 09:00-18:00",,no
Da Dino,restaurant,italian,,52.5170099,13.4679815,,,,,no
café und bistro freysinn,cafe,,,52.5397894,13.3881318,https://freysinnberlin.wordpress.com/,+4930 68328774,Mo-Fr 08:00-16:00,,no
The Garden,restaurant,turkish,"Brunnenstraße 79, 13355",52.5433493,13.3924428,,,,,yes
Bar Sigismondo,cafe,italian,Kopenhagener Straße 6,52.5489243,13.4115196,http://www.barsigismondo.com/,+49 30 81700132,Mo-Fr 08:30-16:30; Sa 09:30-16:30,,limited
Omoni,restaurant,korean;japanese;sushi,"Kopenhagener Straße 14, 10437 Berlin",52.5490898,13.4090213,,,Tu-Su 17:00-23:00,,no
Marechiaro,restaurant,italian;pizza,"Audre-Lorde-Straße 23, 10997 Berlin",52.5033408,13.4300698,,,Tu-Fr 12:00-23:00; Sa-Su 16:00-23:00,,
The Store Kitchen,restaurant,,"Torstraße 1, 10119 Berlin",52.5275223,13.415304,,,,,no
Huong Quê,restaurant,asian;vietnamese,Weinbergsweg 27,52.5303862,13.4015681,,,,,limited
Bar Milano,bar,,,52.5312787,13.4001841,,,,,no
Restaurant Grenzfall,restaurant,regional,,52.5358077,13.3890235,https://hotel-grenzfall.de/gastronomie/restaurant-terrasse-berlin-mitte/,,Mo-Su 15:30-22:30,,yes
Restaurant & Café Haberland,restaurant,swabian,"Bayerischer Platz 0, 10779 Berlin",52.4883185,13.3402483,,,Mo-Su 11:00-23:00,,yes
Corsini,restaurant,,,52.4211089,13.1784697,https://www.corsini-deli.com/,,We-Su 11:00-19:00,,
Chekiang,restaurant,chinese,"Kaiserin-Augusta-Allee 41, 10589 Berlin",52.5259115,13.3103771,https://www.chekiang.de/,,"Mo-Fr 11:00-19:00; Sa,Su off; PH off",yes,no
HaLongBay,restaurant,,"Kaiserin-Augusta-Allee , 10589 Berlin",52.5255558,13.3102806,,,"Mo-Fr 11:00-22:00; Sa,Su 12:00-22:00",,
LUA,restaurant,vietnamese,"Schwedter Straße 269, 10119 Berlin",52.5326065,13.4120496,,,Mo-Su 11:00-23:00,yes,yes
Uwe Gläser,restaurant,german;sausage;friture,,52.5289242,13.5307833,,,,,
Panuozzo Napoletano,restaurant,pizza,"Pestalozzistraße 26, 10627 Berlin",52.5079907,13.3087526,,,,,limited
PSP Racing Club,restaurant,,Treskowallee,52.4755,13.524016,https://pferdesportpark-berlin-karlshorst.de/gastronomie/,030 50017125,,,
Lenders,restaurant,german,,52.4442402,13.5058655,,+49 30 91693540,Tu-Th 12:00-23:00; Fr 12:00-24:00; Sa 17:00-24:00; Su 12:00-18:00; Mo off,,yes
Lindeneck,bar,,,52.4451329,13.5053311,,,,,
Der Eisladen,cafe,ice_cream,"Bausdorfstraße 65, 12621 Berlin",52.5129778,13.5946089,http://der-eisladen-kaulsdorf.de/,+49 30 5647707,"Tu-Su 09:00-17:00; easter-2 days-easter,easter+49 days-easter+50 days 09:00-18:00; Dec 18-22,Dec 28-Jan 01 ""Weihnachts-/Silvester-Sonderöffnungszeiten, siehe Website""; easter+1 day,easter+51 days off; Dec 23-27 off ""Weihnachtsferien""",,limited
Lorenz Adlon Esszimer,restaurant,european,"Unter den Linden 77, 10117 Berlin",52.5159555,13.3799024,,,19:00-21:30,no,
Restaurant Quarré,restaurant,regional,"Unter den Linden 77, 10117 Berlin",52.5160887,13.3798808,http://restaurant-quarre.de,+493022611959,"12:30-15:00,18:00-22:00",no,
Schmucks Restauration,restaurant,german,"Brückenstraße 13, 10179 Berlin",52.5120297,13.4168336,,,Mo-Fr 07:00-18:00; Sa-Su 10:00-18:00,,designated
Masaniello,restaurant,italian;pizza,"Hasenheide 20, 10967 Berlin",52.4878527,13.4191762,https://befo.de/masaniello/,+49 30 6926657,Th-Tu 12:00-24:00; We off,,
Restauration Kachelsetzer,restaurant,,Chemnitzer Straße 198 - 200,52.4875641,13.5746803,https://restauration-kachelsetzer.de/,+49 30 56553443,"Mo-Th 17:00-22:00, Fr-Su 11:00-22:00",,
Pathos,restaurant,greek,"Hultschiner Damm 82, 12623 Berlin",52.4824772,13.6017837,https://pathos-berlin.de,+49 30 56587476,"Mo-Su,PH 12:00-23:00",,yes
martas Kiezkantine,restaurant,breakfast;cake;coffee_shop;german;local;tea,"Seydlitzstraße 20, 10557",52.5270272,13.3622678,https://hbf-berlin.martas.org/kiezkantine/,+49 (0)30 69033-33,"Mo-Fr 06:30-09:30, 11:45-13:45; Sa-Su 07:00-10:00",,yes
Little Green Rabbit,restaurant,,"Friedrichstraße 200, 10117 Berlin",52.5087103,13.3893856,,,Mo-Fr 08:00-20:00; Sa-Su 11:00-17:00,,yes
La femme,restaurant,,,52.5087062,13.3899448,,,,,
Julian & Elisa,restaurant,pizza;ice_cream;italian;coffee_shop,"Markgrafenstraße 41, 10117 Berlin",52.5148587,13.393238,https://julianelisa.com,+49 30 30648746,Mo-Su 10:00-22:00,,no
Café Konzerthaus,cafe,,,52.5138051,13.3917145,,,"Apr-Sep: Mo-Su,PH 09:00-24:00, Oct-Mar: Mo-Su,PH 11:00-24:00",,no
Faro,restaurant,tapas,"Schlesische Straße 14, 10997 Berlin",52.4994271,13.4447924,,,"Mo-Fr 12:00+; Sa,Su 17:00+",,no
Comedy Café Berlin,bar,,"Roseggerstraße 17, 12059 Berlin",52.480241,13.446892,https://comedycafeberlin.com/,,,,yes
Rigoletto,restaurant,italian;pizza,"Neuköllner Straße 235, 12357 Berlin",52.4274814,13.4813142,,+49 30 6611024,"Tu-Sa 13:00-21:00; PH,Su 12:00-21:00; Mo off",,no
Pane e Vino,restaurant,italian;pizza,"Stubenrauchstraße 2, 12357 Berlin",52.4257881,13.4872648,,,Tu-Fr 16:00-00:00; Sa-Su 12:00-00:00,,
Agora,restaurant,turkish,"Annenstraße 13, 10179 Berlin",52.5094535,13.4120303,http://agorarestaurant.eatbu.com,,"Tu-Fr 14:00-00:00,Sa-Su 12:30-00:00",,yes
Karabach Holzkohlegrill House,restaurant,,"Hermannstraße 198, 12049 Berlin",52.474929,13.4276143,,,11:00-01:00,yes,limited
Dürümcü Baba,restaurant,,"Hermannstraße 58, 12049 Berlin",52.4764139,13.4263796,,,"Su-Th 07:00-02:00, Fr-Sa 07:00-05:00",yes,limited
Bread&Coffee,cafe,,,52.4305547,13.3178921,,,Mo-Fr 07:00-18:00; Sa-Su 08:00-15:00; PH 08:00-15:00,yes,yes
Bistro Cena,restaurant,german;international,,52.5207083,13.3256878,https://bistro-cena.de,,Mo-Fr 10:00-16:00,,
Bistro Käfer,restaurant,,,52.5188372,13.3269384,https://bistro-kaefer.de,,Mo-Fr 10:00-16:00,,
Coco Lounge,bar,,"Grolmanstraße , 10623 Berlin",52.5081169,13.3208679,,,,,no
