name,category,cuisine,address,latitude,longitude,website,phone,opening_hours,takeaway,wheelchair_accessible,neighborhood,opening_hours_dict,district,postal_code,venue_id,district_id
Bonanza,cafe,coffee_shop,"Adalbertstraße 70, 10997",52.504183,13.420258,https://bonanzacoffee.de,,"Mo-Fr 09:00-18:00; Sa,Su 10:00-18:00",,yes,Kreuzberg,"{""Mo"": [[""09:00"", ""18:00""]], ""Tu"": [[""09:00"", ""18:00""]], ""We"": [[""09:00"", ""18:00""]], ""Th"": [[""09:00"", ""18:00""]], ""Fr"": [[""09:00"", ""18:00""]], ""Sa"": [[""10:00"", ""18:00""]], ""Su"": [[""10:00"", ""18:00""]]}",Friedrichshain-Kreuzberg,10997,V4543,11002002
Volkskammer,restaurant,german,"Straße der Pariser Kommune 18 b, 10243 Berlin",52.5111109,13.438092,https://www.volkskammer.de/,+493020687549,Tu-Sa 11:00-22:00; Su 11:00-17:00; Mo off,,limited,Friedrichshain,"{""Tu"": [[""11:00"", ""22:00""]], ""We"": [[""11:00"", ""22:00""]], ""Th"": [[""11:00"", ""22:00""]], ""Fr"": [[""11:00"", ""22:00""]], ""Sa"": [[""11:00"", ""22:00""]], ""Su"": [[""11:00"", ""17:00""]]}",Friedrichshain-Kreuzberg,10243,V4544,11002002
Stefano,restaurant,italian;pizza,"Lichtenrader Damm 46, 12305 Berlin",52.409526,13.4036178,,,Mo-Su 10:00-00:00,,limited,Lichtenrade,"{""Mo"": [[""10:00"", ""00:00""]], ""Tu"": [[""10:00"", ""00:00""]], ""We"": [[""10:00"", ""00:00""]], ""Th"": [[""10:00"", ""00:00""]], ""Fr"": [[""10:00"", ""00:00""]], ""Sa"": [[""10:00"", ""00:00""]], ""Su"": [[""10:00"", ""00:00""]]}",Tempelhof-Schöneberg,12305,V4545,11007007
Jainikos,restaurant,greek,"Jainikos, Raabestraße, Gartenheimsiedlung Grenzland, Lichtenrade, Tempelhof-Schöneberg, Berlin, Teltow, 12305, Deutschland",52.4096346,13.4035222,,,"Su-Th 14:00-22:00; Fr,Sa 14:00-23:00",,limited,Lichtenrade,"{""Fr"": [[""14:00"", ""23:00""]], ""Sa"": [[""14:00"", ""23:00""]]}",Tempelhof-Schöneberg,12305,V4546,11007007
Friedrichshagener Hofküche,restaurant,,Scharnweberstraße 2,52.4469419,13.6274176,,,"""nach Vereinbarung""",,no,Friedrichshagen,{},Treptow-Köpenick,,V4547,11009009
Currywala,restaurant,indian,"Wildenbruchstraße 88, 12045",52.4826342,13.4411407,https://www.currywala-indian-restaurant.de/,+4917684214903,Mo-Fr 11:00-23:00; Sa-Su 11:00-12:00,,no,Neukölln,"{""Mo"": [[""11:00"", ""23:00""]], ""Tu"": [[""11:00"", ""23:00""]], ""We"": [[""11:00"", ""23:00""]], ""Th"": [[""11:00"", ""23:00""]], ""Fr"": [[""11:00"", ""23:00""]], ""Sa"": [[""11:00"", ""12:00""]], ""Su"": [[""11:00"", ""12:00""]]}",Neukölln,12045,V4548,11008008
La Picá,bar,,Boxhagener Straße 48,52.5086502,13.4659312,,,,,,Friedrichshain,,Friedrichshain-Kreuzberg,,V4549,11002002
Nemo,cafe,,"Nemo, Gustav-Adolf-Straße, Weißensee, Pankow, Berlin, 13086, Deutschland",52.5516269,13.4308133,,,,,yes,Weißensee,,Pankow,13086,V4550,11003003
Gilgamesch,restaurant,arab,"Greifswalder Straße 194, 10405 Berlin",52.534967,13.4311807,,,Mo-Su 10:00-01:00,,yes,Prenzlauer Berg,"{""Mo"": [[""10:00"", ""01:00""]], ""Tu"": [[""10:00"", ""01:00""]], ""We"": [[""10:00"", ""01:00""]], ""Th"": [[""10:00"", ""01:00""]], ""Fr"": [[""10:00"", ""01:00""]], ""Sa"": [[""10:00"", ""01:00""]], ""Su"": [[""10:00"", ""01:00""]]}",Pankow,10405,V4551,11003003
KING WOK,restaurant,asian,"Märkische Allee 176-178, 12681 Berlin",52.5418377,13.5425565,,+493037433731,"Mo-Su 11:30-16:00, Mo-Su,PH 17:30-22:00",,yes,Marzahn,"{""Mo"": [[""11:30"", ""16:00""], [""Mo"", ""Su""], [""PH 17:30"", ""22:00""]], ""Tu"": [[""11:30"", ""16:00""], [""Mo"", ""Su""], [""PH 17:30"", ""22:00""]], ""We"": [[""11:30"", ""16:00""], [""Mo"", ""Su""], [""PH 17:30"", ""22:00""]], ""Th"": [[""11:30"", ""16:00""], [""Mo"", ""Su""], [""PH 17:30"", ""22:00""]], ""Fr"": [[""11:30"", ""16:00""], [""Mo"", ""Su""], [""PH 17:30"", ""22:00""]], ""Sa"": [[""11:30"", ""16:00""], [""Mo"", ""Su""], [""PH 17:30"", ""22:00""]], ""Su"": [[""11:30"", ""16:00""], [""Mo"", ""Su""], [""PH 17:30"", ""22:00""]]}",Marzahn-Hellersdorf,12681,V4552,11010010
Viola Lounge,bar,,"Viola Lounge, Luxemburger Straße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13353, Deutschland",52.5423111,13.3506804,,,,,,Wedding,,Mitte,13353,V4553,11001001
Salon Cafebar 63,cafe,,"Salon Cafebar 63, Luxemburger Straße, Sprengelkiez, Wedding, Mitte, Berlin, 13353, Deutschland",52.5461691,13.3583304,,,,,,Wedding,,Mitte,13353,V4554,11001001
Chill Zone,bar,,"Chill Zone, Schulstraße, Maxgärten, Wedding, Mitte, Berlin, 13347, Deutschland",52.5503129,13.364962,,,,,,Wedding,,Mitte,13347,V4555,11001001
Café Appetito,cafe,,"Café Appetito, Schulstraße, Maxgärten, Wedding, Mitte, Berlin, 13347, Deutschland",52.5499546,13.3643885,,,05:00-21:00,,yes,Wedding,"{""Mo"": [[""05:00"", ""21:00""]], ""Tu"": [[""05:00"", ""21:00""]], ""We"": [[""05:00"", ""21:00""]], ""Th"": [[""05:00"", ""21:00""]], ""Fr"": [[""05:00"", ""21:00""]], ""Sa"": [[""05:00"", ""21:00""]], ""Su"": [[""05:00"", ""21:00""]]}",Mitte,13347,V4556,11001001
Zorro Sushi,restaurant,,"Zorro Sushi, Luxemburger Straße, Sprengelkiez, Wedding, Mitte, Berlin, 13353, Deutschland",52.5455246,13.3582169,,,,,,Wedding,,Mitte,13353,V4557,11001001
Momenti Di Vini,cafe,italian,"Florastraße 15, 13187 Berlin",52.5655124,13.4009605,,,"Mo-Fr 15:00-23:00; PH,Sa,Su 12:00-23:00",,yes,Pankow,"{""Mo"": [[""15:00"", ""23:00""]], ""Tu"": [[""15:00"", ""23:00""]], ""We"": [[""15:00"", ""23:00""]], ""Th"": [[""15:00"", ""23:00""]], ""Fr"": [[""15:00"", ""23:00""]], ""PH"": [[""12:00"", ""23:00""]], ""Sa"": [[""12:00"", ""23:00""]], ""Su"": [[""12:00"", ""23:00""]]}",Pankow,13187,V4558,11003003
Märkische Aue,restaurant,german;regional,"Märkische Aue, Weg 3, Kleingartenanlage Märkische Aue, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland",52.500803,13.5142145,,,"Tu-Su,PH 10:00+; Mo off",,yes,Friedrichsfelde,"{""Tu"": [[""10:00"", ""late""]], ""We"": [[""10:00"", ""late""]], ""Th"": [[""10:00"", ""late""]], ""Fr"": [[""10:00"", ""late""]], ""Sa"": [[""10:00"", ""late""]], ""Su"": [[""10:00"", ""late""]], ""PH"": [[""10:00"", ""late""]]}",Lichtenberg,10319,V4559,11011011
19grams,cafe,coffee_shop,"Chausseestraße 36, 10115 Berlin",52.5331293,13.3801916,https://19grams.coffee/pages/19grams-chaussee,+493028099977,Mo-Fr 08:00-17:00; Sa-Su 09:00-17:00,yes,no,Mitte,"{""Mo"": [[""08:00"", ""17:00""]], ""Tu"": [[""08:00"", ""17:00""]], ""We"": [[""08:00"", ""17:00""]], ""Th"": [[""08:00"", ""17:00""]], ""Fr"": [[""08:00"", ""17:00""]], ""Sa"": [[""09:00"", ""17:00""]], ""Su"": [[""09:00"", ""17:00""]]}",Mitte,10115,V4560,11001001
Jahn's Biergarten,bar,,"Binzstraße 47a, 13189 Berlin",52.5638651,13.4216358,,,,,no,Pankow,,Pankow,13189,V4561,11003003
Tatli,cafe,,"Karl-Marx-Straße 208, 12055 Berlin",52.4714766,13.4411066,,,,,,Neukölln,,Neukölln,12055,V4562,11008008
Las Vegas,bar,,"Karl-Marx-Straße 215, 12055 Berlin",52.4706748,13.4416926,,,,,limited,Neukölln,,Neukölln,12055,V4563,11008008
Café Wetterstein,cafe,,"Alt-Tegel 18, 13507 Berlin",52.589048,13.2798355,https://cafe-wetterstein.de/,+493042099403,Mo-Su 9:00+,,yes,Tegel,"{""Mo"": [[""09:00"", ""late""]], ""Tu"": [[""09:00"", ""late""]], ""We"": [[""09:00"", ""late""]], ""Th"": [[""09:00"", ""late""]], ""Fr"": [[""09:00"", ""late""]], ""Sa"": [[""09:00"", ""late""]], ""Su"": [[""09:00"", ""late""]]}",Reinickendorf,13507,V4564,11012012
Companion Tea & Coffee,cafe,coffee_shop,"Weserstraße 166, 12045 Berlin",52.4833964,13.441162,,,Mo-Fr 08:00-18:00; Sa 10:00-18:00; Su 12:00-18:00,,no,Neukölln,"{""Mo"": [[""08:00"", ""18:00""]], ""Tu"": [[""08:00"", ""18:00""]], ""We"": [[""08:00"", ""18:00""]], ""Th"": [[""08:00"", ""18:00""]], ""Fr"": [[""08:00"", ""18:00""]], ""Sa"": [[""10:00"", ""18:00""]], ""Su"": [[""12:00"", ""18:00""]]}",Neukölln,12045,V4565,11008008
Le Petit Four Konditorei & Eiscafé,cafe,,"Weimarische Straße 6A, 10715 Berlin",52.4800619,13.3240302,https://le-petit-four.de/,+49(0)3030107402,Mo-Fr 07:30-18:00; Su 09:00-15:00; PH closed,yes,,Wilmersdorf,"{""Mo"": [[""07:30"", ""18:00""]], ""Tu"": [[""07:30"", ""18:00""]], ""We"": [[""07:30"", ""18:00""]], ""Th"": [[""07:30"", ""18:00""]], ""Fr"": [[""07:30"", ""18:00""]], ""Su"": [[""09:00"", ""15:00""]]}",Charlottenburg-Wilmersdorf,10715,V4566,11004004
Mainzer Coffee & more,cafe,,"Mainzer Straße 10, 10715 Berlin",52.479707,13.3256761,,+49(0)3083103912,Mo-Fr 08:00-16:00; Sa 08:00-14:00,yes,,Wilmersdorf,"{""Mo"": [[""08:00"", ""16:00""]], ""Tu"": [[""08:00"", ""16:00""]], ""We"": [[""08:00"", ""16:00""]], ""Th"": [[""08:00"", ""16:00""]], ""Fr"": [[""08:00"", ""16:00""]], ""Sa"": [[""08:00"", ""14:00""]]}",Charlottenburg-Wilmersdorf,10715,V4567,11004004
Restaurant Patrice,restaurant,french,"Mainzer Straße 17, 10715 Berlin",52.4800303,13.3267332,https://patrice-restaurant.de/,+493086314848,Mo-Fr 12:00-22:00; Sa 17:00-23:00,yes,no,Wilmersdorf,"{""Mo"": [[""12:00"", ""22:00""]], ""Tu"": [[""12:00"", ""22:00""]], ""We"": [[""12:00"", ""22:00""]], ""Th"": [[""12:00"", ""22:00""]], ""Fr"": [[""12:00"", ""22:00""]], ""Sa"": [[""17:00"", ""23:00""]]}",Charlottenburg-Wilmersdorf,10715,V4568,11004004
Café Pelmeni,cafe,,"Café Pelmeni, 104a, Kantstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10627, Deutschland",52.5065811,13.3039486,,,"Mo-Fr 10:00-22:00, Su 11:00-22:00",,,Charlottenburg,"{""Mo"": [[""10:00"", ""22:00""], [""Su 11:00"", ""22:00""]], ""Tu"": [[""10:00"", ""22:00""], [""Su 11:00"", ""22:00""]], ""We"": [[""10:00"", ""22:00""], [""Su 11:00"", ""22:00""]], ""Th"": [[""10:00"", ""22:00""], [""Su 11:00"", ""22:00""]], ""Fr"": [[""10:00"", ""22:00""], [""Su 11:00"", ""22:00""]]}",Charlottenburg-Wilmersdorf,10627,V4569,11004004
Bilionari,bar,,"Bilionari, 62, Kantstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10627, Deutschland",52.5069221,13.3043342,,,,,,Charlottenburg,,Charlottenburg-Wilmersdorf,10627,V4570,11004004
Restaurant Portofino,restaurant,italian,"Restaurant Portofino, 63, Kantstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10627, Deutschland",52.5069229,13.3042004,https://www.restaurant-portofino.de/,+49303236053,Mo-Su 12:00-23:00,,no,Charlottenburg,"{""Mo"": [[""12:00"", ""23:00""]], ""Tu"": [[""12:00"", ""23:00""]], ""We"": [[""12:00"", ""23:00""]], ""Th"": [[""12:00"", ""23:00""]], ""Fr"": [[""12:00"", ""23:00""]], ""Sa"": [[""12:00"", ""23:00""]], ""Su"": [[""12:00"", ""23:00""]]}",Charlottenburg-Wilmersdorf,10627,V4571,11004004
Marea,restaurant,italian,"Leipziger Platz 10, 10117 Berlin",52.50924,13.3796142,,,Mo-Su 11:30-23:00,,yes,Mitte,"{""Mo"": [[""11:30"", ""23:00""]], ""Tu"": [[""11:30"", ""23:00""]], ""We"": [[""11:30"", ""23:00""]], ""Th"": [[""11:30"", ""23:00""]], ""Fr"": [[""11:30"", ""23:00""]], ""Sa"": [[""11:30"", ""23:00""]], ""Su"": [[""11:30"", ""23:00""]]}",Mitte,10117,V4572,11001001
Jungbluth,restaurant,german,"Lepsiusstraße 63, 12163 Berlin",52.460344,13.3172581,https://www.jungbluth-restaurant.de/,,Tu-Fr 17:00-24:00; Sa-Su 12:00-24:00,,,Steglitz,"{""Tu"": [[""17:00"", ""00:00""]], ""We"": [[""17:00"", ""00:00""]], ""Th"": [[""17:00"", ""00:00""]], ""Fr"": [[""17:00"", ""00:00""]], ""Sa"": [[""12:00"", ""00:00""]], ""Su"": [[""12:00"", ""00:00""]]}",Steglitz-Zehlendorf,12163,V4573,11006006
chicco di caffe,cafe,,"Kaiserdamm 90, 14057 Berlin",52.5098553,13.2832082,https://www.chicco-di-caffe.de/,,,,yes,Westend,,Charlottenburg-Wilmersdorf,14057,V4574,11004004
Kater und Goldfisch,cafe,sandwich,"Exerzierstraße 1, 13357 Berlin",52.5534862,13.3764874,,,Mo-Sa 15:00-00:00,,yes,Gesundbrunnen,"{""Mo"": [[""15:00"", ""00:00""]], ""Tu"": [[""15:00"", ""00:00""]], ""We"": [[""15:00"", ""00:00""]], ""Th"": [[""15:00"", ""00:00""]], ""Fr"": [[""15:00"", ""00:00""]], ""Sa"": [[""15:00"", ""00:00""]]}",Mitte,13357,V4575,11001001
Kaffee Container,cafe,,"Kaffee Container, Philippstraße, Mitte, Berlin, 10115, Deutschland",52.5257843,13.3822169,,,Mo-Fr 07:45-16:00,only,yes,Mitte,"{""Mo"": [[""07:45"", ""16:00""]], ""Tu"": [[""07:45"", ""16:00""]], ""We"": [[""07:45"", ""16:00""]], ""Th"": [[""07:45"", ""16:00""]], ""Fr"": [[""07:45"", ""16:00""]]}",Mitte,10115,V4576,11001001
Kashana – Indische Spezialitäten,restaurant,indian,"Wilhelmstraße 35, 13593 Berlin",52.5170503,13.1796125,,,Mo-Su 11:30-22:30,,,Wilhelmstadt,"{""Mo"": [[""11:30"", ""22:30""]], ""Tu"": [[""11:30"", ""22:30""]], ""We"": [[""11:30"", ""22:30""]], ""Th"": [[""11:30"", ""22:30""]], ""Fr"": [[""11:30"", ""22:30""]], ""Sa"": [[""11:30"", ""22:30""]], ""Su"": [[""11:30"", ""22:30""]]}",Spandau,13593,V4577,11005005
Alcatraz,restaurant,mexican,"Bundesplatz 6, 10715 Berlin",52.4788803,13.3276714,http://www.alcatraz-berlin.de,+49308534654,"Mo-Th 16:00-22:00; Fr,Sa 16:00-24:00; Su 13:00-21:00",,no,Wilmersdorf,"{""Fr"": [[""16:00"", ""00:00""]], ""Sa"": [[""16:00"", ""00:00""]], ""Su"": [[""13:00"", ""21:00""]]}",Charlottenburg-Wilmersdorf,10715,V4578,11004004
Bloom's,bar,,"Detmolder Straße 61, 10715 Berlin",52.4785828,13.3253779,https://bloomsbar.de/,,Tu-Sa 18:00-24:00+,,,Wilmersdorf,"{""Tu"": [[""18:00-24:00"", ""late""]], ""We"": [[""18:00-24:00"", ""late""]], ""Th"": [[""18:00-24:00"", ""late""]], ""Fr"": [[""18:00-24:00"", ""late""]], ""Sa"": [[""18:00-24:00"", ""late""]]}",Charlottenburg-Wilmersdorf,10715,V4579,11004004
CantaMaggio,restaurant,italian,"Laubacher Straße 28, 14197 Berlin",52.4769046,13.3205594,,,,,limited,Wilmersdorf,,Charlottenburg-Wilmersdorf,14197,V4580,11004004
Tabatabar,cafe,,"Rathausstraße , 12105 Berlin",52.4427167,13.3804584,,,,,no,Mariendorf,,Tempelhof-Schöneberg,12105,V4581,11007007
Café Backshop,cafe,,"Café Backshop, Großbeerenstraße, Wohnpark Mariendorf, Mariendorf, Tempelhof-Schöneberg, Berlin, Teltow, 12107, Deutschland",52.438783,13.380017,,,,,yes,Mariendorf,,Tempelhof-Schöneberg,12107,V4582,11007007
Café Tulipes,cafe,,Kaiserstraße 6,52.4450418,13.3748899,,,,,no,Mariendorf,,Tempelhof-Schöneberg,,V4583,11007007
Papillon Musikcafé,bar,,"Prühßstraße 49, 12105 Berlin",52.4433958,13.3856223,,+493074079173,,,no,Mariendorf,,Tempelhof-Schöneberg,12105,V4584,11007007
The Visit Coffee Roastery,cafe,coffee_shop;breakfast,"Adalbertstraße 9, 10999 Berlin",52.5006694,13.419486,https://www.visit-coffee.com/,,"Mo-Fr 08:00-19:00, Sa,Su,PH 09:00-19:00",,yes,Kreuzberg,"{""Mo"": [[""08:00"", ""19:00""], [""Sa"", """"], [""Su"", """"], [""PH 09:00"", ""19:00""]], ""Tu"": [[""08:00"", ""19:00""], [""Sa"", """"], [""Su"", """"], [""PH 09:00"", ""19:00""]], ""We"": [[""08:00"", ""19:00""], [""Sa"", """"], [""Su"", """"], [""PH 09:00"", ""19:00""]], ""Th"": [[""08:00"", ""19:00""], [""Sa"", """"], [""Su"", """"], [""PH 09:00"", ""19:00""]], ""Fr"": [[""08:00"", ""19:00""], [""Sa"", """"], [""Su"", """"], [""PH 09:00"", ""19:00""]]}",Friedrichshain-Kreuzberg,10999,V4585,11002002
Coda,restaurant,,"Friedelstraße 47, 12047 Berlin",52.4899519,13.4274368,,,Tu-Sa 19:00-23:00+,,,Neukölln,"{""Tu"": [[""19:00-23:00"", ""late""]], ""We"": [[""19:00-23:00"", ""late""]], ""Th"": [[""19:00-23:00"", ""late""]], ""Fr"": [[""19:00-23:00"", ""late""]], ""Sa"": [[""19:00-23:00"", ""late""]]}",Neukölln,12047,V4586,11008008
Heli,cafe,,"Torfstraße 23, 13353 Berlin",52.5408784,13.3508029,,,,,,Wedding,,Mitte,13353,V4587,11001001
San-Franz-Isco,bar,,"Detmolder Straße 21, 10713 Berlin",52.479025,13.3190222,,,,,yes,Wilmersdorf,,Charlottenburg-Wilmersdorf,10713,V4588,11004004
The Forsberg,bar,,Gerichtstraße 26,52.5444471,13.3716585,,,Tu-Sa 18:00-24:00,,no,Gesundbrunnen,"{""Tu"": [[""18:00"", ""00:00""]], ""We"": [[""18:00"", ""00:00""]], ""Th"": [[""18:00"", ""00:00""]], ""Fr"": [[""18:00"", ""00:00""]], ""Sa"": [[""18:00"", ""00:00""]]}",Mitte,,V4589,11001001
Lacino Coffee,cafe,,"Grunewaldstraße 83, 10823 Berlin",52.48999,13.3551639,,,,,,Schöneberg,,Tempelhof-Schöneberg,10823,V4590,11007007
WaWa,restaurant,korean,"Grunewaldstraße 10, 10823 Berlin",52.4902219,13.3556219,,,We-Mo 17:00-23:00; Tu off,yes,no,Schöneberg,"{""We"": [[""17:00"", ""23:00""]], ""Th"": [[""17:00"", ""23:00""]], ""Fr"": [[""17:00"", ""23:00""]], ""Sa"": [[""17:00"", ""23:00""]], ""Su"": [[""17:00"", ""23:00""]], ""Mo"": [[""17:00"", ""23:00""]]}",Tempelhof-Schöneberg,10823,V4591,11007007
Cafe Delux,cafe,,"Potsdamer Straße 189, 10783 Berlin",52.4925932,13.3611772,,,,,,Schöneberg,,Tempelhof-Schöneberg,10783,V4592,11007007
Ong Cat,restaurant,vietnamese,"Martin-Luther-Straße 97, 10825 Berlin",52.4857761,13.3453796,https://ongcat.com/,,Mo-Su 12:00-22:00,yes,yes,Schöneberg,"{""Mo"": [[""12:00"", ""22:00""]], ""Tu"": [[""12:00"", ""22:00""]], ""We"": [[""12:00"", ""22:00""]], ""Th"": [[""12:00"", ""22:00""]], ""Fr"": [[""12:00"", ""22:00""]], ""Sa"": [[""12:00"", ""22:00""]], ""Su"": [[""12:00"", ""22:00""]]}",Tempelhof-Schöneberg,10825,V4593,11007007
Abia,cafe,,"Wilhelmstraße 76, 10117 Berlin",52.514648,13.3812369,,,,,yes,Mitte,,Mitte,10117,V4594,11001001
Dai An,restaurant,vietnamese;chinese,"Friedrichstraße 237, 10969 Berlin",52.5020083,13.3910785,,,Mo-Fr 11:30-21:00; Su 13:00-21:00; Sa off,,limited,Kreuzberg,"{""Mo"": [[""11:30"", ""21:00""]], ""Tu"": [[""11:30"", ""21:00""]], ""We"": [[""11:30"", ""21:00""]], ""Th"": [[""11:30"", ""21:00""]], ""Fr"": [[""11:30"", ""21:00""]], ""Su"": [[""13:00"", ""21:00""]]}",Friedrichshain-Kreuzberg,10969,V4595,11002002
Starbucks,cafe,coffee_shop,"Starbucks, 2, Dircksenstraße, Mitte, Berlin, 10179, Deutschland",52.5212498,13.4115986,https://www.starbucks.com/store-locator/store/1018897/bahnhof-alexanderplatz-dircksenstrasse-2-berlin-be-10179-de,,"Mo-Fr 06:00-21:00; Sa 07:00-21:00; Su,PH 08:00-21:00",yes,yes,Mitte,"{""Mo"": [[""06:00"", ""21:00""]], ""Tu"": [[""06:00"", ""21:00""]], ""We"": [[""06:00"", ""21:00""]], ""Th"": [[""06:00"", ""21:00""]], ""Fr"": [[""06:00"", ""21:00""]], ""Sa"": [[""07:00"", ""21:00""]], ""Su"": [[""08:00"", ""21:00""]], ""PH"": [[""08:00"", ""21:00""]]}",Mitte,10179,V4596,11001001
Café Tukan,cafe,,"Bayerischer Platz , 10779 Berlin",52.4884054,13.3400929,,,,,yes,Schöneberg,,Tempelhof-Schöneberg,10779,V4597,11007007
Cha For Tee,restaurant,chinese,"Friesenstraße 18, 10965 Berlin",52.4869029,13.3946515,,,Tu-Su 17:00-22:00,,limited,Kreuzberg,"{""Tu"": [[""17:00"", ""22:00""]], ""We"": [[""17:00"", ""22:00""]], ""Th"": [[""17:00"", ""22:00""]], ""Fr"": [[""17:00"", ""22:00""]], ""Sa"": [[""17:00"", ""22:00""]], ""Su"": [[""17:00"", ""22:00""]]}",Friedrichshain-Kreuzberg,10965,V4598,11002002
Blaue Stunde Tagesbar,cafe,waffle;coffee,"Oderstraße 22, 12051 Berlin",52.4708197,13.4201717,,,"Mo-Fr 14:00-18:00; Sa,Su 14:00-18:00",,,Neukölln,"{""Mo"": [[""14:00"", ""18:00""]], ""Tu"": [[""14:00"", ""18:00""]], ""We"": [[""14:00"", ""18:00""]], ""Th"": [[""14:00"", ""18:00""]], ""Fr"": [[""14:00"", ""18:00""]], ""Sa"": [[""14:00"", ""18:00""]], ""Su"": [[""14:00"", ""18:00""]]}",Neukölln,12051,V4599,11008008
Snack Corner,cafe,,"Snack Corner, Mittelallee, Brüsseler Kiez, Wedding, Mitte, Berlin, 13353, Deutschland",52.5413805,13.342387,,,Mo-Fr 07:00-15:00,,yes,Wedding,"{""Mo"": [[""07:00"", ""15:00""]], ""Tu"": [[""07:00"", ""15:00""]], ""We"": [[""07:00"", ""15:00""]], ""Th"": [[""07:00"", ""15:00""]], ""Fr"": [[""07:00"", ""15:00""]]}",Mitte,13353,V4600,11001001
LA Kalbi Haus,restaurant,korean,"Tauroggener Straße 7, 10589 Berlin",52.5241216,13.3013523,,,Tu-Su 12:00-22:00,,,Charlottenburg,"{""Tu"": [[""12:00"", ""22:00""]], ""We"": [[""12:00"", ""22:00""]], ""Th"": [[""12:00"", ""22:00""]], ""Fr"": [[""12:00"", ""22:00""]], ""Sa"": [[""12:00"", ""22:00""]], ""Su"": [[""12:00"", ""22:00""]]}",Charlottenburg-Wilmersdorf,10589,V4601,11004004
Gasthaus Müggelheim,restaurant,,Alt-Müggelheim 15,52.4120061,13.6631749,http://www.gasthaus-mueggelheim.de/,,"Tu-Su 12:00-21:00; Fr,Sa 12:00-22:00",,no,Müggelheim,"{""Tu"": [[""12:00"", ""21:00""]], ""We"": [[""12:00"", ""21:00""]], ""Th"": [[""12:00"", ""21:00""]], ""Fr"": [[""12:00"", ""21:00""], [""12:00"", ""22:00""]], ""Sa"": [[""12:00"", ""21:00""], [""12:00"", ""22:00""]], ""Su"": [[""12:00"", ""21:00""]]}",Treptow-Köpenick,,V4602,11009009
Eisdiele Müggelheim,cafe,,Odernheimer Straße 2,52.4121302,13.6634088,,,Tu-Sa 09:00-18:00; Su 13:00-18:00,,,Müggelheim,"{""Tu"": [[""09:00"", ""18:00""]], ""We"": [[""09:00"", ""18:00""]], ""Th"": [[""09:00"", ""18:00""]], ""Fr"": [[""09:00"", ""18:00""]], ""Sa"": [[""09:00"", ""18:00""]], ""Su"": [[""13:00"", ""18:00""]]}",Treptow-Köpenick,,V4603,11009009
Blessing 66,cafe,,Triftstraße 3,52.5446822,13.360672,,,,,no,Wedding,,Mitte,,V4604,11001001
Bistro Linie 68,cafe,,"Bistro Linie 68, Alt-Schmöckwitz, Schmöckwitz, Treptow-Köpenick, Berlin, 12527, Deutschland",52.375587,13.6493666,,,,,,Schmöckwitz,,Treptow-Köpenick,12527,V4605,11009009
Cafeteria,cafe,,"Gedenkstätte Berlin-Hohenschönhausen, Freienwalder Straße, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13055, Deutschland",52.542167,13.5003356,,,Mo-Su 09:00-18:00,,,Alt-Hohenschönhausen,"{""Mo"": [[""09:00"", ""18:00""]], ""Tu"": [[""09:00"", ""18:00""]], ""We"": [[""09:00"", ""18:00""]], ""Th"": [[""09:00"", ""18:00""]], ""Fr"": [[""09:00"", ""18:00""]], ""Sa"": [[""09:00"", ""18:00""]], ""Su"": [[""09:00"", ""18:00""]]}",Lichtenberg,13055,V4606,11011011
PapalaCup,cafe,,"Gotenstraße 55, 10829 Berlin",52.4798435,13.3603929,https://www.papalacup.de/,+493023399809,Tu-Su 09:00-18:00,,limited,Schöneberg,"{""Tu"": [[""09:00"", ""18:00""]], ""We"": [[""09:00"", ""18:00""]], ""Th"": [[""09:00"", ""18:00""]], ""Fr"": [[""09:00"", ""18:00""]], ""Sa"": [[""09:00"", ""18:00""]], ""Su"": [[""09:00"", ""18:00""]]}",Tempelhof-Schöneberg,10829,V4607,11007007
Osmans Töchter,restaurant,,"Pappelallee 15, 10437 Berlin",52.5430622,13.4148177,https://osmanstoechter.de,+491722744662,Tu-Sa 17:30-24:00; PH 17:00-24:00,,limited,Prenzlauer Berg,"{""Tu"": [[""17:30"", ""00:00""]], ""We"": [[""17:30"", ""00:00""]], ""Th"": [[""17:30"", ""00:00""]], ""Fr"": [[""17:30"", ""00:00""]], ""Sa"": [[""17:30"", ""00:00""]], ""PH"": [[""17:00"", ""00:00""]]}",Pankow,10437,V4608,11003003
