area_id,locality,neighborhood,year,crime_type_german,crime_type_english,category,total_number_cases,frequency_100k,population_base,severity_weight
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,22.0,306.0,,2.5
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,21.0,292.0,,1.0
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Kieztaten,Neighborhood Crimes,Public Order,190.0,2642.0,,2.0
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,107.0,1488.0,,1.5
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,2.0,28.0,,3.5
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Raub,Robbery,Violent Crime,3.0,42.0,,4.0
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,22.0,306.0,,4.5
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,2.0,28.0,,4.5
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,167.0,2322.0,,2.0
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,25.0,348.0,,2.5
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Straftaten -insgesamt-,Total Crimes,Overall,671.0,9330.0,,1.0
94015.0,Altstadt Köpenick,Treptow-Köpenick,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,4.0,56.0,,3.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Brand- stiftung,Arson,Property Crime,7.0,103.0,,4.5
94016.0,Müggelheim,Treptow-Köpenick,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,8.0,118.0,,4.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,17.0,251.0,,3.5
94016.0,Müggelheim,Treptow-Köpenick,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,11.0,162.0,,1.5
94016.0,Müggelheim,Treptow-Köpenick,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,9.0,133.0,,3.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,11.0,162.0,,2.5
94016.0,Müggelheim,Treptow-Köpenick,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,9.0,133.0,,1.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Kieztaten,Neighborhood Crimes,Public Order,49.0,723.0,,2.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,45.0,664.0,,1.5
94016.0,Müggelheim,Treptow-Köpenick,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,5.0,74.0,,3.5
94016.0,Müggelheim,Treptow-Köpenick,2019,Raub,Robbery,Violent Crime,1.0,15.0,,4.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,7.0,103.0,,4.5
94016.0,Müggelheim,Treptow-Köpenick,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,1.0,15.0,,4.5
94016.0,Müggelheim,Treptow-Köpenick,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,78.0,1151.0,,2.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,9.0,133.0,,2.5
94016.0,Müggelheim,Treptow-Köpenick,2019,Straftaten -insgesamt-,Total Crimes,Overall,258.0,3808.0,,1.0
94016.0,Müggelheim,Treptow-Köpenick,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,4.0,59.0,,3.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Brand- stiftung,Arson,Property Crime,3.0,16.0,,4.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,18.0,94.0,,4.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,130.0,681.0,,3.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,173.0,906.0,,1.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,26.0,136.0,,3.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,15.0,79.0,,2.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,48.0,251.0,,1.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Kieztaten,Neighborhood Crimes,Public Order,225.0,1178.0,,2.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,170.0,890.0,,1.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,15.0,79.0,,3.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Raub,Robbery,Violent Crime,11.0,58.0,,4.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,32.0,168.0,,4.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,6.0,31.0,,4.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,534.0,2796.0,,2.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,59.0,309.0,,2.5
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Straftaten -insgesamt-,Total Crimes,Overall,1201.0,6288.0,,1.0
95017.0,Friedrichshagen,Treptow-Köpenick,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,38.0,199.0,,3.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Brand- stiftung,Arson,Property Crime,2.0,21.0,,4.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,2.0,21.0,,4.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,40.0,421.0,,3.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,69.0,726.0,,1.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,15.0,158.0,,3.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,13.0,137.0,,2.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,20.0,211.0,,1.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Kieztaten,Neighborhood Crimes,Public Order,74.0,779.0,,2.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,79.0,832.0,,1.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,14.0,147.0,,3.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Raub,Robbery,Violent Crime,0.0,0.0,,4.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,5.0,53.0,,4.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,0.0,0.0,,4.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,232.0,2442.0,,2.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,39.0,411.0,,2.5
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Straftaten -insgesamt-,Total Crimes,Overall,545.0,5737.0,,1.0
95018.0,Rahnsdorf,Treptow-Köpenick,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,14.0,147.0,,3.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Brand- stiftung,Arson,Property Crime,2.0,17.0,,4.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,7.0,61.0,,4.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,196.0,1711.0,,3.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,141.0,1231.0,,1.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,45.0,393.0,,3.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,60.0,524.0,,2.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,35.0,306.0,,1.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Kieztaten,Neighborhood Crimes,Public Order,357.0,3117.0,,2.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,156.0,1362.0,,1.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,11.0,96.0,,3.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Raub,Robbery,Violent Crime,16.0,140.0,,4.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,58.0,506.0,,4.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,11.0,96.0,,4.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,726.0,6338.0,,2.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,68.0,594.0,,2.5
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Straftaten -insgesamt-,Total Crimes,Overall,1681.0,14676.0,,1.0
95019.0,Dammvorstadt,Treptow-Köpenick,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,20.0,175.0,,3.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Brand- stiftung,Arson,Property Crime,5.0,38.0,,4.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,12.0,92.0,,4.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,79.0,604.0,,3.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,58.0,443.0,,1.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,30.0,229.0,,3.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,14.0,107.0,,2.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,19.0,145.0,,1.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Kieztaten,Neighborhood Crimes,Public Order,176.0,1345.0,,2.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,87.0,665.0,,1.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,36.0,275.0,,3.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Raub,Robbery,Violent Crime,3.0,23.0,,4.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,24.0,183.0,,4.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,3.0,23.0,,4.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,258.0,1972.0,,2.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,52.0,397.0,,2.5
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Straftaten -insgesamt-,Total Crimes,Overall,644.0,4921.0,,1.0
95020.0,Köpenick Nord,Treptow-Köpenick,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,15.0,115.0,,3.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Brand- stiftung,Arson,Property Crime,89.0,33.0,,4.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,228.0,85.0,,4.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,2967.0,1105.0,,3.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,785.0,292.0,,1.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,906.0,337.0,,3.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,544.0,203.0,,2.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,445.0,166.0,,1.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Kieztaten,Neighborhood Crimes,Public Order,5934.0,2210.0,,2.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,2656.0,989.0,,1.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,331.0,123.0,,3.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,Raub,Robbery,Violent Crime,239.0,89.0,,4.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,588.0,219.0,,4.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,153.0,57.0,,4.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,8605.0,3204.0,,2.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,1379.0,514.0,,2.5
100000.0,Marzahn-Hellersdorf,Mitte,2019,Straftaten -insgesamt-,Total Crimes,Overall,23457.0,8735.0,,1.0
100000.0,Marzahn-Hellersdorf,Mitte,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,598.0,223.0,,3.0
101001.0,Marzahn Nord,Mitte,2019,Brand- stiftung,Arson,Property Crime,9.0,37.0,,4.5
101001.0,Marzahn Nord,Mitte,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,27.0,112.0,,4.0
101001.0,Marzahn Nord,Mitte,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,403.0,1667.0,,3.5
101001.0,Marzahn Nord,Mitte,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,53.0,219.0,,1.5
101001.0,Marzahn Nord,Mitte,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,103.0,426.0,,3.0
101001.0,Marzahn Nord,Mitte,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,53.0,219.0,,2.5
101001.0,Marzahn Nord,Mitte,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,78.0,323.0,,1.0
101001.0,Marzahn Nord,Mitte,2019,Kieztaten,Neighborhood Crimes,Public Order,678.0,2804.0,,2.0
101001.0,Marzahn Nord,Mitte,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,303.0,1253.0,,1.5
101001.0,Marzahn Nord,Mitte,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,17.0,70.0,,3.5
101001.0,Marzahn Nord,Mitte,2019,Raub,Robbery,Violent Crime,28.0,116.0,,4.0
101001.0,Marzahn Nord,Mitte,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,70.0,289.0,,4.5
101001.0,Marzahn Nord,Mitte,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,17.0,70.0,,4.5
101001.0,Marzahn Nord,Mitte,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,547.0,2262.0,,2.0
101001.0,Marzahn Nord,Mitte,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,70.0,289.0,,2.5
101001.0,Marzahn Nord,Mitte,2019,Straftaten -insgesamt-,Total Crimes,Overall,2096.0,8668.0,,1.0
101001.0,Marzahn Nord,Mitte,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,54.0,223.0,,3.0
101002.0,Marzahn Mitte,Mitte,2019,Brand- stiftung,Arson,Property Crime,17.0,35.0,,4.5
101002.0,Marzahn Mitte,Mitte,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,49.0,101.0,,4.0
101002.0,Marzahn Mitte,Mitte,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,697.0,1443.0,,3.5
101002.0,Marzahn Mitte,Mitte,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,65.0,135.0,,1.5
101002.0,Marzahn Mitte,Mitte,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,190.0,393.0,,3.0
101002.0,Marzahn Mitte,Mitte,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,130.0,269.0,,2.5
101002.0,Marzahn Mitte,Mitte,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,65.0,135.0,,1.0
101002.0,Marzahn Mitte,Mitte,2019,Kieztaten,Neighborhood Crimes,Public Order,1251.0,2590.0,,2.0
101002.0,Marzahn Mitte,Mitte,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,496.0,1027.0,,1.5
101002.0,Marzahn Mitte,Mitte,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,22.0,46.0,,3.5
101002.0,Marzahn Mitte,Mitte,2019,Raub,Robbery,Violent Crime,52.0,108.0,,4.0
101002.0,Marzahn Mitte,Mitte,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,167.0,346.0,,4.5
101002.0,Marzahn Mitte,Mitte,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,38.0,79.0,,4.5
101002.0,Marzahn Mitte,Mitte,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,1695.0,3510.0,,2.0
101002.0,Marzahn Mitte,Mitte,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,325.0,673.0,,2.5
101002.0,Marzahn Mitte,Mitte,2019,Straftaten -insgesamt-,Total Crimes,Overall,4615.0,9556.0,,1.0
101002.0,Marzahn Mitte,Mitte,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,144.0,298.0,,3.0
101003.0,Marzahn Süd,Mitte,2019,Brand- stiftung,Arson,Property Crime,6.0,16.0,,4.5
101003.0,Marzahn Süd,Mitte,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,11.0,28.0,,4.0
101003.0,Marzahn Süd,Mitte,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,392.0,1014.0,,3.5
101003.0,Marzahn Süd,Mitte,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,100.0,259.0,,1.5
101003.0,Marzahn Süd,Mitte,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,118.0,305.0,,3.0
101003.0,Marzahn Süd,Mitte,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,70.0,181.0,,2.5
101003.0,Marzahn Süd,Mitte,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,20.0,52.0,,1.0
101003.0,Marzahn Süd,Mitte,2019,Kieztaten,Neighborhood Crimes,Public Order,812.0,2100.0,,2.0
101003.0,Marzahn Süd,Mitte,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,313.0,810.0,,1.5
101003.0,Marzahn Süd,Mitte,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,45.0,116.0,,3.5
101003.0,Marzahn Süd,Mitte,2019,Raub,Robbery,Violent Crime,33.0,85.0,,4.0
101003.0,Marzahn Süd,Mitte,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,85.0,220.0,,4.5
101003.0,Marzahn Süd,Mitte,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,19.0,49.0,,4.5
101003.0,Marzahn Süd,Mitte,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,1500.0,3880.0,,2.0
101003.0,Marzahn Süd,Mitte,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,329.0,851.0,,2.5
101003.0,Marzahn Süd,Mitte,2019,Straftaten -insgesamt-,Total Crimes,Overall,3652.0,9446.0,,1.0
101003.0,Marzahn Süd,Mitte,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,152.0,393.0,,3.0
102004.0,Hellersdorf Nord,Mitte,2019,Brand- stiftung,Arson,Property Crime,23.0,63.0,,4.5
102004.0,Hellersdorf Nord,Mitte,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,50.0,138.0,,4.0
102004.0,Hellersdorf Nord,Mitte,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,527.0,1453.0,,3.5
102004.0,Hellersdorf Nord,Mitte,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,92.0,254.0,,1.5
102004.0,Hellersdorf Nord,Mitte,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,167.0,461.0,,3.0
102004.0,Hellersdorf Nord,Mitte,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,110.0,303.0,,2.5
102004.0,Hellersdorf Nord,Mitte,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,61.0,168.0,,1.0
102004.0,Hellersdorf Nord,Mitte,2019,Kieztaten,Neighborhood Crimes,Public Order,1291.0,3561.0,,2.0
102004.0,Hellersdorf Nord,Mitte,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,512.0,1412.0,,1.5
102004.0,Hellersdorf Nord,Mitte,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,29.0,80.0,,3.5
102004.0,Hellersdorf Nord,Mitte,2019,Raub,Robbery,Violent Crime,43.0,119.0,,4.0
102004.0,Hellersdorf Nord,Mitte,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,88.0,243.0,,4.5
102004.0,Hellersdorf Nord,Mitte,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,25.0,69.0,,4.5
102004.0,Hellersdorf Nord,Mitte,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,1580.0,4358.0,,2.0
102004.0,Hellersdorf Nord,Mitte,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,167.0,461.0,,2.5
102004.0,Hellersdorf Nord,Mitte,2019,Straftaten -insgesamt-,Total Crimes,Overall,4019.0,11084.0,,1.0
102004.0,Hellersdorf Nord,Mitte,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,60.0,165.0,,3.0
102005.0,Hellersdorf Ost,Mitte,2019,Brand- stiftung,Arson,Property Crime,9.0,43.0,,4.5
102005.0,Hellersdorf Ost,Mitte,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,30.0,145.0,,4.0
102005.0,Hellersdorf Ost,Mitte,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,243.0,1171.0,,3.5
102005.0,Hellersdorf Ost,Mitte,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,75.0,362.0,,1.5
102005.0,Hellersdorf Ost,Mitte,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,81.0,390.0,,3.0
102005.0,Hellersdorf Ost,Mitte,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,41.0,198.0,,2.5
102005.0,Hellersdorf Ost,Mitte,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,30.0,145.0,,1.0
102005.0,Hellersdorf Ost,Mitte,2019,Kieztaten,Neighborhood Crimes,Public Order,535.0,2579.0,,2.0
102005.0,Hellersdorf Ost,Mitte,2019,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,185.0,892.0,,1.5
102005.0,Hellersdorf Ost,Mitte,2019,Wohnraum- einbruch,Residential Burglary,Property Crime,10.0,48.0,,3.5
102005.0,Hellersdorf Ost,Mitte,2019,Raub,Robbery,Violent Crime,27.0,130.0,,4.0
102005.0,Hellersdorf Ost,Mitte,2019,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,49.0,236.0,,4.5
102005.0,Hellersdorf Ost,Mitte,2019,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,18.0,87.0,,4.5
102005.0,Hellersdorf Ost,Mitte,2019,Diebstahl -insgesamt-,Theft Total,Property Crime,538.0,2594.0,,2.0
102005.0,Hellersdorf Ost,Mitte,2019,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,78.0,376.0,,2.5
102005.0,Hellersdorf Ost,Mitte,2019,Straftaten -insgesamt-,Total Crimes,Overall,1615.0,7786.0,,1.0
102005.0,Hellersdorf Ost,Mitte,2019,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,38.0,183.0,,3.0
102006.0,Hellersdorf Süd,Mitte,2019,Brand- stiftung,Arson,Property Crime,7.0,28.0,,4.5
102006.0,Hellersdorf Süd,Mitte,2019,Branddelikte -insgesamt-,Arson Total,Property Crime,21.0,85.0,,4.0
102006.0,Hellersdorf Süd,Mitte,2019,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,261.0,1052.0,,3.5
102006.0,Hellersdorf Süd,Mitte,2019,Fahrrad- diebstahl,Bicycle Theft,Property Crime,52.0,210.0,,1.5
102006.0,Hellersdorf Süd,Mitte,2019,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,80.0,322.0,,3.0
102006.0,Hellersdorf Süd,Mitte,2019,Rauschgift-delikte,Drug Crimes,Drug Offense,44.0,177.0,,2.5
102006.0,Hellersdorf Süd,Mitte,2019,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,79.0,318.0,,1.0
