osm_type,osm_id,name,addr_street,addr_housenumber,addr_postcode,addr_city,opening_hours,wheelchair,phone,email,website,lat,lon
node,5730290890,David Stolyar,,,,,,,,,,52.5091371,13.2980435
node,5743052727,Zahnarztpraxis Dr. Stephan,Bismarckallee,23,14193,Berlin,,,,,,52.4889142,13.278082
node,5818003958,Dr. med. dent. Karin Rieger,Alt-Friedrichsfelde,2,10315,Berlin,"Mo 12:00-18:30; Tu,Th 08:00-12:00,14:00-18:30; We 08:00-13:00",limited,+49304004515,,https://www.zahnarzt-dr-karin-rieger-berlin.de,52.5104756,13.50524
node,5859059958,MVZ Zahnärzte,,,,,Mo-Th 09:00-18:30; Fr 09:00-15:00,yes,+49 30 4932050,,https://zahnzentrum-in-berlin.de/,52.5517428,13.3833687
node,5890350141,Martin Paetz und Partner,Gotthardstraße,27,13407,Berlin,"Mo 09:00-13:00,14:00-20:00; Tu 08:00-15:00; We 08:00-13:00,14:00-18:00; Th 12:00-20:00",,,,,52.5665915,13.3461454
node,5893926308,Dr. Michael Hopp,,,,,"Mo 08:00-17:00; Tu,Th 08:00-20:00; We,Fr 08:00-14:00",,,,,52.4281705,13.3269189
node,6009834091,PearlDent,Kantstraße,58,,Berlin,Mo-Fr 08:00-20:00,,,,,52.5069394,13.3056309
node,6029312755,Zahnarztpraxis Stefan Hölck,,,,,"Mo,Th 13:00-19:00; Tu,We 08:00-14:00; Fr open ""nach Vereinbarung""",yes,+49 30 5348695,,,52.4938975,13.4600538
node,6029694393,Zahnarzt Mario Fosca,,,,,"Mo,Th,Fr 08:00-14:00; Tu,We 13:00-19:00",,+49 30 5348695,,,52.4938953,13.4599334
node,6046293838,Ingo Ziemann,Florastraße,44,13187,Berlin,"Mo 08:00-13:00,14:00-19:30; Tu 08:00-13:00,14:00-18:00; We 08:00-14:00; Th 08:00-13:00,14:00-19:00; Fr 08:00-13:00; Sa 09:00-12:00",yes,+49 30 4858175,,,52.5662363,13.409438
node,6073190196,TeethTerminal,Am Rudolfplatz,6,10245,Berlin,"Mo,We 08:00-14:00; Tu,Th 12:00-19:00; Fr 09:00-13:30",,+49 30 2910953,rezeption@teethterminal.com,https://www.teethterminal.com/,52.5023414,13.4564904
node,6088929411,Mundpropaganda,Christburger Straße,37,10405,Berlin,"Mo-Th 08:00-20:00; Fr 08:00-14:30; Sa,Su off",no,+4930519999530,,https://mundpropaganda.de/,52.5359247,13.426974
node,6103392635,Dr. Kunze,Pasewalker Straße,8,13347,Berlin,"Mo-Th 09:00-12:00,14:00-18:00; Fr 09:00-12:00",yes,+49 30 4552288,,https://www.zahnarztpraxis-drkunze.de/,52.5450138,13.3677187
node,6124771660,Zahnarztpraxis Dr.Franke,,,,,"Mo,Tu 08:00-20:00; We 08:00-14:00; Th 11:00-19:00; PH off",yes,+49 30 42020440,info@zahnarztpraxis-franke.berlin,http://www.zahnarztpraxis-franke.berlin,52.5161783,13.4728475
node,6126717440,Astrid Richter,Zingster Straße,1,,,,yes,,,,52.563543,13.5038732
node,6171060482,Zahnarztpraxis Henrike Venus,,,,,,,+49 30 508 11 71,,,52.478874,13.5243121
node,6176650519,Dr. med. dent. Julia Hauschildt,,,,,"Mo-Fr 09:00-12:30; Mo-Tu,Th-Fr 14:30-18:00; Sa 09:00-17:00",no,+49 30 4911950,,https://www.zahnarzt-hauschildt.de,52.5685501,13.3792441
node,6187634244,Löger,Thaerstraße,30 B,10249,Berlin,"Mo,Th 09:00-14:00; Tu 08:00-14:00; We 10:00-19:00; Fr 08:00-13:00",,+49 1590 6150753,,,52.5241027,13.4568404
node,6191833420,United Dentists,Skalitzer Straße,137,10999,Berlin,Mo-Fr 09:00-19:00,no,+49 30 69005528,,,52.4995876,13.4182751
node,6208567231,Dipl.-Stom. Georgij Jakovenko,,,,,"Mo 12:00-20:00, Tu,We 08:00-20:00, Th 08:00-16:00 || ""nach Vereinbarung""; PH off",no,+49 30 51588580,,,52.4977285,13.5097608
node,6208567233,Andre Kociok,,,,,"Mo 08:00-16:00; Tu 11:00-19:00; We 08:00-16:00; Th 11:00-19:00; Fr ""nach Vereinbarung""; PH off",yes,+49 30 51060060,,,52.4980073,13.5098763
node,6208567234,Dr. Olivia Schallmayer,,,,,"Mo 08:00-15:00; Tu 08:00-12:00,14:00-19:00; We 08:00-14:00; Th 11:00-19:00; Fr-Su,PH off",yes,+49 30 5122157,info@zahnarztpraxis-schallmayer.de,https://zahnarztpraxis-schallmayer.de/,52.4992037,13.507033
node,6215988101,High-End Dent,Platz vor dem Neuen Tor,5,10115,Berlin,Mo-Th 08:00-19:00; Fr 08:00-12:00,no,,,https://highend-dent.de,52.5287198,13.3778399
node,6228367329,United Dentists,Residenzstraße,115,,,Mo-Fr 09:00-19:00,limited,+49 309395071213,,,52.5649616,13.3640353
node,6239959886,Massimo Micalef,Stargarder Straße,18,10437,Berlin,Mo-Th 08:00-19:00; Fr 08:00-15:00,,,,https://www.zahnarzt-micalef.de/,52.5459398,13.419182
node,6283884488,Den-Tina,,,,,,,,,,52.4487096,13.3534866
node,6285561786,Zahnarztpraxis Dr. Fleck,Müllerstraße,91,,,"Mo,Tu,Th 08:30-12:00,14:00-18:00; Fr 08:30-14:00",,+49 304524690,,,52.5603333,13.3340759
node,6296200321,Dr. Gabriela Uhlmann,Neuköllner Straße,292,,,"Mo-Fr 08:00-14:00, Tu,Th 13:00-20:00, Mo,We 13:00-19:00",,+49 30 28836837,,,52.4228595,13.4865025
node,6300989303,Marec Stürtz,Winsstraße,10,10405,Berlin,"Mo,We,Fr 08:00-13:00, Tu,Th 14:00-19:00, We,Fr 14:00-17:00, Tu,Th 09:00-13:00, Mo 14:00-20:00",limited,+49 30 473779510,,https://www.doctolib.de/zahnmedizin/berlin/marec-stuertz,52.5325806,13.424351
node,6339449283,froben 11 Zahnarztpraxis,Frobenstraße,11,10783,Berlin,"""nach Vereinbarung""",no,+49 (0)30 2164205,,https://www.froben11.de/,52.4965616,13.3586882
node,6354886220,Die Zahnarztpraxis,Jagowstraße,24,10555,Berlin,"Mo,Tu,Th 08:00-19:00; We 08:00-18:00,08:00-14:00",,,,,52.5242629,13.3343389
node,6370899577,Zahnarztpraxis Breitenbachplatz,Breitenbachplatz,21,14195,Berlin,Mo-Th 08:00-20:00; Fr 08:00-14:00,,,,https://zahnarztpraxis-breitenbachplatz.de/,52.4660155,13.3076324
node,6371252644,Zahnarztpraxis Dipl.-Stom. Ines Bergmann,Warnitzer Straße,28,13057,Berlin,"Mo 08:00-16:00; Tu 11:00-19:00; We 08:00-12:00; Th 11:00-19:00; Fr ""by appointment""",,+49 30 9290221,,http://www.zahnarztpraxis-bergmann.de/,52.566684,13.5167866
node,6388933464,Zahnarztpraxis Q117,,,,,Mo-Fr 09:00-19:00,,,,,52.4972488,13.2895799
node,6403074325,Zahnärzte am Breslauer Platz,Lauterstraße,17-18,12159,Berlin,Mo-Th 08:00-19:00; Fr 08:00-15:00,,+49 30 609836868,,https://www.zahnarztfriedenau.de/,52.4717903,13.3349781
node,6403150187,Martin Kretschmar,,,,,Mo-Th 08:00-19:00; Fr 08:00-14:00,,+493044714895,,https://www.kretschmar-dent.de/,52.5526104,13.4061512
node,6404662492,Juphia Zahnmedizin,Savignyplatz,6,,Berlin,Mo-Fr 08:00-20:00,limited,03092400590,,http://www.juphia.de,52.5065667,13.3222177
node,6409345453,Zahnarztpraxis am Askanischen Platz,Askanischer Platz,1,10963,,"Mo 08:00-13:00; Tu 14:00-20:00; We 08:00-13:00,14:00-16:00; Th 14:00-20:00",yes,+49 30 2542060,,https://www.zahn-med.de/,52.5048735,13.3811437
node,6419453960,Dipl.-Med. B. Spuhle,Teterower Ring,41,12619,Berlin,"Mo 12:00-17:00, Tu,Fr 08:00-12:00, Tu 13:00-15:00, We 07:30-12:00, Th 11:00-13:00,14:00-18:00; PH off",,+49 30 5622029,,,52.5218512,13.5864362
node,6419453961,Dr. med. dent. Beate Viol,Teterower Ring,41,12619,Berlin,Mo 08:00-15:00; Tu 08:00-18:00; We 12:00-18:00; Th 12:00-18:00; Fr 08:00-12:00,,+49 30 5622169,,,52.5219921,13.5863687
node,6458743490,Simon Bass,Wittelsbacherstraße,19,10707,Berlin,"Mo 09:00-17:00; Tu,Th 12:00-19:00; We 09:00-15:00; Fr 09:00-13:00",,+49 30 791 32 21,,https://www.zahnarztpraxis-simon-bass.de/,52.4954516,13.3089556
node,6480580927,Zahnarztpraxis Alpha Mitte,Chausseestraße,105,10115,Berlin,,yes,,,,52.5317843,13.3812765
node,6481555288,,,,,,,,,,,52.5285336,13.2087918
node,6504408010,Dr. med. Ch. Röhnert,Seelower Straße,9,10439,Berlin,"Mo-Tu 08:00-15:00, We-Th 11:00-19:00, Fr 08:00-12:00",,+49 30 4458655,info@zahnarztprenzlauerberg.de,https://www.zahnarztprenzlauerberg.de/,52.5520266,13.4108073
node,6509362916,Regina Marx,Bänschstraße,58,10247,Berlin,Mo-Th 08:00-19:00; Fr 08:00-14:00,no,+49 30 41728911,,,52.5176626,13.4663324
node,6516579586,Zahnarztpraxis Münstermann,,,,,"Mo,Th 09:00-14:00,15:00-19:00; Tu 09:00-14:00,15:00-20:00; We,Fr 08:00-14:00",,,,,52.589545,13.2880194
node,6612961270,Zahnarztpraxis Kreuzkölln,Mainzer Straße,13,12053,Berlin,"Mo,Tu,Th 09:00-18:00; We 09:00-15:00; Fr 09:00-13:00",limited,+49 30 6211039,info@zahn-kreuzkoelln.de,https://zahn-kreuzkoelln.de/,52.4828334,13.4272385
node,6652785315,Dr. Waldemar Goldin,Oberhofer Weg,2,12209,Berlin,"Mo 08:00-12:00,14:00-18:00; Tu,Th 08:00-20:00; We,Fr 08:00-16:00",yes,+49307723094/95,zahnarztgoldin@aol.com,https://www.zahnarztgoldin.de,52.4273347,13.3262748
node,6656951434,Zahnarztpraxis Brünau,,,,,"Mo 13:00-19:00; Tu 09:00-13:00,15:00-18:00; We 09:00-13:00; Th 12:00-18:00; Fr 09:00-12:00",,,,,52.5183878,13.2899174
node,6657466887,Maczey,,,,,"Mo,Tu 09:00-13:00, Fr 09:00-12:00, Th 13:00-18:00, We 14:00-18:00, Mo 16:00-18:00",,,,,52.5615403,13.364409
node,6670658708,Zahnärzte in Friedrichshain,Frankfurter Allee,9,10247,Berlin,"Mo,Tu,Th 09:00-19:00; We 08:00-19:00; Fr 08:00-14:00",yes,+49 30 4225895,,https://www.zahnarzt-in-friedrichshain.de/,52.5161083,13.4567344
node,6674312441,Dr. med. dent. Alexander T. Simeon,,,,,"Mo 08:00-13:00,14:00-19:00; Th 09:00-13:00,14:00-18:00; Tu 09:00-12:00,14:00-18:00; We 09:00-18:00; Fr 08:00-13:00",,+49 30 45606426,,,52.5502372,13.3529351
node,6674312443,Kostyantyn Shelkov,,,,,"Mo,Tu,Th 11:00-18:00; We,Fr 09:00-13:30",,+49 30 4533025,,,52.5498827,13.3524465
node,6674312444,Kaliakra Bruske,,,,,"Mo-Tu,Th 09:00-12:00,14:30-18:00; We,Fr 09:00-12:00",,+49 30 4533166,,,52.5498025,13.3526336
node,6681304919,Faruk Yashar & Kollegen,Oppelner Straße,46-47,,,Mo-Th 09:00-19:00; Fr 09:00-14:00,,+49 30 6126863,,https://zahnarztpraxis-friedrichshain-kreuzberg.de/,52.5001329,13.4414402
node,6694854107,Zahnarztpraxis,Mellenseestraße,24,10319,Berlin,Mo 08:00-14:00; Tu 13:00-19:00; We 08:00-12:00; Th 13:30-19:00,no,+49 30 51009314,mail@zahnarztpraxisfalk.de,https://www.zahnarztpraxisfalk.de/,52.4937407,13.5115501
node,6702453596,Dr. med. dent. Johannes Zielasko,Ferdinandstraße,25,12209,Berlin,"Mo,We,Th 08:30-12:00; Mo,Tu,Th 15:00-19:00; Tu 09:00-12:00; Fr 08:00-12:00",,+49 30 7725003,,https://dr-zielasko.de/,52.4262736,13.3295649
node,6703425592,Zahnarzt Moabit,Stromstraße,64,10555,Berlin,"Mo-Th 09:00-19:00, Fr 09:00-16:00",no,+49303915005,,https://www.zahnarzt-moabit.de/,52.5251841,13.3424673
node,6710543735,Dipl.-Stom. Christine Barz,Falkenberger Straße,27,13088,Berlin,"Mo, Tu, We 09:00-18:00; Th 08:00-13:00; PH off",yes,+49 30 9269475,post@za-barz.de,https://www.za-barz.de/,52.555079,13.4754654
node,6721252983,Zahnärztin Christiane Wehnert,Adele-Sandrock-Straße,113,12627,Berlin,"Mo,Fr 08:00-12:00, Tu 08:00-16:00, We,Th 11:00-19:00; PH off",,+49 30 9915163,,,52.536928,13.6199665
node,6724790486,Dr. med. A. Uebel,Eduardstraße,18,,,Mo 08:00-16:00; Tu 08:00-15:00; Th 12:00-20:00; Fr 08:00-14:00,no,+49305104117,,,52.5051486,13.4934898
node,6727913393,Zahnarztpraxis Talesnik,Flughafenstraße,76,12049,Berlin,"Mo,Tu,Th 09:00-12:00,14:30-18:30; We 09:00-12:00,14:30-20:30; Fr 09:00-12:00 ""nach Vereinbarung""; Sa,Su,PH off",no,+49 30 6214086,,http://www.zahnarztpraxis-talesnik.de/,52.4806235,13.4224605
node,6738634363,Dr. Paul Held,Tempelhofer Damm,178,12099,Berlin,"Mo,We,Th 10:00-12:00,13:15-17:30; Tu 10:00-12:00,13:15-19:30 || ""und nach Vereinbarung""",,+49 30 7516019,,http://www.kfo-held.de/,52.4613699,13.3846378
node,6764573665,Dr. Sandra G. Ammar,Lankwitzer Straße,9,12209,Berlin,"Mo,Tu,Th 09:00-13:00,14:00-18:00",no,+49 30 70082772,,,52.4292553,13.3312356
node,6775428889,Zahnarztpraxis eDent,,,,,"Mo 09:00-18:00; Tu 09:00-20:00; We,Fr 09:00-14:00; Th 09:00-19:00; Sa,Su,PH off",,+49 30 6213087,eDent.berlin@gmail.com,,52.4800738,13.4262804
node,6915035485,Claudia Ruppert-Münnich,,,,,"Mo 08:00-18:00; Tu 08:00-14:00; We,Fr 08:00-12:00; Th 08:00-18:00; PH off",,,,,52.3868681,13.4018743
node,6917396184,Dörfer Kieferorthopädie,Tauentzienstraße,5,10789,Berlin,Mo-Th 12:00-19:00,,+49 30 54 71 67 400,praxis-tauentzien@dr-doerfer.de,https://www.dr-doerfer.de/,52.5028885,13.3408758
node,7025879203,Marco Michael,Danziger Straße,141,10407,Berlin,Mo 11:00-18:00; Tu 08:00-16:00; We 08:00-15:00; Th 11:00-19:00; Fr 08:00-14:00,limited,,,https://zahnarztdanziger141.de/,52.5349653,13.4363122
node,7025879210,Zahnarzt Erich Meißner,Danziger Straße,153,10407,Berlin,,,,,https://zahnarzt-prenzlauerberg.com/,52.5341702,13.4379755
node,7069825872,Zahnärzte,Hufelandstraße,14,,Berlin,Mo-Th 08:00-19:00; Fr 08:00-13:00,limited,,,,52.5321207,13.4310972
node,7069855807,Zahnarzt Carsten Becker,Bötzowstraße,30,10407,Berlin,"Mo,Tu 09:30-12:00,13:00-18:00; We 09:30-14:00; Th 15:00-17:00,07:00-12:00,13:00-16:00; Fr 07:00-12:30",limited,,,,52.5316693,13.4343918
node,7076940677,Zahnärzte am Nordbahnhof,Schlegelstraße,14,10115,Berlin,Mo-Fr 08:00-19:00,limited,+49 30 2826003,info@zahnaerzte-nordbahnhof.de,https://www.zahnärzte-nordbahnhof.de/,52.5304295,13.3882262
node,7077103550,Zahnärzte im Gesundheitszentrum,Rummelsburger Straße,13,10315,Berlin,Mo-Th 08:00-19:00; Fr 08:00-13:00,yes,+49 30 51069507,kontakt@za-gesundheitszentrum.de,https://za-sana.de/,52.5041525,13.5119057
node,7095755745,Zahnarzt René Zabel,Pasteurstraße,3,10407,Berlin,"Mo 08:00-12:00,15:00-19:00; Tu,Th 12:00-19:00; We,Fr 08:00-14:00",limited,,,,52.5343865,13.4318441
node,7148689080,Zahnärzte Brunotte,Bundesallee,126,12161,Berlin,"Mo-Th 09:00-14:00,15:00-19:00; We,Fr 09:00-14:00",no,+49 30 8512016,mail@zahn-mediziner.de,https://www.zahnarztpraxis-berlin-friedenau.de/,52.4700534,13.3287069
node,7160347385,Zahnarztpraxis Wenzel & Vandré,,,10707,,"Mo,Th 09:00-20:00; Tu 08:00-17:00; We 08:00-14:00; Fr 08:00-14:00",,+49 30 8813075,info@wenzel-vandre.de,https://wenzel-vandre.de/,52.4978948,13.3143943
node,7161466780,Dr. Thomas Badke & Partner,,,,,,,+49 30 9799522 0,rezeption@familienpraxis.berlin,https://familienpraxis.berlin/,52.5396877,13.5056661
node,7186526975,about:dents,Greifswalder Straße,122,10409,Berlin,"Mo,Tu,We, Th 08:00-20:000; Fr 08:00-14:00",,+49 30 4217041,,,52.5454194,13.4475608
node,7233554308,Zahnarztpraxis Breyer - Jonscher,Greifswalder Straße,165,10409,Berlin,"Mo,Th 09:00-14:30; Tu,We 12:00-19:00",limited,+49 30-4246529,,https://www.breyer-jonscher-zahnarztpraxis.de/,52.5421788,13.4395002
node,7235107559,Zahnarzt Katzorke,Simon-Dach-Straße,3,10245,Berlin,"Mo,Tu,Fr 08:00-13:00; We,Th 12:00-18:00",,,,,52.5124063,13.4571396
node,7238653682,Christina Klein,Kienitzer Straße,20,12053,Berlin,,,+49 30 6872280,,https://www.zahnarztpraxisberlin.de/christina-klein-zahnarztpraxis,52.4773458,13.4358118
node,7239146475,Zahnarztpraxis Gundi Haase,Friedelstraße,24,12047,Berlin,"Mo, We, Fr 10:00-16:00; Tu, Th 10:00-18:00",,+493062900418,,http://zahnhaase.de,52.4919174,13.4282287
node,7250675994,Cuculescu & Partner,,,,,"Mo,Tu,Th 09:00-13:00, 14:00-19:00; We 14:00-19:00; Fr 09:00-13:00 || ""und nach Vereinbarung""",,+49 30 62730181,info@zahnarzt-cuculescu.de,http://zahnarzt-cuculescu.de/,52.4732964,13.4279055
node,7255687766,George Chirilas,Weisestraße,13,12049,Berlin,Tu-Th 09:00-16:30; Fr 09:00-16:00; Sa 09:00-12:45,,+49 30 6216097,,,52.4778646,13.4235977
node,7255720028,Zahnärzte Manukyan & Kollegen,Fontanestraße,18,12049,Berlin,"Tu,Th 12:00-20:00; Fr 09:00-14:00; Mo,We 09:00-15:00",no,+49 30 6213654,info@zp-am.de,https://zp-am.de/,52.4789437,13.4217409
node,7258836029,Dr. Károly Horváth,Hermannstraße,256-258,12049,Berlin,"Mo,Tu,Th,Fr 09:00-12:00, Tu,We 15:00-19:00",no,+49 30 6214080,,https://www.dr-horvath.de/,52.485938,13.424505
node,7258885928,Holger Heyn und Kollegen,Hermannstraße,158a,12051,Berlin,Mo-Th 08:00-20:00; Fr 08:00-18:00; Sa 10:00-16:00,,+49 30 6064152,zahnarztpraxis.heyn@gmail.com,https://www.zahnarztpraxis-neukoelln.de/,52.4672994,13.4322192
node,7258912252,Zahnärztliche Gemeinschaftspraxis,Hermannstraße,147,12051,Berlin,Mo-Th 08:00-18:00; Fr 08:00-14:00,no,+49306252486,,https://www.alldente.de/,52.4645502,13.4332189
node,7272877267,Zahnarzt Dr. Michael,Dunckerstraße,11,10437,Berlin,"Mo,Th 13:00-19:00; Tu 09:00-15:00; Fr 08:00-14:00",,+49 30 4445656,,https://drmichael.de/,52.5425873,13.4210998
node,7280430677,Dr. Ingrid Ispas,,,,,"Mo-We,Fr 09:00-12:00; Mo,Th 14:00-18:00",no,+49307858022,,,52.4927661,13.3817171
node,7284438905,Zahnzentrum Kreuzberg,Urbanstraße,31,10967,Berlin,Mo-Fr 08:00-20:00,no,+49306944647,,https://www.zahnzentrum-kreuzberg.de,52.4914286,13.4138241
node,7297187780,Praxisgemeinschaft für Zahnheilkunde,Karl-Marx-Straße,132,12043,Berlin,"Tu,We,Sa 12:00-20:00; Th 10:00-18:00; Fr 12:00-18:00",,+49 30 68087868,,,52.4772407,13.4384682
node,7297187784,Zahnarztpraxis,Karl-Marx-Straße,124,12043,Berlin,"Mo,Th 10:00-19:00; Tu 08:00-19:00; We,Fr 08:00-14:00",,+49 30 6871783,,http://www.dentisten-berlin.de,52.4778329,13.4380264
node,7310701581,Prenzl Zahnärzte,Danziger Straße,57,10435,Berlin,Mo-Fr 07:30-19:30,limited,+49 30 23327510,,http://www.prenzlzahnärzte.de/,52.5398339,13.4216142
node,7326618585,Zahnärztliche Gemeinschaftspraxis Exner & Hausl,,,,,,no,+49 30 2513037,zahnaerzte.exner.hausl@t-online.de,http://www.zahnaerzte-in-kreuzberg.de/,52.4978233,13.3851529
node,7335401290,Dr. Kreller & Dr. Joos,,,,,"Mo-Fr 09:00-13:00; Mo,Tu,Th 15:00-18:00",no,+49 30 8927501,,https://www.zahnarztpraxis-kreller.de,52.4959329,13.2966509
node,7361597386,Johan Michael Schmidt,Uhlandstraße,118,10717,Berlin,,,+49 30 3126435,,https://www.zahnaerzte-charlottenburg.de/,52.4895115,13.3231451
node,7380197218,Zahnarztzentrum am Potsdamer Platz,Eichhornstraße,2,10785,Berlin,"Mo 07:00 -14:00,Tu 14:00 - 21:00, We 14:00 - 21:00, Th 07:00 - 14:00, Fr 08:00 - 16:00",yes,+49 30 25925100,,,52.5059885,13.3741844
node,7401129455,Zahnarztpraxis K. Yildirgan,,,,,"Mo,Th 09:00-19:00; Tu 09:00-17:00; We 09:00-15:00; Fr 09:00-13:00 || ""nach Vereinbarung""",,+49 30 6252031,,,52.4651069,13.435386
node,7419089364,q213,Kurfürstendamm,213,10719,Berlin,,,+49 30 88922800,,https://www.q213.de/,52.5022012,13.3256972
node,7422294536,Kieferorthopädie,,,,,"Mo-Th 08:00-12:00, 13:00-18:00",,+49 30 6862233,,http://kfo-mahjoub.de,52.4782347,13.4366845
node,7428911686,Peter Euler,,,,,"Mo-We 09:00-14:00,15:00-19:00; Th,Fr 09:00-15:00",,,,,52.5580111,13.3425039
node,7438355333,my teeth bliss,Blissestraße,33,10713,Berlin,"Mo 09:00-19:00, Tu 08:00-14:00,We 09:00-19:00, Thu 09:00-15:00, Fr 10:00-15:00",,+49 30 34353010,,https://www.myteethbliss.de/,52.4821203,13.3205809
node,7504035344,Dr. Claus-H. Gutsche,Rheinstraße,19,12161,Berlin,Mo-Th 08:30-19:30; Fr 09:00-15:00,,+49 30 8528039,,http://www.drgutsche.de/,52.4688561,13.3320871
node,7523172840,Dr. Barbara Poralla,,,,,"Mo-Tu,Th 08:00-12:00,14:00-18:00 open ""Voranmeldung erbeten""; We,Fr 08:00-12:00 open ""Voranmeldung erbeten""; PH closed",,+49 30 7440244,,,52.3861319,13.4052612
node,7546074497,Dr. Brigitta Wilke,Hauptstraße,76 II,12159,Berlin,Mo 10:00-17:00; Tu-Th 10:00-18:00,,,,,52.4741715,13.3380692
node,7548355343,Sabine Quack,Wühlischstraße,15/16,10245,Berlin,Mo-We 08:00-19:00; Th 09:00-19:00; Fr 08:00-13:00,no,030 611 45 83,,https://www.zap-sabinequack.de/,52.5084773,13.4626645
node,7553714904,Zahnarztpraxis Sofija Stoljar,Richardstraße,43,12055,Berlin,"Mo 10:00-18:00, Tu 13:00-18:00, We 12:00-18:00, Th 09:00-18:00, Fr 09:30-13:00 || ""und nach Vereinbarung""; PH off",,+49 30 6835265,,,52.4735606,13.4452651
node,7560353413,Dieter Voit,Detmolder Straße,64a,10715,Berlin,Mo-We 10:00-17:00; Th 10:00-18:00; Fr 08:00-12:00,,,,,52.4785688,13.3265926
node,7563880561,Andreas Kretschmer,Detmolder Straße,16,10715,Berlin,"Mo 09:00-12:00,15:30-18:30; Tu 09:00-12:00,15:30-18:30; Th 09:00-12:00,15:30-18:30; Fr 09:00-15:00",,,,,52.4789131,13.3220134
node,7563880571,Feine Zähne,Detmolder Straße,2,10715,Berlin,"""Mo-Fr nach Vereinbarung""",,,,,52.4788701,13.3271985
node,7598149816,Magda Doumit,Bundesallee,67,12161,Berlin,"Mo,Th 09:00-12:00,13:00-16:00; Tu,We 11:00-14:00,16:00-19:00; Fr 09:00-13:00",,+49 30 8526063,,https://www.zahnarztpraxis-doumit.de/,52.4759071,13.3280455
node,7599664901,SwissMedAI MVZ,Bundesallee,140,12161,Berlin,"Mo,Tu,Th,Fr 09:00-18:00; We 09:00-13:00; PH off",no,,,https://www.swissmedzahnmedizin.de/,52.476717,13.3288133
node,7609527375,Zahnarzt N. Schaar,,,,,,,,,,52.5502604,13.3506987
node,7609889241,Zahnarztpraxis Dr. Amina-Roxane Fielitz,Teltower Damm,51,14167,Berlin,,no,+49 30 8159898,info@praxisdrfielitz.de,http://www.zahnarztpraxis-zehlendorf.net/,52.4295557,13.2601508
node,7620604045,Oralchirurgie,Lauterstraße,16,12159,Berlin,"Mo,Tu,Th 09:00-17:00; We ""nach Vereinbarung""; Fr 09:00-13:00",,+49 30 8594972,,https://www.mesgarian.de/,52.4719768,13.3349586
node,7633023878,S. Arshadi,Müllerstraße,114A,13349,Berlin,Mo 10:00-14:00; Tu 13:00-18:00; We 09:00-12:00; Th 10:00-18:00; Fr 09:00-11:00,no,+49 30 4517700,,,52.5553504,13.3427272
node,7633128465,"Stefan Günter, J.P.Reister",Georg-Wilhelm-Straße,3,10711,Berlin,"""Sprechstunden nach Vereinbarung""",,,,https://www.prophylaxepraxis-berlin.de/,52.498115,13.2906433
node,7640877832,Dr. Udo Sauer,Sarrazinstraße,23,12159,Berlin,,no,,,,52.4737224,13.3298095
node,7653520293,Kieferorthopädie,Lauterstraße,16,12159,Berlin,,,,,https://www.kieferorthopaedie-berlin.de/,52.4719795,13.3349095
node,7658184212,Henning Dudat,Dickhardtstraße,61-62,12159,Berlin,Mo 08:00-17:00; Tu 10:00-19:00; We 13:00-18:00; Th 08:00-18:00; Fr 08:00-13:00,no,,,,52.4713459,13.3356341
node,7659253634,Praxis für ästhetische Zahnmedizin,Wexstraße,2,10825,Berlin,"Mo 14:00-18:30; Tu,Th 11:00-17:00; We 08:00-13:00",,,,http://www.pfazm.de/,52.4789679,13.3427834
node,7660694118,Tobias Mache,Niedstraße,22,12159,Berlin,"""Termine nach Vereinbarung""",,,,,52.4726594,13.3293576
node,7679907384,Kieferorthopädie an der Kaisereiche,Saarstraße,1,12161,Berlin,"Mo-Th 09:00-13:00,14:00-18:00",no,+49 30 85109077,,https://kfo-kaisereiche.de/,52.4685936,13.3330331
node,7680001265,Iris Göhringer,Saarstraße,5,12161,Berlin,"Mo 10:00-20:00; Tu 08:00-15:00; We 13:00-20:00; Th,Fr 08:00-11:00",,+49 30 85757205,,http://www.irisgoehringer.de/,52.4681428,13.3341927
node,7680118563,Detlef Bruhn,Beckerstraße,10,12157,Berlin,"Mo-Th 09:00-13:30,15:30-19:00; We,Fr 09:00-15:00",,+49 30 8551340,,https://drbruhn.de/,52.4670669,13.3394142
node,7683100379,Horst Wendorff,Schmargendorfer Straße,16,12159,Berlin,Mo-Fr 07:30-20:00; Sa 08:30-14:00,no,+49 30 8522168,,https://za-wendorff.de/,52.4716585,13.3301162
node,7683719228,Sonja Herrmann,Sponholzstraße,28-29,12159,Berlin,"""Termine nach Vereinbarung""",,,,https://www.dr-sonja-herrmann.de/,52.4709806,13.3406057
node,7687404788,Erhard Templiner,Eichborndamm,243,13437,Berlin,,,,,,52.5906844,13.3252867
node,7687756087,Geist,,,,,,,,,,52.5741933,13.31312
node,7700452317,Svetlana Savić-Paltin,Blissestraße,12,10713,Berlin,"Mo,Tu,Th,Fr 09:00-12:00, Mo-Th 15:00-18:00",,,,http://www.zahnaerzte-berlin-wilmersdorf.de,52.4850449,13.3200805
node,7704696588,Mohammed Azzawi,,,,,"Mo,Tu,Th 09:00-18:00; We,Fr 08:00-14:00",,,,,52.500927,13.397783
node,7705812130,Zahnarztpraxis Platto,Rheinstraße,41,12161,Berlin,Mo-Th 09:00-20:00; Fr 09:00-16:00,,+49 30 85102930,,http://zahnarzt-platto.de/,52.4652163,13.3290843
