Bad-ID,Badtyp,eu_badegewaesser,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,Ganzjährig geöffnet,Öffnungsstunden pro Jahr,Beginn der Sommerzeit,Ende der Sommerzeit,Beginn der Winterzeit,Ende der Winterzeit,Baujahr,Baukosten bei Fertigstellung,Währung der Baukosten,Baukosten heute (Euro),Eigentümer,Name des Eigentümers,Betreiber,Name des Betreibers,Besucher,Eintritt Erwachsene,Ermäßigung Kind,Ermäßigung Familie,Ermäßigung Behinderte,Ermäßigung Senioren,Frühtarif,Abendtarif,Schulsport,ÖPNV Strecke,ÖPNV <500m,PKW Parkplätze,Fahrrad Parkplätze,Behinderten Parkplätze,E-Ladestationen,Gegenstrom Anlage,Schwimmwanderkanal,10m Sprungturm,"7,5m Sprungturm",5m Sprungturm,3m Sprungturm,3m Sprungbrett,1m Sprungbrett,Großrutsche,Kinderrutsche,Separates Rutschbecken,Restaurant,Bistro,Essensautomat,Bewirtung für Badegäste,Bewirtung öffentlich,Sportangebot an Land,Fläche Umkleide,Anzahl Sammelumkleiden,Anzahl Einzelumkleiden,Anzahl Spinde,Rollstuhl Stellplätze,Unterfahrbarer Waschtisch,Breite Liegen,Extra große Spinde,Barrierefreiheit Sonstiges,Kursraum ohne Geräte,Ausstattung Kursraum,Kursraum mit Geräten,Geräte Kursraum,Liegewiese Größe,Spielfläche Größe,einrichtung_spielflaeche,Spielplatz Größe,Spielplatz Geräte,Beachfeld Größe,Installierte Fitnessgeräte,Sonstige Freiflächen,Sauna Fläche,Anzahl Saunen,Anzahl Solarien,Anzahl Massagen,Poollifter,Barrierefreie Rutsche,Wasserabwesender Rollstuhl,Breite Gänge,Taktiles Leitsystem,Optische und akustische Anzeigen,Manuelles Kassensystem,Automatisches Kassensystem,Anlage dauerhaft geschlossen,Schließung Begründung,Anlage temporär geschlossen,Schließdatum,Einschränkung Schwimmbetrieb,Einschränkungen Beschreibung,Einschränkung Funktion,Einschränkungen Funktion Beschreibung,WLAN,Badebetrieb neben Wettkampf,Energieeffiziente Maßnahmen,Zusätzliche Angebote,Nutzung durch Vereine,Nutzung durch Schulen,Nutzung durch Bürger,Nutzung durch Firmen,Nutzung durch VHS,Kommerzielle Nutzung,Sonstige Nutzer,Anteil Vereine,Anteil Schulen,Anteil Bürger,Anteil Firmen,Anteil VHS,Anteil Kommerzielle Nutzung,Anteil Sonstige Nutzer,Stundentarif,Sonstige Tarife,Sonstige Sprungbretter,Startblöcke,Anzahl Startblöcke,Kommentar,Öffnungsdatum,Wettkampftauglichkeit Schwimmen,Wettkampftauglichkeit Wasserball,Wettkampftauglichkeit Springen,Wettkampftauglichkeit Rettungsschwimmen,Wettkampftauglichkeit Synchronschwimmen,Wettkampftauglichkeit Tauchen,Badpate vorhanden,Erweiterungen,Sanierungen,Förderungen
8072,Hallenbad,nein,Kinderschwimmschule Steglitz,Plantagenstraße 2,12169,Berlin,,030 7912344,,www.kinderschwimmkurse.de/!docs/galerie.htm,11000000,13.32958,52.45453,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,650.0,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8075,Klinikbad,nein,PrimaVita Berlin,Teltower Damm 95-101,14167,Berlin,,030 81810301,,www.primavita-berlin.de/programm-infos/vital-gesund/bewegung-im-wasser/,11000000,13.26374,52.42421,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,100.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,ja,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,ja,,,
8112,Hallenbad,nein,Hallenbad Zehlendorfer Wespen,Lloyd-G.-Wells-Str. 55,14163,Berlin,,030 8016426,club@wespen.berlin,,11000000,13.22634,52.42301,ja,,,,,,,,,,,,Verein,Sportverein Zehlendorfer Wespen 1911 e.V.,,,nein,nein,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
8229,Klinikbad,nein,Immanuel Krakenhaus,Königstraße 63,14109,Berlin,,030 805050,,berlin.immanuel.de/abteilungen/physiotherapie/home/,11000000,13.16418,52.41958,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8311,Schulbad,nein,Peter-Frankenfeld Schule,Wedellstraße 26,12247,Berlin,,,,www.peter-frankenfeld-schule.de/dassindwir.html,11000000,13.35496,52.43519,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8312,Sonstiges Bad,nein,Fitness First Berlin,Schloßstraße 110,12163,Berlin,,,,www.fitnessfirst.de/clubs/berlin-steglitz,11000000,13.32494,52.46093,ja,,,,,,,,,,,,,,,25.0,nein,nein,nein,nein,nein,nein,nein,200.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,Fitnessstudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8315,Hallenbad,nein,Vitaworxx,Ferdinandstraße 33,12209,Berlin,,030 77006796,,www.wassermeloni.de/kursort/vitaworxx/,11000000,13.32852,52.42767,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,170.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8316,Hallenbad,nein,Elixia Lichterfelde,Lankwitzer Str. 19-24,12209,Berlin,,030 27490270,,elixia.de/studio/lichterfelde/auf-einen-blick/,11000000,13.32967,52.42924,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,100.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,nein,Fitnessstudio,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
8317,Hallenbad,nein,Fitness First Zehlendorf,Clayallee 328-334,14169,Berlin,,,,www.fitnessfirst.de/clubs/berlin-zehlendorfer-welle,11000000,13.26265,52.43819,ja,,,,,,,,,,,,,,,25.0,nein,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,nein,Fitnessstudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8318,Hallenbad,nein,Fitness First im Schloss Ladies Club,Schloßstr. 33-36,12163,Berlin,,,,www.fitnessfirst.de/clubs/berlin-women-steglitz-im-schloss,11000000,13.32144,52.45796,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8322,Klinikbad,nein,Kurbad Lichterfelde Ost,Bahnhofstraße 39,12207,Berlin,,030 76880870,,www.klg-berlin.de/pages/zgs-e.v.php,11000000,13.32351,52.43016,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8325,Hallenbad,nein,Clays Berlin,Clayallee 171,14195,Berlin,,030 89400430,,www.clays.de/wellness/25-m-pool/,11000000,13.27077,52.45215,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,220.0,ja,,,,,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,,,,ja,nein,Fitnessstudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8329,Hotelbad,nein,Crowne Plaza Berlin City Center,Nürnberger Str. 65,10787,Berlin,,,,www.cp-berlin.com/,11000000,13.3405,52.50386,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,ja,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,Fitnessstudio,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8379,Klinikbad,nein,Tertianum Residenz Schöneberg,Passauer Str. 5-7,10789,Berlin,,030 219920,,www.wohnen-im-alter.de/einrichtung/betreutes-wohnen/berlin-schoeneberg/tertianum-residenz-berlin-3581,11000000,13.33957,52.50115,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8380,Hallenbad,nein,Tranxx Berlin,Akazienstraße 27/28,10823,Berlin,,030 78957280,,www.tranxx.de/floating-berlin.html,11000000,13.35497,52.48684,ja,,,,,,,,,,,,,,,55.0,nein,nein,nein,nein,nein,nein,nein,200.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8381,Natürliche Badestelle,,Flughafensee,,13507,Reinickendorf,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339146.php,11000000,13.28369,52.56843,ja,,,,,,,,,,,,,,,0.0,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8496,Klinikbad,nein,Geatriezentrum Berlin,Reinickendorfer Str. 61,13347,Berlin,,030 45942054,,www.egzb.de/,11000000,13.36572,52.55456,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,300.0,ja,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8498,Sonstiges Bad,nein,Holmes Place Neue Welt,Hasenheide 109,10967,Berlin,,030 62725800,,www.holmesplace.com/de/de/clubs/neue-welt,11000000,13.42189,52.4855,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,350.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,Fitnessstudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8499,Hallenbad,nein,Schwimmschule Robbi,Alt-Britz 101B,12359,Berlin,,030 6074444,,www.robby-schwimmschule.de/,11000000,13.43625,52.44496,ja,,,,,,,,,,,,,,,,ja,nein,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8500,Schulbad,nein,Schule am Park,Eichborndamm 276 – 284,13437,Berlin,,030 4145034,,schule-am-park-berlin.de/,11000000,13.32978,52.59398,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,ja,200.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8501,Schulbad,nein,Schule am Pappelhof,Eilenburger Str. 4,12627,Berlin,,030 9114161340,,schule-am-pappelhof.de/unsere-schule/,11000000,13.62883,52.54015,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,ja,300.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8578,Schulbad,nein,Schilling Schule Berlin,Paster-Behrens-Straße 81,12359,Berlin,,030 6000272,,www.schillingschule.de/schillingschule/bereich-1/unsere-schule,11000000,13.44384,52.44276,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,ja,500.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,"Förderung SJK 2022, 5.393.000 €"
8581,Freibad,nein,Helios Berlin,Im Jagen 57,14193,Berlin,,030 3026348,,www.helios-sport.de/,11000000,13.25038,52.48437,nein,,Mai,September,,,,,,,,,,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,5.0,,,,,,,,,nein,,,
8626,Schulbad,nein,Finkenkrug Schule,Mannheimer Str. 21,10713,Berlin,,030 8277060,,finkenkrug-berlin.de/ausstattung-2/,11000000,13.3161,52.4844,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,ja,500.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
8634,Schulbad,nein,Helene Häusel Schule,Mendelssohnstraße 10,10405,Berlin,,030 47377641,,www.helene-haeusler-schule.de/angebote.html,11000000,13.41938,52.5269,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,ja,130.0,ja,,,,,,,,,,,,,,,,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
8637,Klinikbad,nein,Erna Linder Haus,Bahnhofstraße 7A,12305,Berlin,,030 70072027,,www.caritas-altenhilfe.de/erna-lindner,11000000,13.40646,52.38768,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
9940,Natürliche Badestelle,,Radfahrerwiese,Havelchaussee,14193,Berlin,,,,,11000000,13.188304,52.456028,,,,,,,,,,,,,,,,0.0,,,,,,,nein,150.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,,,,,,,,,,,,,nein,,nein,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,nein,,,nein,,nein,,,,,,,,,,,,ja,,,,,,,,,,,,,,,nein,0.0,,,,,,,,,nein,,,
9941,Natürliche Badestelle,,Badestelle Sandhausen,Sandhauser Str. 61,13505,Berlin,,,,,11000000,13.22086,52.594441,nein,,,,,,,,,,Gemeinde oder Stadt,,,,,,,,,,,,,200.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,,,,,,,,,,,,,nein,,nein,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,,,,,,,,,,,,,,nein,0.0,,,,,,,,,nein,,,
9942,Natürliche Badestelle,,Schlachtensee,Am schlachtensee,14129,Berlin,,,,,11000000,13.213535,52.441468,,,,,,,,,,,,,,,,0.0,,,,,,,nein,400.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,nein,nein,ja,ja,,,,,,,,,,,nein,,nein,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,,,,,,,,,,,,,,nein,0.0,,,,,,,,,nein,,,
9943,Natürliche Badestelle,,Teufelssee,Teufelsseechaussee,14193,Berlin,,,,,11000000,13.233136,52.491031,,,,,,,,,,,Gemeinde oder Stadt,,,,,0.0,,,,,,,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,,,,,,,,,,nein,,,nein,,nein,,,,,,,,,,0.0,0.0,0.0,0.0,,nein,,nein,nein,nein,nein,nein,nein,,nein,,,,,,,,,,,,ja,,,,,,,,,,,,,,,nein,0.0,,,,,,,,,nein,,,
9947,Natürliche Badestelle,,Alter Hof,Uferpromenade,14109,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339134.php,11000000,13.142397,52.433297,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9948,Natürliche Badestelle,,Bammelecke,Sportpromenade 15,12527,Berlin,,030 6744298,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344320.php,11000000,13.622649,52.407579,,,,,,,,,,,,,,,,,,,,,,,,50.0,ja,,,,,,,,,,,,,,,,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9949,Natürliche Badestelle,,Breitehorn,Breitehornweg 40,14089,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339130.php,11000000,13.17987,52.465649,,,,,,,,,,,,,,,,,,,,,,,,1200.0,nein,,,,,,,,,,,,,,,,ja,nein,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9951,Natürliche Badestelle,,Bürgerablage,Niederneuendorfer Allee 80,13587,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344337.php,11000000,13.211398,52.585114,,,,,,,,,,,,,,,,,,,,,,,,250.0,ja,,,,,,,,,,,,,,,,ja,nein,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9952,Natürliche Badestelle,,Dämeritzsee,,12589,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339107.php,11000000,13.735059,52.426804,,,,,,,,,,,,,,,,,,,,,,,,400.0,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9953,Natürliche Badestelle,,Groß Glienicker See Nord,Uferpromenade,14089,Berlin,,030 902295555,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339154.php,11000000,13.118485,52.471872,,,,,,,,,,,,,,,,,,,,,,,,400.0,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9955,Natürliche Badestelle,,Groß Glienicker See Süd,Verlängerte Uferpromenade 48,14089,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339154.php,11000000,13.114743,52.460646,,,,,,,,,,,,,,,,,,,,,,,,950.0,nein,,,,,,,,,,,,,,,,ja,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9956,Natürliche Badestelle,,Große Krampe,Gosener Damm,12559,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344326.php,11000000,13.653033,52.39698,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9957,Natürliche Badestelle,,Große Steinlanke,Badeweg 1,14193,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344362.php,11000000,13.186067360138,52.454812169362,,,,,,,,,,,,,,,,,,,,,,,,300.0,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9958,Natürliche Badestelle,,Badestelle Grunewaldturm,Havelchaussee,14193,Berlin,,,,,11000000,13.194461,52.481989,,,,,,,,,,,,,,,,,,,,,,,,300.0,ja,,,,,,,,,,,,,,,,ja,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9959,Natürliche Badestelle,,Kleine Badewiese,Am Wiesenhaus 8,14089,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339129.php,11000000,13.185883,52.483144,,,,,,,,,,,,,,,,,,,,,,,,200.0,ja,,,,,,,,,,,,,,,,ja,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9961,Natürliche Badestelle,,Kleiner Müggelsee,Hinter der Düne 8,12559,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344328.php,11000000,13.677193,52.42837,,,,,,,,,,,,,,,,,,,,,,,,600.0,nein,,,,,,,,,,,,,,,,ja,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9962,Natürliche Badestelle,,Krumme Lanke,,14163,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339151.php,11000000,13.233758,52.452258,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
9963,Natürliche Badestelle,,Lieper Bucht,Havelchaussee 2,14193,Berlin,,,,www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339132.php,11000000,13.196756,52.469353,,,,,,,,,,,,,,,,,,,,,,,,300.0,ja,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
10223,Klinikbad,nein,DRK Kliniken Berlin,Britzer Straße 91,12109,Berlin,,030 30355400,,,11000000,13.397093152932,52.439755737656,,,,,,,,,,,,,,,,,,,,,,,,200.0,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,Schwimmschule,,,,,,,,,,,nein,,,,,,,,,,nein,,,
10224,Schulbad,nein,Wannseeschule,Zum Heckeshorn 36 ,14109,Berlin,,,,wannseeschulen.de,11000000,13.161793621188,52.430555890989,,,,,,,,,,,,,,,,,,,,,,,,80.0,ja,,,,,nein,nein,nein,nein,nein,,nein,nein,nein,nein,,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,Schwimmschule,,,,,,,,,,,nein,,,,,,,,,,nein,,,
10231,Klinikbad,nein,Evangelisches Hubertuskrankenhaus,Spanische Allee 10-14,14129,Berlin,,,,www.pgdiakonie.de/evangelisches-krankenhaus-hubertus/,11000000,13.219199007359,52.431207767807,ja,,,,,,,,,,,,,,,,,,,,,,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,Schwimmschule,,,,,,,,,,,nein,,,,,,,,,,nein,,,
