name,street,housenumber,postcode,city,opening_hours,brand,type,payment_credit_card,payment_debit_cards,payment_cash,payment_contactless,wheelchair,internet_access,layer,phone,email,website,latitude,longitude,source
REWE,,,,,Mo-Fr 06:00-24:00; Sa 06:00-23:30,Rewe,,yes,,yes,,yes,,,,,,52.5008204,13.3247567,
Nova,Landsberger Allee,171,10369,Berlin,Mo-Sa 09:00-20:00,,,,,,,yes,,,,,https://nova-supermarkt.de/,52.5319562,13.46888,
Aldi,Saatwinkler Damm,8,13627,Berlin,Mo-Sa 07:00-22:00,ALDI Nord,,,,,,yes,,,,,,52.5389014,13.3270893,
Athi Devi Asia & Afro Supermarkt,Leykestraße,1,12053,Berlin,Mo-Fr 09:30-20:00; Sa 09:00-20:00,,,,,,,,,,,,,52.4747337,13.4280117,
Denns BioMarkt,Gartenstraße,85-87,,,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,,,yes,,,,,https://www.denns-biomarkt.de/berlin-gartenstr-85-87/marktseite/,52.5329077,13.3877558,
Özen Kardeşler,,,,,,,,,,,,,,,,,,52.5156512,13.2938433,
Denns BioMarkt,Hauptstraße,29,10827,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,,,yes,,,+49 30 66508322,,,52.4853856,13.3542151,
Al Arabi,,,12167,,Mo-Sa 09:30-20:00,,,,,,,,,,,,,52.4523646,13.3324082,
EDEKA Fromm,Müllerstraße,12 a-c,13353,Berlin,Mo-Sa 07:00-22:00,Edeka,,yes,yes,yes,yes,yes,wlan,,+493043733785,,https://www.edeka.de/eh/minden-hannover/edeka-fromm-m%C3%BCllerstr.-12a-c/index.jsp,52.5428586,13.3658942,
EDEKA Schnelle,Alt-Stralau,66,10245,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,yes,,,,,https://www.edeka.de/eh/minden-hannover/edeka-schnelle-alt-stralau-66/index.jsp,52.496736,13.4667344,
AlKaiser,Greifswalder Straße,162,10409,Berlin,,,,,,,,,,,,,,52.5425447,13.4399717,
Einkaufsmarkt,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:30,,,,,,,yes,,,,,,52.4521833,13.6022591,
Kosher Daily Markt,,,,,,,,,,,,,,,,,,52.4971604,13.311877,
Shiva Shop - Ayurveda Produkte,,,10589,,Mo-Fr 10:00-18:00; Sa 10:00-14:00,,,,,,,limited,,,+49 30 3447982,,https://www.shiva-shop.de/,52.5239973,13.2991114,
Zora Supermarket,Kottbusser Damm,93,,,Mo-Sa 08:00-20:00,,,,,,,,,,,,https://www.zorastore.de/,52.4936197,13.4219745,
REWE,Gorkistraße,11-21,13507,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,+49 30 403619790,,https://www.rewe.de/marktseite/berlin-stadt/1931629/rewe-markt-gorkistrasse-11-21/,52.5903309,13.2865672,
E-Center,Rosenthaler Straße,43-45,10178,Berlin,Mo-Sa 08:00-22:00,Edeka,,yes,yes,,,yes,wlan,,,,,52.5243627,13.403102,
Alnatura Super Natur Markt,Koppenstraße,8,10243,Berlin,Mo-Sa 08:00-21:00,Alnatura,,yes,yes,yes,yes,yes,,,,,https://www.alnatura.de,52.5126288,13.4341734,
Edeka Schaaf,Schillingstraße,2,10179,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,,52.5174568,13.4206829,
REWE,Kurfürstenstraße,46,10785,,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,,,https://www.rewe.de/marktseite/berlin-tiergarten/1766175/rewe-markt-kurfuerstenstr-46/,52.5009959,13.3588252,
EDEKA Schmitt,Seesener Straße,31,10711,Berlin,Mo-Sa 06:00-23:00,Edeka,,,,,,yes,,,+49 30 88667641,,https://www.edeka.de/eh/minden-hannover/edeka-schmitt-seesener-str.-31/index.jsp,52.4967809,13.2903425,
PENNY,Scheibenbergstraße,20,12685,Berlin,Mo-Sa 07:00-21:00,Penny,,,,,,,,,,,,52.5390529,13.5566647,
REWE,Wildhüterweg,42-46,12353,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,+4930 66708723,,https://www.rewe.de,52.4220395,13.448772,
nah und gut,Eichhorster Weg,25,13435,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,,,,+49 30 40728191,,,52.5987496,13.3429357,
Cocos Asia,,,,,Mo-Sa 10:00-20:00,,,yes,yes,,,no,,,,,,52.4933216,13.3840227,
Robinhood.store,Altenbraker Straße,16,12053,Berlin,Mo-Sa 10:30-20:00,,,,,yes,,,,,+49 (0) 30 814 570 250,,https://robinhood.store,52.4706754,13.4324184,
Denns BioMarkt,,,,,Mo-Sa 08:00-20:00,Denns BioMarkt,,,,,,yes,,,,,,52.6342759,13.4967371,
Zora,,,,,Mo-Fr 09:00-21:00; Sa 09:00-22:00; Su off,,,yes,yes,,,yes,,,,,,52.5080329,13.467354,
Denns BioMarkt,,,,,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,yes,,,,,,,,52.490466,13.3862074,
Exo Markt Afroshop,,,,,,,,,,,,,,,,,,52.5672099,13.3294281,
EDEKA Görse & Meichsner,Handjerystraße,99,12159,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,+49 30 23628005,,https://www.edeka.de/eh/minden-hannover/edeka-g%C3%B6rse-meichsner-handjerystr.-98-99/index-2.jsp,52.4770954,13.3329979,
EDEKA Meissner,Leibnizstraße,96,10625,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Edeka,,,,,,,,,,,,52.5118228,13.3143192,
Denns BioMarkt,Hardenbergplatz,11,10623,Berlin,Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00,Denns BioMarkt,,yes,yes,yes,,yes,,,+49 30 39 83 45 04,,https://www.biomarkt.de/berlin-hardenbergplatz-11/marktseite,52.5076158,13.3328469,
Penny am Lichtenrader Tor,,,,,Mo-Sa 07:00-21:00,Penny,,,,,,yes,,,,,,52.4040946,13.4057354,
Nahkauf,Gensinger Straße,83,10315,Berlin,Mo-Sa 07:00-20:00,Nahkauf,,,,,,,,,,,,52.5109897,13.535686,
Asia-Markt,,,,,"Mo-Sa 09:00-20:00; Su,PH off",,,yes,yes,,,yes,,,,,,52.5125603,13.3052829,
Aldi,Friedrichstraße,149,10117,Berlin,Mo-Sa 07:00-21:00; PH closed,Aldi Nord,,,,,,yes,,,,,,52.5188736,13.3879581,
Edeka,Hedwig-Dohm-Straße,4,10829,,Mo-Sa 07:00-21:00,EDEKA,,yes,yes,yes,,yes,,,+493041400242,,https://www.edeka.de/eh/minden-hannover/edeka-am-s%C3%BCdkreuz-hedwig-dohm-str.-4/index.jsp,52.4761489,13.3625151,
Asia Markt Kim-Chi,Rudower Chaussee,7,12489,Berlin,Mo-Fr 10:00-19:00; Sa 10:00-16:00,,,,,yes,yes,yes,,,+49 176 80082370; +49 1573 8815039,,,52.433239,13.537302,
World Exotic Foods,Herzbergstraße,128-139,10365,Berlin,Mo-Su 10:00-20:00; Tu off,,,,,,,,,,+49-30-53013770,,,52.530073,13.4886467,
World Exotic Fruits,Herzbergstraße,128-139,10365,Berlin,,,,,,,,,,,,,,52.528314,13.4903741,
Lidl,Boxhagener Straße,76,10245,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,wlan,,,,,52.5073888,13.4681862,
Bio Company,Schönhauser Allee,10,10119,Berlin,Mo-Sa 08:00-21:00; Su off,Bio Company,,,,yes,,yes,,,,,,52.5304435,13.4113699,
Edeka Marienburger Straße,Winsstraße,14a,10405,Berlin,"Mo-Fr 07:00-24:00, Sa 07:00-23:30; PH off",Edeka,,,,,,yes,,,,,,52.5339932,13.4261824,
REWE,Großbeerenstraße,62-64,12107,Berlin,Mo-Fr 06:00-24:00; Sa 06:00-23:30,REWE,,,,,,,,,,,,52.4342421,13.3769034,
E-Center,Schloßstraße,1,12163,Berlin,,Edeka,,,,,,,,,,,,52.4646955,13.3265184,
Edeka Treugut,,,,,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,,52.4979385,13.3630995,
NHI Global Food Market,,,,,,,,,,,,yes,,,,,,52.5330253,13.3674405,
Supermarkt Ali Baba,Dörpfeldstraße,31,,,"Mo-Sa 09:00-20:00; Su,PH off",,,no,no,yes,,no,no,,,,,52.4374569,13.5471333,
EDEKA,Fürstenberger Straße,8,10435,Berlin,Mo-Fr 07:00-22:00,Edeka,,yes,yes,yes,,limited,,,+49 30 20977919,,,52.5375317,13.405478,
Bio Company,Lichtenrader Damm,83,12305,,Mo-Sa 08:00-20:00,Bio Company,,,,,,yes,,,+49 30 439750740,,https://www.biocompany.de/bio-company-markt-finden/l/berlin/lichtenrader-damm-83/3541377,52.4063662,13.4062262,
Asia Lebensmittel - Obst & Gemüse,,,,,Mo-Fr 07:30-19:00; Sa 07:30-17:00; Su off,,,,,,,yes,,,,,,52.4235258,13.4356573,
Netto Marken-Discount,Alt-Moabit,86 A,10555,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Tiergarten/Alt-Moabit-86-a/5871/,52.5253649,13.3418717,
REWE,Daumstraße,90,13599,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Rewe,,,,yes,yes,yes,wlan,,+49 30 220138360,,https://www.rewe.de/marktseite/berlin-haselhorst/5100025/rewe-markt-daumstr-90,52.5546676,13.2260964,
Aldi,Heidestraße,17,10557,Berlin,Mo-Sa 08:00-20:00,Aldi Nord,,yes,yes,yes,,yes,,,+49 800 7234870,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/heidestrasse-17/3611452,52.5334703,13.3657883,
Amini Supermarkt,Yorckstraße,75,,,,,,,,,,limited,,,,,,52.4928521,13.3819581,
REWE,Marchwitzastraße,29,12681,Berlin,Mo-Sa 07:00-22:00,REWE,,,,yes,yes,,,,,,https://www.rewe.de/marktseite/berlin-marzahn/9300003/rewe-markt-marchwitzastr-29?ecid=seo_localseo_9300003_g_nn_nn_nn_nn_nn,52.5231528,13.5445629,
REWE,Pankstraße,32-39,13357,Berlin,Mo-Sa 07:00-22:00,Rewe,,yes,yes,,yes,yes,wlan,,+49 30 346461800,,https://www.rewe.de/marktseite/berlin/410561/rewe-markt-pankstr-39/,52.5494467,13.3777062,
Makka,,,,,,,,,,,,yes,,,,,,52.5301528,13.3455428,
Rewe,Kurfürstendamm,146-147,10709,Berlin,Mo-Fr 06:00-24:00; Sa 06:00-23:30,Rewe,,,,,,yes,,,+4930519998970,,,52.4983384,13.2997798,
Nahkauf,Kiehlufer,75-79,12059,Berlin,Mo-Sa 07:00-23:00,Nahkauf,,,,,,yes,,,,,,52.4838082,13.4478902,
REWE,Friedrichstraße,111,10117,Berlin,Mo-Sa 07:00-22:00,Rewe,,yes,yes,yes,yes,yes,,,+4930519999880,,,52.525331,13.3893156,
Kosher4all,,,,,,,,,,,,,,,,,,52.50061,13.3054449,
Aldi,,,,,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,,52.5883804,13.4022564,
Netto Marken-Discount,Rudower Straße,84-88,12351,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,,,,,,https://www.netto-online.de/filialen/Berlin-Neukoelln/Rudower-Str-84-88/5834/,52.4366539,13.4631486,
Bio Company,,,,,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,,,,52.5106128,13.4164123,
Sparfood Gutes Gern Günstig,,,,,,,,,,,,,,,,,,52.4473516,13.6172111,
EDEKA Zahl,Helmholtzstraße,3 c,10587,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,wlan,,,,,52.5201626,13.3198466,
Edeka Lenkeit,An der alten Gärtnerei,1,12109,Berlin,Mo-Sa 07:00-21:00,EDEKA,,,,,,,,,+49 30 586930950,,,52.4395336,13.4093372,
Lidl,Ontarioseestraße,17,10319,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/f/berlin-lichtenberg/friedrichsfelde-ontarioseestr-17.html,52.4950988,13.522651,
REWE,Germaniastraße,12-13,12099,Berlin,"Mo-Sa 06:00-22:00; Su,PH off",REWE,,,,,,yes,wlan,,+49 30 75705090,,https://www.rewe.de/marktseite/berlin-tempelhof/1931134/rewe-markt-germaniastr-12-13/,52.4646687,13.3950555,
PENNY Dardanellenweg,Dardanellenweg,50,12109,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,https://www.penny.de/markt/berlin/562238/penny-dardanellenweg-dardanellenweg-50,52.4446581,13.4078396,
EDEKA Lenkeit,Rixdorfer Straße,69,12109,Berlin,Mo-Sa 07:00-22:00,EDEKA,,,,,,no,,,+49 30 70171902,,,52.4478095,13.4046472,
EDEKA Gayermann,Marienfelder Chaussee,143,12349,Berlin,Mo-Sa 07:00-22:00,Edeka,,,yes,yes,,yes,,,+49 30 7425060,,https://www.edeka.de/eh/minden-hannover/edeka-gayermann-marienfelder-chaussee-143,52.4154025,13.4062078,
REWE,Oberspreestraße,145,12555,Berlin,Mo-Fr 06:00-24:00; Sa 06:00-23:30; PH off,Rewe,,,,,,yes,wlan,,+49 30 34354364,,https://www.rewe.de/marktseite/berlin-koepenick/1931108/rewe-markt-oberspreestr-145/,52.446092,13.5641295,
Lidl,Steglitzer Damm,95,12169,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/f/berlin-steglitz-zehlendorf/steglitz-steglitzer-damm-95.html,52.449956,13.3545317,
Aldi,Potsdamer Chaussee,33,14129,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,limited,,,,,,52.4280537,13.2148926,
Bio Company,Wiesenschlag,4,14129,Berlin,Mo-Sa 08:00-20:00,Bio Company,,,,,,,wlan,,+49 30 311755610,,,52.4273376,13.2176908,
REWE,Breisgauer Straße,3A,14129,Berlin,Mo-Sa 06:00-22:00; PH off,Rewe,,,,,,limited,,,+49 30 36752083,,,52.4395154,13.2157993,
Aldi,Breisgauer Straße,1B,14129,Berlin,Mo-Sa 07:00-21:00; PH off,Aldi Nord,,,,,,limited,,,,,,52.4396507,13.2167289,
Lidl,Kiefholzstraße,189,12437,Berlin,Mo-Sa 07:00-22:00,Lidl,,yes,yes,yes,,yes,wlan,,,,https://www.lidl.de/f/berlin-treptow-koepenick/baumschulenweg-kiefholzstr-189.html,52.46412,13.4875648,
Netto Marken-Discount,Dammweg,56,12435,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,,wlan,,,,https://www.netto-online.de/filialen/Berlin-Treptow/Dammweg-56/5544/,52.4792393,13.481201,
Netto Marken-Discount,Neue Grottkauer Straße,3,12619,Berlin,Mo-Sa 07:00-22:00; PH off,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Hellersdorf/Neue-Grottkauer-Strasse-3/5900/,52.5297046,13.5921419,
Asia24,Herzbergstraße,128 - 139,10365,,We-Mo 08:00-20:00,,,,,,,,,,+49 (0)30 55491753,,https://asia24-lifefood.de/,52.5276643,13.488704,
Aldi,Bismarckstraße,17,12169,,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/bismarckstrasse-17/3181945,52.4560479,13.3379865,
Addalat,,,,,,,,,,,,yes,,,,,,52.4759696,13.4397182,
Almahaba,,,,,,,,,,,,,,,,,,52.4764873,13.4394939,
EDEKA Skalitzer Straße,Skalitzer Straße,122,10999,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,+49 30 33308719,,https://www.edeka.de/eh/minden-hannover/edeka-skalitzer-stra%C3%9Fe-skalitzer-str.-122/index.jsp,52.4993451,13.4222008,
Hamdan,,,,,,,,,,,,,,,,,,52.5250926,13.4668055,
Lidl,Marzahner Chaussee,201,12681,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.5249554,13.5332762,
nah und gut Janoschek,Waldsassener Straße,42A,12279,Berlin,Mo-Fr 08:00-20:00; Sa 08:00-14:00,EDEKA,,,,,,yes,,,+49 30 7115052,,https://www.edeka.de/,52.408488,13.3500697,
Asia Might,,,,,,,,,,,,,,,,,,52.4337374,13.4686513,
Go Asia,,,,,Mo-Sa 09:00-20:00,Go Asia,,,,,,no,,,,,https://goasia.net/de/store_list/berlin-frankfurter-allee,52.5142829,13.4712425,
Lidl,Oberlandstraße,17,12099,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/f/berlin-tempelhof-schoeneberg/tempelhof-oberlandstr-17.html,52.4651646,13.4162852,
Alsaadeh Market,,,,,,,,,,,,,,,,,,52.4691883,13.3415881,
Supermarkt Al Qubitry,,,,,Mo-Sa 09:00-18:00,,,,,,,,,,,,,52.4504068,13.3420791,
EDEKA Gayermann,Barnetstraße,41,12305,Berlin,Mo-Sa 07:00-22:00,EDEKA,,yes,yes,,yes,yes,,,+49 30 70073515,,https://www.edeka.de/eh/minden-hannover/edeka-gayermann-barnetstr.-41-42/index.jsp,52.3982545,13.3911351,
Lidl,Nuthestraße,5,12307,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,limited,,,,,,52.3973864,13.3912786,
Penny,Askanierring,40-41,13585,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,,52.5479194,13.1943753,
Bio Company,,,,,Mo-Sa 08:00-20:00,Bio Company,,yes,yes,yes,,,,,,,,52.523023,13.464467,
Saigon Taste,,,,,,,,,,,,,,,,,,52.5297298,13.42506,
Netto,Elfriede-Tygör-Straße,5,10319,Berlin,Mo-Sa 07:00-20:00,Netto,,,,,,limited,,,,,,52.5040888,13.519633,
REWE Rocco Bräsemann,Malteserstraße,136,12249,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,+49 30 76683723,,,52.4208158,13.3595219,
Exo Markt,,,,,,,,,,,,,,,,,,52.5664697,13.3298797,
Hayal Supermarkt,,,,,,,,,,,,,,,,,,52.5650484,13.3281349,
Zora,Bouchéstraße,39,,,Mo-Sa 09:30-21:30,,,,,,,yes,,,,,https://www.zorastore.eu,52.4876817,13.444187,
Vinh-Loi,,,,,,,,,,,,,,,,,,52.4556476,13.3862597,
Denns BioMarkt,Turmstraße,29,10551,Berlin,"Mo-Sa 08:00-21:00; Su,PH off",Denns BioMarkt,,,yes,yes,,yes,,,,,,52.5264982,13.3421363,
Rewe,Hallesches Ufer,40,10963,Berlin,"Mo-Fr 06:00-24:00, Sa 06:00-23:30; Su,PH off",Rewe,,,,,,yes,,,,,,52.4998312,13.3845722,
deli am Markt,,,,,Mo-Fr 06:00-17:30; Sa 06:00-16:30,,,,,,,,,,,,,52.5437602,13.441346,
Schweden-Markt,Clayallee,347a,14169,Berlin,,,,,,,,,,,,,https://www.schweden-markt.de/,52.4362985,13.260435,
kleene Bio Company,,,,,Mo-Sa 08:00-20:00,,,,,,,,,,,,,52.570312,13.4052755,
Aldi,Hauptstraße,37,13127,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,,52.612039,13.4344649,
Lidl,Kurfürstendamm,231,10719,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de,52.5037195,13.3331254,
Galeria Markthalle,,,10967,Berlin,Mo-Sa 08:00-20:00,Galeria,,yes,,yes,,,,,+49 (0)30 6955 2490,,https://www.galeria-markthalle.de,52.4872366,13.4238024,
Aldi,Hoeppnerstraße,3-13,12101,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,yes,yes,,,limited,,,+49 800 7234870,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/hoeppnerstrasse-3-13/3181724,52.471402,13.3840621,
Nah und Gut,Breisgauer Straße,20,14129,Berlin,Mo-Fr 08:00-20:00 Sa 08:00-18:00,Edeka,,,,yes,,,,,03080109143,,,52.436621,13.215871,
EDEKA Kelz,Franz-Mehring-Platz,6,10243,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,,,,+49 3084418726,,https://www.edeka.de/eh/minden-hannover/edeka-kelz-franz-mehring-platz-6/index.jsp,52.5142024,13.4379257,
Netto Marken-Discount,Otto-Schmirgal-Straße,3,10319,Berlin,"Mo-Sa 07:00-22:00; Su, PH off",Netto Marken-Discount,,,,,,yes,,,,,,52.4973075,13.5205945,
Edeka,,,,,Mo-Sa 07:00-22:00,Edeka,,yes,yes,,,yes,,,,,,52.4795197,13.4375275,
EDEKA Korkmaz,Osnabrücker Straße,27,10589,,Mo-Sa 09:00-21:00,Edeka,,,,,,,,,,,https://www.edeka.de/,52.5255904,13.301564,
Kaufland,,,,,"Mo-Sa 07:00-22:00; Su, PH off",Kaufland,,,,,,yes,,,,,,52.4292235,13.4548179,
Berlin Market,,,,,,,,,,,,,,,,,,52.4641576,13.4329347,
Baraka Supermarkt,,,,,,,,,,,,,,,,,,52.5532459,13.3475192,
Lidl,,5-10,10967,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,,,,,,,52.4869358,13.4239098,
Bio Frischemarkt Grünschnabel,Steinstraße,37,12307,Berlin,Mo-Fr 07:00-20:00; Sa 08:00-18:00; PH off,,,,,,,,,,,info@biolichtenrade.de,,52.3881153,13.3979986,
Edeka,Falkenberger Chaussee,99,13059,,,,,,,,,,,,,,,52.5687098,13.5169909,
Rewe,Friedrichstraße,111,10117,,Mo-Sa 07:00-22:00,Rewe,,,,,,,,,,,https://www.rewe.de/marktseite/berlin-mitte/1762009/rewe-markt-friedrichstr-111/,52.5254978,13.3887617,
EDEKA,Lehrter Straße,24,10557,Berlin,Mo-Sa 07:00-21:00,Edeka,,,yes,yes,,yes,,,+49 30 340429360,,,52.5311733,13.3618836,
LEDO,Magistratsweg,13,,,Mo-Sa 08:00-20:00,,,,,,,,,,,,,52.5221014,13.162059,
BD,,,,,,,,,,,,,,,,,,52.5132322,13.4730347,
Penny,,,,,Mo-Sa 07:00-22:00,,,,,,,,,,,,,52.4698339,13.4411789,
Denns Biomarkt,Kissinger Straße,1 - 2,14199,,Mo-Sa 08:00-21:00,,,,,,,,,,+49 30 75779772,,https://www.biomarkt.de/berlin-kissinger-str-1-2/marktseite/,52.4791632,13.2862004,
Rewe,,,,,Mo-Sa 07:00-22:00,,,,,,,,,,,,,52.3792948,13.6433837,
REWE,Kantstraße,111,10627,Berlin,Mo-Fr 06:00-24:00; Sa 06:00-23:30,Rewe,,yes,,yes,,yes,,,,,,52.5064104,13.3070913,
Lifl,Tempelhofer Damm,187,,,,,,,,,,,,,,,,52.4595722,13.38488,
REWE,Schivelbeiner Straße,38,10439,Berlin,Mo-Sa 07:00-23:30; 2024 Dec 22 13:00-18:00; PH off,Rewe,multipolygon,yes,yes,yes,,yes,,,,,https://www.rewe.de,52.55048416241368,13.409728591229088,
Lidl,Quitzowstraße,23,10559,Berlin,Mo-Sa 07:00-21:00,Lidl,multipolygon,,,,,yes,,,,,,52.535782143854625,13.352704392027466,
Lidl,Bergstraße,86,,,Mo-Sa 07:00-21:00,Lidl,multipolygon,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/f/berlin/bergstrasse-86.html,52.45857541373976,13.330122378347994,
Bereket Market,,,,,,,multipolygon,,,,,yes,,,,,,52.42613918858929,13.46272001492555,
Edeka,Ollenhauerstraße,107,13403,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,yes,,,+4930 4174928 0,,https://www.edeka.de/eh/minden-hannover/edeka-frede-ollenhauerstr.-107/index.jsp,52.570154205010425,13.32793509219595,
Kaufland,Ollenhauerstraße,122,13403,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Kaufland,,,,,,yes,,,+49 30417056690,,https://filiale.kaufland.de/service/filiale/berlin-reinickendorf-1980.html,52.56765928396603,13.328650865088811,
CAP-Markt,Rüdigerstraße,75,10365,Berlin,"Mo-Fr 07:00-20:00, Sa 07:00-18:00",CAP,,,,,,yes,,,,,,52.51562244725777,13.501669972006729,
REWE City,Im Winkel,39,14195,Berlin,Mo-Sa 06:00-22:00,Rewe,,yes,yes,yes,yes,yes,,,,,,52.45849626126469,13.292457521751807,
Lidl,Cecilienstraße,161,12683,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.529109181091194,13.571024060843978,
Netto Marken-Discount,Cecilienstraße,164,12683,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Biesdorf/Cecilienstr-164/5306/,52.52799327072934,13.570119130502578,
EDEKA Peth,Holländerstraße,70,13407,Berlin,Mo-Fr 07:00-19:00; Sa 07:00-18:00,Edeka,,,,,,yes,,,,,,52.56305093823723,13.343064504424953,
Netto Marken-Discount,Fürstenwalder Allee,8,12589,Berlin,Mo-Sa 07:00-20:00,Netto Marken-Discount,,,,,,yes,,,,,,52.44208255409309,13.685153864416407,
Kale Gida,Streitstraße,59,13587,Berlin,,,,,,,,yes,,,,,,52.56126785679192,13.20785321591079,
Netto Marken-Discount,Adlergestell,271,12489,Berlin,Mo-Sa 07:00-21:00; PH off,Netto Marken-Discount,,,,,,yes,wlan,,+49 30 67 06 87 48,,https://www.netto-online.de/filialen/Berlin-Treptow/Adlergestell-271/7426/,52.43358711557498,13.545510210143746,
Aldi,Otto-Franke-Straße,98,12489,Berlin,Mo-Sa 07:00-20:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/otto-franke-strasse-98/3182134,52.432482463770214,13.547225510008552,
Lidl,Adlergestell,291,12489,,Mo-Sa 07:00-21:00,Lidl,,,,yes,,yes,wlan,,,,https://www.lidl.de/,52.43133490677665,13.548154502925836,
Aldi,Weinstraße,9,10249,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,limited,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/weinstrasse-9/3181628,52.526409189629796,13.426681088062798,
Lidl,Märkische Allee,276,12679,Berlin,Mo-Sa 07:00-21:00; PH off,Lidl,,,,,,yes,,,,,,52.55637700740766,13.55439817567654,
Lidl,Heinrich-Heine-Straße,70,10179,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,,52.50658527942401,13.412528744478323,
EDEKA,Heerstraße,284,13595,Berlin,Mo-Sa 07:00-21:30,EDEKA,,,,,,yes,,,,,,52.5156062535196,13.186233594764905,
NORMA,,,,,,NORMA,,,,,,yes,,,,,,52.59663195184765,13.290752889053595,
Lidl,Waidmannsluster Damm,1,13507,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.59439619506445,13.282073279065754,
PENNY,,,,,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,,52.571995696502206,13.3594314251426,
PENNY,Ruppiner Chaussee,243,13503,Berlin,Mo-Sa 07:00-21:00,Penny,,,,yes,,limited,,,,,https://www.penny.de/,52.61499385443292,13.243698463108698,
Edeka,Ruppiner Chaussee,301,13503,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,+49 30 43662800,,https://www.edeka.de/eh/minden-hannover/edeka-tozlu-ruppiner-chaussee-301/index.jsp,52.61838669090753,13.239055930770704,
Netto Marken-Discount,,,,,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Reinickendorf/Residenzstr-112/7611/,52.56456449029789,13.364549455000487,
Lidl,Alt-Kaulsdorf,56,12621,Berlin,Mo-Sa 07:00-21:00; PH off,Lidl,,,,,,yes,wlan,,,,https://www.lidl.de/,52.504298128873636,13.589229952791216,
