immo_id,title,address,zip_code,latitude,longitude,contact_name,kitchen,balcony,garden,cellar,private,rooms,sqm,rent,extra_costs,media_count,url,neighborhood,district
immowelt_ultimate_8_00198,Traumhafte 6-Zimmer-Turmwohnung in Berlin-Kreuzberg,Schönhauser Allee 141,10997,52.354357,13.44962,Kiez Immobilien,0,0,1,1,0,6.0,174,6219.711124,,23,https://www.immowelt.de/expose/berlin-kreuzberg-198,,Dahme-Spreewald
immowelt_ultimate_10_00217,"Exklusive 4,5-Zimmer-Galeriewohnung in Berlin-Charlottenburg",Sonnenallee 4,10623,52.376235,13.162435,,1,1,0,0,1,4.5,103,2036.493253,356.86,6,https://www.immowelt.de/expose/berlin-charlottenburg-217,,Potsdam-Mittelmark
immowelt_ultimate_10_00218,Elegante 4-Zimmer-Wohnung mit Garten in Berlin-Kreuzberg,Warschauer Straße 222,10961,52.597999,13.62967,Müller & Partner Immobilien,0,1,0,1,1,4.0,99,4857.546092,349.07,9,https://www.immowelt.de/expose/berlin-kreuzberg-218,,Barnim
immowelt_ultimate_10_00219,"Sonnige 1,5-Zimmer-Wohnung mit Balkon in Berlin-Grunewald",Mehringdamm 110,14193,52.42395,13.781058,,1,1,1,0,1,1.5,75,1485.999218,212.44,9,https://www.immowelt.de/expose/berlin-grunewald-219,,Oder-Spree
immowelt_ultimate_13_00242,"Elegante 1,5-Zimmer-Dachterrassenwohnung in Berlin-Wedding",Steglitzer Damm 81,13347,52.690558,13.543772,Spree Properties,1,1,0,1,0,1.5,52,1635.048264,,17,https://www.immowelt.de/expose/berlin-wedding-242,Schönow,Schönow
immowelt_ultimate_13_00243,Exklusive 6-Zimmer-Penthouse in Berlin-Kreuzberg,Kantstraße 111,10965,52.557897,13.232991,City Living Berlin,1,1,0,0,0,6.0,149,6759.448203,155.48,14,https://www.immowelt.de/expose/berlin-kreuzberg-243,Haselhorst,Spandau
immowelt_ultimate_13_00244,"Erstbezug 4,5-Zimmer-Maisonette in Berlin-Neukölln",Savignyplatz 3,12059,52.335336,13.634598,,1,0,0,0,0,4.5,99,1281.181974,138.44,14,https://www.immowelt.de/expose/berlin-neukölln-244,,Dahme-Spreewald
immowelt_ultimate_13_00245,Ruhige 5-Zimmer-Loft in Berlin-Hellersdorf,Savignyplatz 152,12619,52.341826,13.521807,Friedrichshain Properties,0,0,0,0,0,5.0,117,1202.800227,331.01,15,https://www.immowelt.de/expose/berlin-hellersdorf-245,,Dahme-Spreewald
immowelt_ultimate_13_00246,Möblierte 6-Zimmer-Wohnung mit Garten in Berlin-Wilmersdorf,Bergmannstraße 139,10713,52.479074,13.798623,Kreuzberg Wohnen,1,0,0,0,0,6.0,195,7552.260579,,26,https://www.immowelt.de/expose/berlin-wilmersdorf-246,,Märkisch-Oderland
immowelt_ultimate_13_00247,Gemütliche 3-Zimmer-Maisonette in Berlin-Frohnau,Invalidenstraße 85,13465,52.391804,13.341974,,0,0,0,0,0,3.0,77,886.1028903,,17,https://www.immowelt.de/expose/berlin-frohnau-247,,Teltow-Fläming
immowelt_ultimate_16_00269,"Charmante 4,5-Zimmer-Dachterrassenwohnung in Berlin-Köpenick",Yorckstraße 273,12587,52.357475,13.265652,Steglitz Properties,1,1,0,0,1,4.5,125,2372.946987,,34,https://www.immowelt.de/expose/berlin-köpenick-269,Ruhlsdorf,Ruhlsdorf
immowelt_ultimate_16_00270,"Möblierte 2,5-Zimmer-Gartenwohnung in Berlin-Treptow",Savignyplatz 84,12487,52.514793,13.752093,,0,1,0,0,1,2.5,95,1610.088905,373.58,25,https://www.immowelt.de/expose/berlin-treptow-270,Vogelsdorf,Vogelsdorf
immowelt_ultimate_16_00271,Freundliche 3-Zimmer-Galeriewohnung in Berlin-Köpenick,Warschauer Straße 292,12559,52.307726,13.410744,,1,1,0,0,0,3.0,84,2034.486875,256.5,10,https://www.immowelt.de/expose/berlin-köpenick-271,,Teltow-Fläming
immowelt_ultimate_16_00272,Ruhige 4-Zimmer-Etagenwohnung in Berlin-Tegel,Unter den Linden 237,13507,52.348233,13.358027,,1,0,0,1,1,4.0,94,1510.903536,235.56,28,https://www.immowelt.de/expose/berlin-tegel-272,,Teltow-Fläming
immowelt_ultimate_16_00273,"Großzügige 3,5-Zimmer-Apartment in Berlin-Friedrichshain",Schönhauser Allee 46,10249,52.5092,13.596151,City Living Berlin,1,0,1,0,1,3.5,78,2536.812939,333.63,17,https://www.immowelt.de/expose/berlin-friedrichshain-273,Kaulsdorf,Kaulsdorf
immowelt_ultimate_16_00274,Möblierte 2-Zimmer-Erdgeschoss in Berlin-Dahlem,Torstraße 37,14195,52.327721,13.244177,,1,1,0,0,0,2.0,65,2230.233204,52.5,18,https://www.immowelt.de/expose/berlin-dahlem-274,Ahrensdorf,Ahrensdorf
immowelt_ultimate_16_00275,Stilvolle 4-Zimmer-Galeriewohnung in Berlin-Tegel,Rheinstraße 229,13509,52.536313,13.383761,Hausverwaltung Berlin,0,1,0,0,1,4.0,88,1829.822756,345.92,16,https://www.immowelt.de/expose/berlin-tegel-275,Gesundbrunnen,Gesundbrunnen
immowelt_ultimate_16_00276,"Erstbezug 1,5-Zimmer-Wohnung mit Garten in Berlin-Frohnau",Wilmersdorfer Straße 108,13465,52.614444,13.388981,Neukölln Properties,0,1,0,0,0,1.5,41,1563.074865,198.99,8,https://www.immowelt.de/expose/berlin-frohnau-276,Blankenfelde,Blankenfelde
immowelt_ultimate_16_00277,Gemütliche 5-Zimmer-Studio in Berlin-Spandau,Badstraße 10,13595,52.31935,13.582795,Müller & Partner Immobilien,0,1,0,1,0,5.0,138,2261.545166,,24,https://www.immowelt.de/expose/berlin-spandau-277,,Dahme-Spreewald
immowelt_ultimate_16_00278,Komplett renovierte 6-Zimmer-Dachgeschoss in Berlin-Hellersdorf,Invalidenstraße 177,12629,52.552192,13.592552,,1,1,0,0,1,6.0,167,2724.401365,,21,https://www.immowelt.de/expose/berlin-hellersdorf-278,Eiche Süd,Eiche Süd
immowelt_ultimate_16_00279,Bezugsfreie 7-Zimmer-Wohnung mit Balkon in Berlin-Zehlendorf,Hermannstraße 70,14167,52.442122,13.427513,Metropolitan Properties,1,1,0,0,1,7.0,196,6376.833922,154.66,26,https://www.immowelt.de/expose/berlin-zehlendorf-279,Britz,Britz
immowelt_ultimate_16_00280,Bezugsfreie 5-Zimmer-Wohnung mit Balkon in Berlin-Wilmersdorf,Yorckstraße 140,10715,52.355755,13.400738,Steglitz Properties,0,1,0,0,1,5.0,140,6268.28486,,27,https://www.immowelt.de/expose/berlin-wilmersdorf-280,,Teltow-Fläming
immowelt_ultimate_16_00281,Exklusive 6-Zimmer-Penthouse in Berlin-Neukölln,Unter den Linden 53,12055,52.563626,13.258721,Prenzlauer Berg Living,1,1,0,0,1,6.0,122,2416.380756,105.94,23,https://www.immowelt.de/expose/berlin-neukölln-281,Saatwinkel,Tegel
immowelt_ultimate_16_00282,Geräumige 6-Zimmer-Zwischenetage in Berlin-Wilmersdorf,Rosenthaler Straße 215,10711,52.417988,13.232893,Urban Living Berlin,1,1,0,0,0,6.0,177,4612.022062,60.08,15,https://www.immowelt.de/expose/berlin-wilmersdorf-282,Gérard’sche Siedlung,Gérard’sche Siedlung
immowelt_ultimate_17_00293,"Geräumige 3,5-Zimmer-Dachterrassenwohnung in Berlin-Marzahn",Kollwitzplatz 192,12681,52.584823,13.615454,Friedrichshain Properties,0,1,0,0,1,3.5,102,1083.779855,275.17,22,https://www.immowelt.de/expose/berlin-marzahn-293,Mehrow,Mehrow
immowelt_ultimate_17_00294,Elegante 1-Zimmer-Neubau in Berlin-Tegel,Gneisenaustraße 292,13507,52.473932,13.630962,Friedrichshain Properties,0,0,0,1,1,1.0,33,1086.443413,,25,https://www.immowelt.de/expose/berlin-tegel-294,Friedrichshagen,Friedrichshagen
immowelt_ultimate_17_00295,"Moderne 1,5-Zimmer-Maisonette in Berlin-Tempelhof",Greifswalder Straße 70,12105,52.551335,13.538643,,1,0,0,0,1,1.5,42,566.4159437,89.52,9,https://www.immowelt.de/expose/berlin-tempelhof-295,Marzahn,Marzahn
immowelt_ultimate_17_00296,Gemütliche 1-Zimmer-Turmwohnung in Berlin-Dahlem,Wilmersdorfer Straße 49,14195,52.58373,13.447382,Spree Properties,0,0,0,0,0,1.0,47,1727.399282,,25,https://www.immowelt.de/expose/berlin-dahlem-296,Blankenburg,Blankenburg
immowelt_ultimate_17_00297,"Lichtdurchflutete 6,5-Zimmer-Dachterrassenwohnung in Berlin-Lichtenberg",Savignyplatz 292,10319,52.316545,13.202806,,1,0,0,0,0,6.5,147,2519.312335,,5,https://www.immowelt.de/expose/berlin-lichtenberg-297,Ahrensdorf,Ahrensdorf
immowelt_ultimate_17_00298,Helle 5-Zimmer-Hochparterre in Berlin-Marzahn,Reinickendorfer Straße 86,12683,52.552331,13.608225,Friedrichshain Properties,0,0,0,0,1,5.0,120,2615.253049,359.31,24,https://www.immowelt.de/expose/berlin-marzahn-298,,Barnim
immowelt_ultimate_17_00299,"Kernsanierte 1,5-Zimmer-Gartenwohnung in Berlin-Kreuzberg",Frankfurter Allee 216,10997,52.583225,13.387415,Urban Living Berlin,1,1,0,0,0,1.5,44,1439.219758,357.55,15,https://www.immowelt.de/expose/berlin-kreuzberg-299,Niederschönhausen,Niederschönhausen
immowelt_ultimate_17_00300,"Geräumige 1,5-Zimmer-Apartment in Berlin-Pankow",Badstraße 218,13187,52.505359,13.459413,Schmidt Immobilien,0,1,0,0,1,1.5,38,915.9673924,97.09,10,https://www.immowelt.de/expose/berlin-pankow-300,Rudolfkiez,Friedrichshain
immowelt_ultimate_17_00301,Schöne 5-Zimmer-Turmwohnung in Berlin-Zehlendorf,Invalidenstraße 110,14165,52.444812,13.780246,,0,1,0,0,0,5.0,129,4443.429669,254.43,10,https://www.immowelt.de/expose/berlin-zehlendorf-301,,Oder-Spree
immowelt_ultimate_17_00302,"Top-moderne 2,5-Zimmer-Wohnung mit Balkon in Berlin-Friedrichshain",Thielallee 140,10245,52.55587,13.236365,,0,0,0,0,1,2.5,60,1150.08633,112.06,32,https://www.immowelt.de/expose/berlin-friedrichshain-302,Haselhorst,Spandau
immowelt_ultimate_17_00303,Renovierte 5-Zimmer-Wohnung in Berlin-Marzahn,Danziger Straße 27,12679,52.592178,13.155561,Hausverwaltung Berlin,0,1,0,0,1,5.0,123,2839.825233,,32,https://www.immowelt.de/expose/berlin-marzahn-303,Hakenfelde,Spandau
immowelt_ultimate_17_00304,"Erstbezug 6,5-Zimmer-Dachgeschoss in Berlin-Friedrichshain",Landsberger Allee 288,10243,52.690588,13.777428,,1,1,0,1,0,6.5,177,6745.207903,,23,https://www.immowelt.de/expose/berlin-friedrichshain-304,Beiersdorf,Beiersdorf
immowelt_ultimate_17_00305,Komplett renovierte 6-Zimmer-Erdgeschoss in Berlin-Mitte,Potsdamer Platz 39,10179,52.639479,13.278757,,1,0,0,1,1,6.0,191,8918.271785,233.35,34,https://www.immowelt.de/expose/berlin-mitte-305,Frohnau,Frohnau
immowelt_ultimate_17_00306,Repräsentative 7-Zimmer-Etagenwohnung in Berlin-Hellersdorf,Greifswalder Straße 22,12621,52.358792,13.77941,,1,1,0,0,0,7.0,142,1721.848315,241.9,14,https://www.immowelt.de/expose/berlin-hellersdorf-306,Hartmannsdorf,Hartmannsdorf
immowelt_ultimate_17_00307,"Kernsanierte 4,5-Zimmer-Loft in Berlin-Tempelhof",Friedrichstraße 70,12107,52.434109,13.18928,Schmidt Immobilien,1,1,0,1,1,4.5,99,1437.588204,,8,https://www.immowelt.de/expose/berlin-tempelhof-307,Nikolassee,Nikolassee
immowelt_ultimate_17_00308,Ruhige 1-Zimmer-Altbau in Berlin-Wedding,Kollwitzplatz 296,13359,52.531205,13.483391,,0,0,0,0,0,1.0,41,352.8598298,,13,https://www.immowelt.de/expose/berlin-wedding-308,Fennpfuhl,Fennpfuhl
immowelt_ultimate_17_00309,"Kernsanierte 4,5-Zimmer-Etagenwohnung in Berlin-Tegel",Steglitzer Damm 136,13507,52.674139,13.785902,,1,1,0,0,1,4.5,136,3514.676978,115.82,6,https://www.immowelt.de/expose/berlin-tegel-309,Beiersdorf,Beiersdorf
immowelt_ultimate_17_00310,Bezugsfreie 5-Zimmer-Hochparterre in Berlin-Charlottenburg,Leipziger Straße 204,10629,52.581637,13.447948,,1,1,0,1,0,5.0,110,4577.126657,345.65,11,https://www.immowelt.de/expose/berlin-charlottenburg-310,Blankenburg,Blankenburg
immowelt_ultimate_17_00311,"Attraktive 6,5-Zimmer-Apartment in Berlin-Tegel",Friedrichstraße 167,13507,52.670755,13.381003,Schmidt Immobilien,1,1,0,0,1,6.5,184,3160.698851,,25,https://www.immowelt.de/expose/berlin-tegel-311,,Oberhavel
immowelt_ultimate_17_00312,"Freundliche 6,5-Zimmer-Souterrainwohnung in Berlin-Lichtenberg",Brunnenstraße 271,10317,52.681635,13.360816,Kiez Immobilien,1,0,0,1,0,6.5,148,4155.885956,97.84,29,https://www.immowelt.de/expose/berlin-lichtenberg-312,,Oberhavel
immowelt_ultimate_18_00327,"Teilmöblierte 4,5-Zimmer-Dachgeschoss in Berlin-Prenzlauer Berg",Königin-Luise-Straße 194,10437,52.587152,13.735545,,0,1,0,1,1,4.5,124,5173.208563,303.07,23,https://www.immowelt.de/expose/berlin-prenzlauer-berg-327,,Märkisch-Oderland
immowelt_ultimate_18_00328,"Kernsanierte 3,5-Zimmer-Galeriewohnung in Berlin-Prenzlauer Berg",Invalidenstraße 236,10407,52.391039,13.101775,Premium Wohnen Berlin,0,1,0,0,1,3.5,119,2145.520818,82.47,9,https://www.immowelt.de/expose/berlin-prenzlauer-berg-328,Babelsberg Süd,Babelsberg Süd
immowelt_ultimate_18_00329,Moderne 6-Zimmer-Etagenwohnung in Berlin-Prenzlauer Berg,Kollwitzplatz 82,10405,52.589224,13.453296,,0,1,0,0,0,6.0,121,6159.713294,47.48,17,https://www.immowelt.de/expose/berlin-prenzlauer-berg-329,Blankenburg,Blankenburg
immowelt_ultimate_18_00330,"Traumhafte 2,5-Zimmer-Wohnung in Berlin-Prenzlauer Berg",Helmholtzplatz 137,10435,52.573164,13.473342,Premium Wohnen Berlin,1,1,0,0,1,2.5,95,2427.479928,370.39,22,https://www.immowelt.de/expose/berlin-prenzlauer-berg-330,Stadtrandsiedlung Malchow,Stadtrandsiedlung Malchow
immowelt_ultimate_18_00331,"Sonnige 5,5-Zimmer-Altbau in Berlin-Prenzlauer Berg",Rheinstraße 231,10409,52.683345,13.648348,,1,1,0,0,1,5.5,199,2682.534679,329.1,28,https://www.immowelt.de/expose/berlin-prenzlauer-berg-331,Börnicke,Börnicke
immowelt_ultimate_18_00332,"Exklusive 6,5-Zimmer-Souterrainwohnung in Berlin-Prenzlauer Berg",Kurfürstendamm 56,10437,52.322245,13.558323,Schmidt Immobilien,1,0,0,0,0,6.5,121,3550.331101,169.32,16,https://www.immowelt.de/expose/berlin-prenzlauer-berg-332,,Dahme-Spreewald
immowelt_ultimate_18_00333,Möblierte 1-Zimmer-Wohnung mit Garten in Berlin-Prenzlauer Berg,Königin-Luise-Straße 27,10409,52.522617,13.499226,Schmidt Immobilien,0,1,0,0,0,1.0,40,2730.574722,70.51,7,https://www.immowelt.de/expose/berlin-prenzlauer-berg-333,Lichtenberg,Lichtenberg
immowelt_ultimate_18_00334,"Repräsentative 2,5-Zimmer-Wohnung mit Terrasse in Berlin-Prenzlauer Berg",Müllerstraße 19,10439,52.600447,13.522517,,1,1,0,0,1,2.5,91,2619.487843,,11,https://www.immowelt.de/expose/berlin-prenzlauer-berg-334,,Barnim
immowelt_ultimate_18_00335,Kernsanierte 1-Zimmer-Dachterrassenwohnung in Berlin-Prenzlauer Berg,Invalidenstraße 154,10435,52.51547,13.66383,Spree Properties,0,1,0,1,0,1.0,40,2072.76462,,5,https://www.immowelt.de/expose/berlin-prenzlauer-berg-335,,Märkisch-Oderland
immowelt_ultimate_18_00336,Komplett renovierte 6-Zimmer-Gartenwohnung in Berlin-Prenzlauer Berg,Clayallee 167,10435,52.652033,13.731269,,0,0,0,1,0,6.0,160,8415.471809,,27,https://www.immowelt.de/expose/berlin-prenzlauer-berg-336,,Barnim
immowelt_ultimate_18_00337,Exklusive 3-Zimmer-Apartment in Berlin-Prenzlauer Berg,Rosenthaler Straße 177,10409,52.657738,13.639932,City Living Berlin,0,0,0,0,1,3.0,63,1374.803545,211.27,17,https://www.immowelt.de/expose/berlin-prenzlauer-berg-337,Börnicke,Börnicke
immowelt_ultimate_18_00338,Zentrale 7-Zimmer-Wohnung mit Balkon in Berlin-Prenzlauer Berg,Danziger Straße 182,10405,52.69045,13.390874,Schmidt Immobilien,1,1,0,0,1,7.0,134,5973.662232,323.08,10,https://www.immowelt.de/expose/berlin-prenzlauer-berg-338,,Oberhavel
immowelt_ultimate_18_00339,Teilmöblierte 6-Zimmer-Loft in Berlin-Prenzlauer Berg,Residenzstraße 69,10409,52.474324,13.311405,Hausverwaltung Berlin,1,1,0,0,1,6.0,148,6623.4822,33.94,14,https://www.immowelt.de/expose/berlin-prenzlauer-berg-339,Wilmersdorf,Wilmersdorf
immowelt_ultimate_18_00340,Moderne 2-Zimmer-Erdgeschoss in Berlin-Prenzlauer Berg,Kantstraße 135,10439,52.596556,13.159386,,1,1,0,0,0,2.0,68,2583.916328,395.13,14,https://www.immowelt.de/expose/berlin-prenzlauer-berg-340,Hakenfelde,Spandau
immowelt_ultimate_18_00341,Sonnige 7-Zimmer-Neubau in Berlin-Prenzlauer Berg,Clayallee 68,10407,52.302225,13.544779,Hauptstadt Immobilien,1,1,0,1,1,7.0,194,3651.030515,357.73,16,https://www.immowelt.de/expose/berlin-prenzlauer-berg-341,,Dahme-Spreewald
immowelt_ultimate_18_00342,Ruhige 4-Zimmer-Zwischenetage in Berlin-Prenzlauer Berg,Savignyplatz 21,10405,52.537631,13.495577,Mitte Immobilien,0,0,0,0,0,4.0,95,3199.382034,,13,https://www.immowelt.de/expose/berlin-prenzlauer-berg-342,Alt-Hohenschönhausen,Alt-Hohenschönhausen
immowelt_ultimate_18_00343,Teilmöblierte 3-Zimmer-Gartenwohnung in Berlin-Prenzlauer Berg,Kurfürstendamm 27,10437,52.589622,13.538632,Kiez Immobilien,0,0,0,1,0,3.0,69,1368.736086,,8,https://www.immowelt.de/expose/berlin-prenzlauer-berg-343,Wartenberg,Wartenberg
immowelt_ultimate_18_00344,Renovierte 4-Zimmer-Souterrainwohnung in Berlin-Prenzlauer Berg,Greifswalder Straße 126,10409,52.406502,13.784816,Neukölln Properties,1,1,0,0,0,4.0,75,3280.36569,,18,https://www.immowelt.de/expose/berlin-prenzlauer-berg-344,,Oder-Spree
immowelt_ultimate_18_00345,"Stilvolle 1,5-Zimmer-Neubau in Berlin-Prenzlauer Berg",Karl-Marx-Allee 16,10409,52.428779,13.667499,Metropolitan Properties,1,1,0,0,1,1.5,53,2445.189622,,16,https://www.immowelt.de/expose/berlin-prenzlauer-berg-345,Köpenick,Köpenick
immowelt_ultimate_19_00362,Designer 3-Zimmer-Gartenwohnung in Berlin-Kreuzberg,Residenzstraße 58,10969,52.462131,13.73456,Hausverwaltung Berlin,1,1,0,0,0,3.0,73,3398.40113,263.06,13,https://www.immowelt.de/expose/berlin-kreuzberg-362,,Oder-Spree
immowelt_ultimate_19_00363,"Erstbezug 3,5-Zimmer-Hochparterre in Berlin-Kreuzberg",Steglitzer Damm 123,10997,52.527938,13.112804,Steglitz Properties,0,1,0,0,1,3.5,107,3846.619193,,9,https://www.immowelt.de/expose/berlin-kreuzberg-363,,Havelland
immowelt_ultimate_19_00364,Sonnige 5-Zimmer-Erdgeschoss in Berlin-Kreuzberg,Sonnenallee 294,10967,52.337365,13.757278,Friedrichshain Properties,0,0,0,0,1,5.0,136,5408.410408,295.79,29,https://www.immowelt.de/expose/berlin-kreuzberg-364,Hartmannsdorf,Hartmannsdorf
immowelt_ultimate_19_00365,Ruhige 3-Zimmer-Wohnung mit Garten in Berlin-Kreuzberg,Kurfürstendamm 126,10967,52.462513,13.524812,,1,1,1,0,0,3.0,83,2129.579725,,6,https://www.immowelt.de/expose/berlin-kreuzberg-365,Oberschöneweide,Oberschöneweide
immowelt_ultimate_19_00366,Attraktive 5-Zimmer-Neubau in Berlin-Kreuzberg,Kantstraße 51,10965,52.318536,13.140254,,0,0,0,1,0,5.0,128,5658.226728,129.46,35,https://www.immowelt.de/expose/berlin-kreuzberg-366,,Potsdam-Mittelmark
immowelt_ultimate_19_00367,"Sonnige 3,5-Zimmer-Wohnung mit Garten in Berlin-Kreuzberg",Bergmannstraße 38,10997,52.447337,13.497422,,0,1,0,0,0,3.5,99,2304.76103,,32,https://www.immowelt.de/expose/berlin-kreuzberg-367,Johannisthal,Johannisthal
immowelt_ultimate_19_00368,Attraktive 6-Zimmer-Altbau in Berlin-Kreuzberg,Sonnenallee 217,10961,52.34858,13.709076,Müller & Partner Immobilien,0,1,0,0,0,6.0,179,7361.003017,33.61,35,https://www.immowelt.de/expose/berlin-kreuzberg-368,Wernsdorf,Wernsdorf
immowelt_ultimate_19_00369,Schöne 5-Zimmer-Etagenwohnung in Berlin-Kreuzberg,Müllerstraße 75,10997,52.547802,13.220368,,1,1,0,0,0,5.0,117,2186.357722,200.16,20,https://www.immowelt.de/expose/berlin-kreuzberg-369,Hakenfelde,Spandau
immowelt_ultimate_19_00370,Elegante 6-Zimmer-Dachgeschoss in Berlin-Kreuzberg,Kantstraße 155,10967,52.460419,13.472935,Kreuzberg Wohnen,0,1,0,0,0,6.0,160,5629.933812,,28,https://www.immowelt.de/expose/berlin-kreuzberg-370,Neukölln,Neukölln
immowelt_ultimate_19_00391,"Sonnige 1,5-Zimmer-Wohnung mit Terrasse in Berlin-Kreuzberg",Prenzlauer Allee 88,10969,52.666018,13.122688,,0,0,0,0,1,1.5,50,1292.567559,118.5,27,https://www.immowelt.de/expose/berlin-kreuzberg-391,Marwitz,Marwitz
immowelt_ultimate_19_00392,"Möblierte 2,5-Zimmer-Apartment in Berlin-Kreuzberg",Schönhauser Allee 58,10963,52.502049,13.573748,Charlottenburg Estates,1,1,0,0,0,2.5,63,2858.60047,128.56,10,https://www.immowelt.de/expose/berlin-kreuzberg-392,Biesdorf,Biesdorf
immowelt_ultimate_19_00393,"Traumhafte 5,5-Zimmer-Altbau in Berlin-Kreuzberg",Sonnenallee 83,10997,52.624814,13.431318,,1,0,1,0,1,5.5,180,7255.903404,81.92,16,https://www.immowelt.de/expose/berlin-kreuzberg-393,Französisch Buchholz,Französisch Buchholz
immowelt_ultimate_19_00394,Exklusive 7-Zimmer-Erdgeschoss in Berlin-Kreuzberg,Kurfürstendamm 188,10961,52.644428,13.646582,,1,1,0,0,1,7.0,177,6857.425363,341.33,22,https://www.immowelt.de/expose/berlin-kreuzberg-394,,Barnim
immowelt_ultimate_20_00422,"Traumhafte 6,5-Zimmer-Neubau in Berlin-Schöneberg",Yorckstraße 2,10779,52.327868,13.385038,,1,1,0,0,1,6.5,156,5130.858342,217.76,25,https://www.immowelt.de/expose/berlin-schöneberg-422,,Teltow-Fläming
immowelt_ultimate_20_00423,Luxuriöse 7-Zimmer-Altbau in Berlin-Marzahn,Königin-Luise-Straße 180,12683,52.357534,13.291294,Hausverwaltung Berlin,0,1,1,1,1,7.0,143,1835.721965,51.81,9,https://www.immowelt.de/expose/berlin-marzahn-423,Großbeeren,Großbeeren
immowelt_ultimate_20_00424,Repräsentative 3-Zimmer-Maisonette in Berlin-Tegel,Danziger Straße 262,13507,52.505987,13.364552,,0,1,1,0,0,3.0,62,1069.593257,213.93,17,https://www.immowelt.de/expose/berlin-tegel-424,Botschaftsviertel,Tiergarten
immowelt_ultimate_20_00425,"Designer 4,5-Zimmer-Galeriewohnung in Berlin-Tegel",Rheinstraße 90,13507,52.489751,13.297844,Wedding Wohnen,0,0,0,0,1,4.5,138,835.4523641,,21,https://www.immowelt.de/expose/berlin-tegel-425,Schmargendorf,Schmargendorf
immowelt_ultimate_20_00426,Komplett renovierte 2-Zimmer-Altbau in Berlin-Grunewald,Kurfürstendamm 261,14193,52.606105,13.77051,Kreuzberg Wohnen,0,1,0,0,1,2.0,39,1822.095149,266.36,28,https://www.immowelt.de/expose/berlin-grunewald-426,,Märkisch-Oderland
immowelt_ultimate_20_00427,Hochwertige 4-Zimmer-Galeriewohnung in Berlin-Lichtenberg,Wilmersdorfer Straße 63,10367,52.569608,13.716669,Neukölln Properties,1,1,0,0,0,4.0,99,2021.95301,200.04,20,https://www.immowelt.de/expose/berlin-lichtenberg-427,Altlandsberg-West,Altlandsberg-West
immowelt_ultimate_22_00449,"Top-moderne 4,5-Zimmer-Wohnung mit Balkon in Berlin-Kreuzberg",Landsberger Allee 167,10965,52.478519,13.680713,Urban Living Berlin,1,1,0,0,0,4.5,128,2625.725091,131.97,12,https://www.immowelt.de/expose/berlin-kreuzberg-449,,Oder-Spree
immowelt_ultimate_22_00450,Sonnige 1-Zimmer-Turmwohnung in Berlin-Wedding,Kantstraße 2,13353,52.506084,13.374806,Kiez Immobilien,0,1,1,0,0,1.0,28,852.6635578,,28,https://www.immowelt.de/expose/berlin-wedding-450,Tiergarten,Tiergarten
immowelt_ultimate_22_00451,"Großzügige 1,5-Zimmer-Altbau in Berlin-Moabit",Helmholtzplatz 226,10553,52.474922,13.689789,Kiez Immobilien,0,1,0,0,1,1.5,63,1326.077368,,29,https://www.immowelt.de/expose/berlin-moabit-451,,Oder-Spree
immowelt_ultimate_22_00452,Ruhige 1-Zimmer-Penthouse in Berlin-Pankow,Frankfurter Allee 119,13189,52.580337,13.558783,,0,0,0,0,1,1.0,36,679.3566341,197.25,23,https://www.immowelt.de/expose/berlin-pankow-452,Falkenberg,Falkenberg
immowelt_ultimate_22_00453,"Sonnige 1,5-Zimmer-Loft in Berlin-Zehlendorf",Heerstraße 177,14167,52.530135,13.343082,,0,1,0,0,1,1.5,53,1131.492143,219.33,34,https://www.immowelt.de/expose/berlin-zehlendorf-453,Moabit,Moabit
immowelt_ultimate_22_00454,Kernsanierte 6-Zimmer-Zwischenetage in Berlin-Lichtenberg,Potsdamer Platz 162,10367,52.483322,13.777021,,1,1,0,0,0,6.0,174,1599.923109,183.59,5,https://www.immowelt.de/expose/berlin-lichtenberg-454,,Märkisch-Oderland
immowelt_ultimate_23_00479,Sonnige 3-Zimmer-Gartenwohnung in Berlin-Kreuzberg,Karl-Marx-Straße 94,10969,52.563344,13.5638,Urban Living Berlin,1,1,1,0,1,3.0,91,2614.922552,344.49,12,https://www.immowelt.de/expose/berlin-kreuzberg-479,Berlin-Ahrensfelde,Marzahn
immowelt_ultimate_23_00480,"Moderne 6,5-Zimmer-Wohnung mit Terrasse in Berlin-Reinickendorf",Invalidenstraße 145,13403,52.568697,13.464422,Premium Wohnen Berlin,1,1,0,1,1,6.5,188,4759.981138,332.35,16,https://www.immowelt.de/expose/berlin-reinickendorf-480,Stadtrandsiedlung Malchow,Stadtrandsiedlung Malchow
immowelt_ultimate_23_00481,Sanierte 3-Zimmer-Wohnung mit Terrasse in Berlin-Neukölln,Gneisenaustraße 110,12053,52.577004,13.729376,Charlottenburg Estates,0,1,0,0,0,3.0,74,1090.617688,296.19,22,https://www.immowelt.de/expose/berlin-neukölln-481,Amtsfreiheit,Amtsfreiheit
immowelt_ultimate_24_00507,Gepflegte 1-Zimmer-Penthouse in Berlin-Moabit,Gneisenaustraße 86,10559,52.558042,13.323183,Neukölln Properties,1,1,0,0,1,1.0,46,1513.205389,69.7,5,https://www.immowelt.de/expose/berlin-moabit-507,Cité Joffre,Wedding
