addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,atm,branch,brand,brand:wikidata,brand:wikipedia,check_date:opening_hours,name,opening_hours,wheelchair,operator,ref,surveillance,wikidata,atm:network,check_date,contact:phone,level,name:ja,wheelchair:description,addr:place,operator:wikidata,email,fax,opening_hours:signed,phone,toilets:wheelchair,website,description,addr:floor,currency:EUR,drive_through,source,bic,contact:website,man_made,self_service,network,opening_hours:atm,internet_access,internet_access:fee,payment:cash,payment:credit_cards,payment:debit_cards,entrance,fee,internet_access:ssid,post_office,mapillary,contact:fax,cash_in,atm:opening_hours,wikipedia,contact:email,image,short_name,old_name,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,post_office:stamps,name:ar,name:de,name:ru,operator:en,operator:wikipedia,fixme,addr:housename,name:en,note,finance,network:wikidata,payment:mastercard,payment:visa,post_office:brand,post_office:service_provider,post_office:service_provider:wikidata,payment:girocard,office,air_conditioning,building,layer,operator:type,start_date,building:levels,roof:levels,roof:shape,indoor,access,room,western_union,building:part,latitude,longitude
,,,,,,bank,yes,,Commerzbank,Q157617,de:Commerzbank,2024-04-21,Commerzbank,"Mo-Th 09:00-13:00, Fr 09:00-14:00, Mo,We 14:00-16:00, Tu,Th 14:30-18:00",yes,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5634416,13.3278923
Berlin,DE,,12305,Bahnhofstraße,Lichtenrade,bank,yes,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo-Fr 09:00-13:00, Tu,Th 14:00-18:00",yes,Commerzbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dresdner Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3868293,13.4040655
Berlin,DE,46,10627,Wilmersdorfer Straße,Charlottenburg,bank,,,Postbank,Q708835,de:Postbank,,Postbank,"Mo-Fr 09:00-18:00; Sa 10:00-14:00; Su,PH off",yes,,,,,,2025-07-11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5088354,13.3044726
,,,,,,bank,yes,,Sparda-Bank Berlin,Q1656189,de:Sparda-Bank (Deutschland),,Sparda-Bank Berlin,"Mo-Th 09:00-13:00,14:00-18:00, We,Fr 09:00-13:00; PH off",limited,Sparda-Bank Berlin eG,,,,,,,,,,,,,,,,,,,,,,,,https://www.sparda-b.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5460255,13.5924192
Berlin,DE,4,13357,Badstraße,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 032,,,,2024-09-18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5493977,13.3888512
Berlin,DE,307,12351,Johannisthaler Chaussee,Gropiusstadt,bank,yes,Berlin Gropiuspassagen,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo,We 09:00-13:00,14:00-16:00; Tu,Th 09:00-13:00,14:30-18:00; Fr 09:00-14:00",yes,,,,,,,,,,,,,,,,+49306668930,,https://www.commerzbank.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4295618,13.4552885
,,,,,,bank,,,,,,2022-06-05,Gries & Heissel Bankiers,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4891489,13.289254
Berlin,,12,14199,Breite Straße,,bank,yes,,,,,2024-02-12,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.474255,13.2949251
Berlin,,261-263,13591,Brunsbütteler Damm,Staaken,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5325968,13.1578795
Berlin,DE,446,12107,Mariendorfer Damm,Lichtenrade,bank,yes,,,,,2022-11-15,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 149,,,,,,,,,,,,,,,,,,,,,,BELADEBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4147231,13.4006215
Berlin,DE,444,12107,Mariendorfer Damm,Lichtenrade,bank,yes,,Deutsche Bank,Q66048,,,Deutsche Bank,,yes,Deutsche Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4150801,13.4004923
Berlin,DE,,14052,Reichsstraße,Westend,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,Mo-Fr 10:00-13:00,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5129532,13.2668736
Berlin,,10-14,13465,Zeltinger Platz,Frohnau,bank,yes,Filiale 521,Postbank,Q708835,,2024-04-07,Postbank,Mo-Fr 09:00-18:00; Sa 09:00-14:00,yes,Postbank,,,,,,+49 180 2 3333,,,,,Q708835,,,,,,,,,,,,,,,,,,,,,,,,,,post_partner,,,,,,,,,,DHL;Deutsche Post,DHL;Deutsche Post,DHL;Deutsche Post,yes,DHL;Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6328863,13.2916214
,,,,,,bank,,,,,,,Bankhaus Dr. Masel AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5092417,13.2660531
Berlin,,19,12555,Bahnhofstraße,,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-Fr 10:00-13:00, Mo 14:00-16:30; PH off, Tu,Th 14:00-18:00",limited,Berliner Volksbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4573282,13.5785363
,,,,,,bank,yes,,,,,,Berliner Sparkasse,"Mo-Fr 06:00-23:00; Sa,Su 08:00-23:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4131968,13.3531833
Berlin,,21,13051,Zingster Straße,,bank,yes,,,,,,Sparkasse,,yes,Berliner Sparkasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5661469,13.500877
Berlin,,184,12355,Köpenicker Straße,Rudow,bank,yes,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4184785,13.496902
,,,,,,bank,,,Deutsche Bank,Q66048,en:Deutsche Bank,,Deutsche Bank,"Mo,We,Fr 10:00-16:00; Tu,Th 10:00-19:00",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4936804,13.3878115
Berlin,DE,26,14169,Teltower Damm,Zehlendorf,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-We,Fr 10:00-18:00, Th 10:00-19:30",yes,,,,,,2024-12-13,+49 30 306 30,,,,,,,,,,,,,,,,,,http://www.berliner-volksbank.de,,,,,,,,,,,,,,,+49 30 631 550,,,,service@berliner-volksbank.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4322675,13.2587755
Berlin,DE,,12305,Bahnhofstraße,Lichtenrade,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,24/7,yes,,,,,,2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3868166,13.4035311
,,,,,,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-Tu, Th 10:00-13:00, 14:00-16:00; We, Fr 10:00-13:00",yes,Berliner Volksbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5540922,13.4141826
,,,,,,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"""Filiale geschlossen""",no,,,,,,2023-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5934756,13.3337207
Berlin,,6,13057,Warnitzer Straße,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5665645,13.5197431
Berlin,,8-8a,13465,Ludolfingerplatz,,bank,yes,,,,,2024-08-11,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6324225,13.287017
,,,,,,bank,yes,,Sparda-Bank Berlin,Q1656189,de:Sparda-Bank Berlin,2025-05-06,Sparda-Bank Berlin,"Mo-We 09:00-13:00, Tu 14:00-18:00",yes,,,,,,2025-05-06,,,,,,,,,,,,https://www.sparda-b.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5694978,13.4027849
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,2025-05-06,Targobank,"Mo-Fr 10:00-13:00, Mo,Tu,Th 14:00-18:00",yes,,,,,,2025-05-06,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.569363,13.401952
Berlin,DE,6-10,13469,Oraniendamm,Waidmannslust,bank,yes,,,,,2025-07-16,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",limited,Berliner Sparkasse,PKC 209,,,,2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6068092,13.3251975
Berlin,DE,40-42,12489,Dörpfeldstraße,Adlershof,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",limited,Berliner Sparkasse,PKC 152,,,,2025-04-06,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4375561,13.5468079
,,,,,,bank,yes,,Berliner Volksbank,Q821855,,2024-08-11,Berliner Volksbank,Mo-Fr 10:00-13:00,limited,Berliner Volksbank eG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6319119,13.2876529
,,,,,,bank,yes,,Commerzbank,Q157617,,,Commerzbank,"Mo,We 09:00-13:00,14:00-16:00, Tu,Th 09:00-13:00,14:30-18:00, Fr 09:00-14:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4395374,13.2150745
Berlin,DE,37,10787,Budapester Straße,,bank,yes,,Santander,Q875292,en:Santander Bank,2025-05-23,Santander,"Mo,Tu,Th 09:00-13:00,14:00-18:00; We 09:00-13:00,14:00-16:00; Fr 09:00-14:00",yes,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5049536,13.3408648
Berlin,DE,56,14109,Königstraße,Wannsee,bank,yes,,Postbank,Q708835,de:Postbank,,Postbank,,yes,,,,,,,+491803040500,,,,,,,,,,,,,,,,,,http://www.postbank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.418913,13.1572885
,,,,,,bank,,,Targobank,Q1455437,en:Targobank,,Targobank,"Mo-Fr 10:00-13:00, Mo,Tu,Th 14:00-18:00",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.478157,13.4378661
Berlin,DE,21,14169,Teltower Damm,Zehlendorf,bank,yes,,,,,2024-10-19,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 101,,,,,+49 30 86986969,,,,,,,,,,,,,,,,,,https://www.berliner-sparkasse.de,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4329592,13.2596656
Berlin,DE,14,13405,Scharnweberstraße,Reinickendorf,bank,yes,,Berliner Volksbank,Q821855,de:Berliner Volksbank,,Berliner Volksbank,"Mo-Th 10:00-13:00,14:00-18:00; We,Fr 10:00-13:00,14:00-16:00",yes,Berliner Volksbank eG,,,,,2023-07-03,,,,,,,,,,,,,,,,,,,https://www.berliner-volksbank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5636211,13.3291909
Berlin,,61,13125,Bahnhofstraße,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6139469,13.4706414
Berlin,,277,13055,Landsberger Allee,,bank,yes,,,,,2024-05-26,Sparkasse,"Mo,Tu,Th 09:30-18:00; We,Fr 09:30-15:00",yes,Berliner Sparkasse,PKC 235,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5352162,13.4957739
,,,,,,bank,,,,,,,Sparkasse Vermögensanlage Center,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4314922,13.2595968
Berlin,,,,,,bank,yes,,HypoVereinsbank,Q220189,en:HypoVereinsbank,,HypoVereinsbank,"""Nur Termine""",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4358971,13.2612377
Berlin,DE,15,14169,Teltower Damm,Zehlendorf,bank,yes,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,"Mo,We 14:00-16:00, Tu,Th 14:00-18:00, Mo-Fr 09:00-13:00",yes,,,,,,,+49 30 81059650,,,,,,,,,,,,,,,,,,https://www.commerzbank.de/filialen/de/Berlin-Zehlendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4333305,13.259864
,,,,Wilhelmsruher Damm,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,"Mo,Tu,Th 10:00-13:00,14:00-18:00; We,Fr 10:00-13:00 || ""nach Vereinbarung""",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5969699,13.3550498
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,"Mo-Fr 10:00-13:00, Tu,Th 14:00-18:00",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4363635,13.2615366
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,"Mo-Fr 10:00-13:00, Mo,Tu,Th 14:00-18:00; PH off",limited,,,,,,,+49 30 206291944,,,,,,,,,,,https://www.targobank.de/de/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5134461,13.4749601
Berlin,,145,10435,Schönhauser Allee,,bank,yes,,,,,,Sparkasse,Mo-Th 09:30-18:00; Fr 09:30-16:00,yes,Berliner Sparkasse,PKC 413,indoor,,,2024-06-10,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5408702,13.4117627
Berlin,DE,1,13465,Zeltinger Platz,Frohnau,bank,yes,,Commerzbank,Q157617,de:Commerzbank,2025-03-16,Commerzbank,"Mo-Fr 09:00-13:00, Tu 14:00-16:00, Th 14:00-18:00",yes,Commerzbank,,,,,,+4930 406 35 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6335336,13.2901236
,,,,,,bank,yes,,Targobank,Q1455437,en:Targobank,,Targobank,"Mo-Fr 09:00-13:00; Mo-Tu,Th 14:00-18:00; Fr 14:00-17:00",yes,Targobank,,,,,2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5496489,13.3529557
Berlin,,1a,10179,Brückenstraße,,bank,no,,Postbank,Q708835,de:Postbank,,Postbank,Mo-Fr 08:00-19:00; Sa 09:00-15:00,limited,Lotto-Post-Schreibwaren,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5114506,13.4169064
,,,,,,bank,,,Deutsche Bank,Q66048,,,Deutsche Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5692009,13.4033001
Berlin,DE,23,13125,Wiltbergstraße,Buch,bank,yes,,Postbank,Q708835,de:Postbank,2025-04-08,Postbank,"Mo,Tu,Th 09:00-18:00; Sa 09:00-12:00; We,Fr 09:00-12:30,14:00-18:00",yes,,,,,,,,,,,,,,,,+491803040500,,https://www.postbank.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6357618,13.4937252
Berlin,,412,12689,Märkische Allee,,bank,,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5711566,13.5686217
,,,,,,bank,,,Deutsche Bank,Q66048,,,Deutsche Bank,"Mo-Su,PH 06:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5418288,13.2364486
Berlin,,333,12351,Johannisthaler Chaussee,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 146,,,,2023-07-14,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4290623,13.4530371
Berlin,DE,239,12524,Schönefelder Chaussee,Altglienicke,bank,,,,,,,Sparkasse,"Tu 09:30-18:00; We,Fr 09:30-15:00",yes,Berliner Sparkasse,PKC 158,,,,,,,,,,,,,,,,https://www.berliner-sparkasse.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4027961,13.5251617
Berlin,,71-77,10247,Frankfurter Allee,,bank,,,Postbank,Q708835,,,Postbank,Mo-Fr 09:00-18:30; Sa 09:30-13:00,yes,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مصرف,Postbank,Банк (ПостБанк),,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5152801,13.4685743
Berlin,DE,17,12437,Baumschulenstraße,Baumschulenweg,bank,yes,,,,,2025-01-08,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 155,,,,2025-01-08,+49 30 86986969,,,,,,,,,,,,,,,,,,https://www.berliner-sparkasse.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4658677,13.4877002
Berlin,,28-30,13593,Obstallee,,bank,,,Postbank,Q708835,de:Postbank,,Postbank,Mo-Fr 09:00-18:00; Sa 09:00-13:00; PH off,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5217728,13.1648267
Berlin,,28-30,13593,Obstallee,,bank,yes,,,,,,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5217075,13.164301
Berlin,,33-38,12555,Bahnhofstraße,,bank,yes,,Postbank,Q708835,de:Postbank,,Postbank,Mo-Fr 09:00-19:00; Sa 09:30-14:00; PH off,yes,,,,,,,,0,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4585581,13.5765348
Berlin,,27,13088,Berliner Allee,,bank,yes,,,,,2024-08-24,Sparkasse,"Mo,We,Fr 09:30-15:00; Tu,Th 09:30-18:00",yes,Berliner Sparkasse,PKC 181,indoor,,,2024-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5483661,13.4505257
,,,,,,bank,yes,,BBBank,Q795504,de:BBBank,,BBBank,"Mo,We 09:00-13:30,14:30-16:00; Tu,Th 09:00-13:30,14:30-18:30; Fr 09:00-13:30",no,BBBank eG,,,,,,+49 30 2024800,,,,,Q798896,,,,,,,,,,,,,https://www.bbbank.de/,,,CashPool;BankCard ServiceNetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baden-Württemberg Cooperative Association,de:Baden-Württembergischer Genossenschaftsverband,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5133406,13.396171
Berlin,DE,99,12203,Hindenburgdamm,Lichterfelde,bank,yes,,Postbank,Q708835,de:Postbank,,Postbank,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.439468,13.3159172
Berlin,,227,12099,Tempelhofer Damm,,bank,,,,,,2024-05-18,Sparkasse,Mo-Fr 09:30-18:00,yes,Berliner Sparkasse,PKC 137,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4553928,13.3850418
Berlin,DE,1,12627,Senftenberger Straße,Hellersdorf,bank,,,Santander,Q875292,en:Santander Bank,,Santander,"Mo,We 09:00-13:00,14:00-16:00; Tu,Th 09:00-13:00,14:00-18:00; Fr 09:00-14:00; PH off",limited,,,,,,,,,,,,,,,,,,https://www.santander.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5383083,13.6014816
Berlin,DE,94,10117,Friedrichstraße,,bank,yes,,Berliner Volksbank,Q821855,,2025-07-22,Berliner Volksbank,"Mo-Fr 10:00-13:00, Mo 14:00-16:00, Tu,Th 14:00-18:00",yes,,,,,,2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.519169,13.3887493
Berlin,DE,1,12107,Kruckenbergstraße,Mariendorf,bank,,,HypoVereinsbank,Q220189,en:HypoVereinsbank,,HypoVereinsbank,,yes,,,,,,,,,,,,,,,,,,http://hvb.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4316528,13.3907639
Berlin,DE,6,14169,Winfriedstraße,Zehlendorf,bank,no,,HypoVereinsbank,Q220189,en:HypoVereinsbank,,HypoVereinsbank,,yes,,,,,,,,,,,,,,,,,,http://hvb.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirm location & adress,,,,,,,,,,,,,,,,,,,,,,,,,,52.4380956,13.2692608
,,,,,,bank,,,Commerzbank,Q157617,de:Commerzbank,,Commerzbank,Sa 09:00-17:00,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5159466,13.3780432
,,,10117,,,bank,no,,,,,,KfW Kreditanstalt für Wiederaufbau,,yes,,,,,,,,0,,,,,,,,+4930202640,,https://www.kfw.de/,,,,,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KfW Bankengruppe,,,,,,KfW Bankengruppe,,,,,,,,,,,,,,,,,,,,,,,,52.5149971,13.3912709
