school_id,school_name,school_type_de,ownership_en,school_category_de,neighborhood,quarter,postal_code,street,street_number,telephone_number,fax_number,email,website,school_year,school_category_en,students_total,students_f,students_m,teachers_total,teachers_f,teachers_m,startchancen_flag
06S01,Pestalozzi-Schule,"Förderschwerp. ""Lernen""u.""Geistige Entwickl.""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Steglitz-Zehlendorf,Zehlendorf,14163,Hartmannsweilerweg,47,+49 30 902995760,+49 30 902996167,epost@pestalozzi-schule-berlin.de,http://www.pestalozzi-schule-berlin.de,2024/25,Special Needs School,248,93,155,48,43,5,FALSE
06S02,Biesalski-Schule,Förderschwerp. einschl. beruflichem Teil,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Steglitz-Zehlendorf,Dahlem,14195,Hüttenweg,40,+49 30 902996474,+49 30 902998020,buero@biesalski-schule.de,http://www.biesalski-schule.de,2024/25,Special Needs School,202,57,145,55,45,10,FALSE
06S03,Peter-Frankenfeld-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Steglitz-Zehlendorf,Lankwitz,12247,Wedellstraße,26,+49 30 77206560,+49 30 77206589,sekretariat@frankenfeld.schule.berlin.de,http://www.peter-frankenfeld-schule.de,2024/25,Special Needs School,72,19,53,21,16,5,FALSE
06S05,J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex,Förderschwerp. einschl. beruflichem Teil,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Steglitz-Zehlendorf,Steglitz,12165,Rothenburgstraße,14,+49 30 902992390,+49 30 902992013,sekretariat@zeune-schule.de,http://www.zeune-schule.de,2024/25,Special Needs School,114,44,70,52,44,8,FALSE
06Y01,Schadow-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Zehlendorf,14163,Beuckestraße,27,+49 30 902995463,+49 30 902996158,sekretariat@schadow-gymnasium-berlin.de,https://schadow-gymnasium-berlin.de,2024/25,Academic Secondary School,1050,507,543,90,51,39,FALSE
06Y02,Droste-Hülshoff-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Zehlendorf,14165,Schönower Straße,8,+49 30 84508466,+49 30 84508468,schulbuero@droste-berlin.de,https://droste-berlin.de,2024/25,Academic Secondary School,830,501,329,69,45,24,FALSE
06Y03,Arndt-Gymnasium Dahlem,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Dahlem,14195,Königin-Luise-Straße,80,+49 30 8315052,+49 30 8311002,sekretariat@arndt-gymnasium.de,https://arndt-gymnasium.de,2024/25,Academic Secondary School,878,476,402,70,44,26,FALSE
06Y05,Werner-von-Siemens-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Nikolassee,14129,Beskidenstraße,3,+49 30 8039066,+49 30 80404585,leitung@siemens-gymnasium-berlin.de,http://www.siemens-gymnasium-berlin.de,2024/25,Academic Secondary School,908,365,543,66,44,22,FALSE
06Y06,Beethoven-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Lankwitz,12249,Barbarastraße,9,+49 30 76890530,+49 30 76890541,Leitung@beethoven-gymnasium.eu,http://www.beethoven-gymnasium.eu,2024/25,Academic Secondary School,876,530,346,72,43,29,FALSE
06Y07,Paulsen-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Steglitz,12163,Gritznerstraße,57,+49 30 79742530,+49 30 79742540,paulsengymnasium@pg-berlin.de,https://wp.paulsen-gymnasium.de,2024/25,Academic Secondary School,698,367,331,57,30,27,FALSE
06Y08,Hermann-Ehlers-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Steglitz,12169,Elisenstraße,3,+49 30 902992353,+49 30 902992363,sekretariat@hermann-ehlers-schule.de,https://hermann-ehlers-schule.de,2024/25,Academic Secondary School,608,317,291,54,35,19,FALSE
06Y09,Fichtenberg-Oberschule,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Steglitz,12165,Rothenburgstraße,18,+49 30 902992354,+49 30 902992304,info@fichtenberg-oberschule.net,http://fichtenberg-oberschule.net,2024/25,Academic Secondary School,809,472,337,78,46,32,FALSE
06Y10,Lilienthal-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Lichterfelde,12203,Ringstraße,2,+49 30 84415360,+49 30 84415370,sekretariat@lilienthal-gymnasium-berlin.de,http://www.lilienthal-gymnasium-berlin.de,2024/25,Academic Secondary School,767,417,350,64,42,22,FALSE
06Y11,Goethe-Gymnasium Lichterfelde,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Lichterfelde,12205,Drakestraße,72,+49 30 84416730,+49 30 84416731,sekretariat@goethe-lichterfelde.schule.berlin.de,https://www.goethe-gymnasium-lichterfelde.de,2024/25,Academic Secondary School,726,345,381,69,35,34,FALSE
06Y12,Willi-Graf-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Lichterfelde,12207,Ostpreußendamm,166,+49 30 7729004,+49 30 772057999,sekretariat@willi-graf-os.de,https://willi-graf-gymnasium.de,2024/25,Academic Secondary School,585,318,267,49,26,23,FALSE
06Y13,Gymnasium Steglitz,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Steglitz,12169,Heesestraße,15,+49 30 93951937,+49 30 93951939,sekretariat@gymnasiumsteglitz.de,http://www.gymnasiumsteglitz.de,2024/25,Academic Secondary School,816,415,401,73,43,30,FALSE
07A05,Kolleg Schöneberg,Volkshochschul-Kolleg,Public,Andere Schule,Tempelhof-Schöneberg,Schöneberg,10787,Nürnberger Straße,63,+49 30 902774391,+49 30 902776926,Sekretariat@KollegSchoeneberg.de,https://www.kollegschoeneberg.de,2024/25,Other School,,,,,,,FALSE
07A06,VHS Tempelhof-Schöneberg,Volkshochschule,Public,Andere Schule,Tempelhof-Schöneberg,Schöneberg,10829,Ella-Barowsky-Straße,62,+49 30 902774321,+49 30 902776846,Schulleitung@07A06.schule.berlin.de,https://www.berlin.de/vhs-tempelhof-schoeneberg,2024/25,Other School,,,,,,,FALSE
07B02,Marie-Elisabeth-Lüders-Oberschule,Kombinierte berufliche Schule,Public,Berufsschule,Tempelhof-Schöneberg,Schöneberg,10783,Steinmetzstraße,79,+49 30 26391660,+49 30 26391672,sekretariat@melo-berlin.de,https://melo-berlin.de,2024/25,Vocational School,647,484,163,61,41,20,TRUE
07B03,"OSZ Lotis (Logistik, Touristik und Steuern)",Oberstufenzentrum,Public,Berufsschule,Tempelhof-Schöneberg,Tempelhof,10965,Dudenstraße,35,+49 30 78604511,+49 30 78604515,schmitz@osz-lotis.de,https://www.osz-lotis.de,2024/25,Vocational School,2131,801,1330,97,62,35,TRUE
07G01,Spreewald-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10781,Pallasstraße,15,+49 30 902777151,+49 30 902774366,sekretariat@spreewald.schule.berlin.de,http://www.spreewald-grundschule.de,2024/25,Primary School,417,207,210,41,34,7,TRUE
07G02,Finow-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10777,Welserstraße,16,+49 30 902777175,+49 30 902776875,sekretariat@finow.schule.berlin.de,http://www.finow-gs.de,2024/25,Primary School,542,287,255,47,41,6,FALSE
07G03,Werbellinsee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10781,Luitpoldstraße,38,+49 30 902777153,+49 30 902774796,sekretariat@werbellinsee.schule.berlin.de,https://www.werbellinsee-grundschule.de,2024/25,Primary School,454,219,235,36,32,4,FALSE
07G05,Havelland-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10829,Kolonnenstraße,30,+49 30 902777155,+49 30 902777060,sekretariat@havelland.schule.berlin.de,http://www.havelland-grundschule.de,2024/25,Primary School,465,231,234,37,29,8,FALSE
07G06,Sternberg-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10825,Mettestraße,8,+49 30 902777156,+49 30 902776638,Schulleitung@sternberg.schule.berlin.de,https://www.sternberg-grundschule.de,2024/25,Primary School,259,122,137,29,25,4,FALSE
07G07,Lindenhof-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,12105,Reglinstraße,29,+49 30 902777157,+49 30 902774584,sekretariat@lindenhof.schule.berlin.de,http://www.lindenhof-grundschule.de,2024/25,Primary School,380,170,210,30,22,8,FALSE
07G10,Teltow-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10827,Feurigstraße,57,+49 30 902777160,+49 30 902776420,sekretariat@teltow.schule.berlin.de,https://teltow-grundschule.de,2024/25,Primary School,468,227,241,44,38,6,FALSE
07G12,Scharmützelsee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10779,Hohenstaufenstraße,49,+49 30 902777162,+49 30 902774364,sekretariat@scharmuetzelsee.schule.berlin.de,http://www.scharmuetzelseegrundschule.de,2024/25,Primary School,465,236,229,37,31,6,FALSE
07G13,Neumark-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10783,Steinmetzstraße,46,+49 30 902777163,+49 30 902774570,sekretariat@neumark.schule.berlin.de,http://www.neumark-grundschule.de,2024/25,Primary School,447,213,234,38,29,9,TRUE
07G14,Löcknitz-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10779,Berchtesgadener Straße,10,+49 30 902777164,+49 30 902774315,sekretariat@loecknitz.schule.berlin.de,http://www.loecknitz-grundschule.de,2024/25,Primary School,401,192,209,29,21,8,FALSE
07G15,Fläming-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Friedenau,12161,Illstraße,4,+49 30 902777061,+49 30 902774336,flaeming@schulen-tempelhof-schoeneberg.de,http://www.flaeming-grundschule.de,2024/25,Primary School,550,275,275,41,34,7,FALSE
07G16,Ruppin-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Friedenau,14197,Offenbacher Straße,5A,+49 30 902777907,+49 30 902776906,ruppingrundschule@web.de,https://www.ruppin-grundschule.de,2024/25,Primary School,607,314,293,40,33,7,FALSE
07G17,Stechlinsee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Friedenau,12161,Rheingaustraße,7,+49 30 902777908,+49 30 902774569,sekretariat@stechlinsee.schule.berlin.de,https://stechlinsee-grundschule.de,2024/25,Primary School,641,332,309,48,36,12,FALSE
07G18,Grundschule am Barbarossaplatz,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10781,Barbarossaplatz,5,+49 30 902777109,+49 30 902777947,07G18@07G18.schule.berlin.de,http://www.grundschuleambarbarossaplatz.de,2024/25,Primary School,294,149,145,32,28,4,FALSE
07G19,Paul-Simmel-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12099,Felixstraße,26,+49 30 902772660,+49 30 902772680,sekretariat@paulsimmel.schule.berlin.de,https://paul-simmel-grundschule.de,2024/25,Primary School,530,262,268,48,36,12,TRUE
07G20,Maria-Montessori-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12103,Friedrich-Wilhelm-Straße,72,+49 30 902772661,+49 30 902772226,sekretariat@mmg.schule.berlin.de,http://www.mmg-online.de,2024/25,Primary School,493,241,252,37,34,3,FALSE
07G21,Grundschule auf dem Tempelhofer Feld,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12101,Schulenburgring,7,+49 30 902772664,+49 30 902772602,sekretariat@tempelhoferfeld.schule.berlin.de,http://gs-tempelhoferfeld.de,2024/25,Primary School,605,305,300,45,37,8,FALSE
07G22,Paul-Klee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12105,Konradinstraße,15,+49 30 902772662,+49 30 902772698,Sekretariat@07G22.schule.berlin.de,http://www.paul-klee-schule.de,2024/25,Primary School,673,323,350,57,46,11,FALSE
07G23,Schätzelberg-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12109,Wolfsburger Weg,13,+49 30 902777462,+49 30 902772726,07G23@07G23.schule.berlin.de,http://www.schaetzelberg-grundschule.de,2024/25,Primary School,374,155,219,31,21,10,FALSE
07G24,Tempelherren-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12101,Boelckestraße,60,+49 30 902772665,+49 30 902772616,sekretariat@tempelherren.schule.berlin.de,https://www.tempelherren-grundschule.de,2024/25,Primary School,335,165,170,28,22,6,FALSE
07G25,Mascha-Kaléko-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12105,Königstraße,32,+49 30 902777461,+49 30 902777506,sekretariat@mkg.schule.berlin.de,http://www.mascha-kaleko-grundschule.de,2024/25,Primary School,450,219,231,38,27,11,FALSE
07G26,Grundschule im Taunusviertel,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12309,Wiesbadener Straße,20,+49 30 902778151,+49 30 902778152,sekretariat@taunusviertel.schule.berlin.de,http://www.grundschule-im-taunusviertel.de,2024/25,Primary School,354,158,196,28,17,11,FALSE
07G27,Rudolf-Hildebrand-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12107,Friedenstraße,23,+49 30 902777456,+49 30 902777457,sekretariat@rhg.schule.berlin.de,http://rhg.schule/,2024/25,Primary School,580,277,303,41,29,12,FALSE
07G28,Kiepert-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Marienfelde,12277,Prechtlstraße,21,+49 30 902774097,+49 30 902774101,schulleitung@kiepert.schule.berlin.de,https://www.kiepertgrundschule.de,2024/25,Primary School,452,192,260,35,28,7,FALSE
07G29,Käthe-Kollwitz-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12307,Mellener Straße,38,+49 30 902778241,+49 30 902778242,sekretariat@kollwitz-gs.schule.berlin.de,http://www.kkgsberlin.online,2024/25,Primary School,554,261,293,39,34,5,FALSE
07G30,Annedore-Leber-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12305,Halker Zeile,137,+49 30 902778243,+49 30 902778223,Schulleitung@algs.schule.berlin.de,http://www.algs.de,2024/25,Primary School,728,358,370,64,52,12,FALSE
07G31,Carl-Sonnenschein-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12109,Am Hellespont,4,+49 30 902772670,+49 30 902772760,07G31@07G31.schule.berlin.de,http://www.carl-sonnenschein-gs.de,2024/25,Primary School,469,225,244,32,25,7,FALSE
07G32,Bruno-H.-Bürgel-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12305,Rackebüller Weg,70,+49 30 902778250,+49 30 902778251,sekretariat@bhb.schule.berlin.de,http://www.bruno-h-buergel-grundschule.de,2024/25,Primary School,592,291,301,47,43,4,FALSE
07G34,Marienfelder Schule (Grundschule),Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Marienfelde,12279,Erbendorfer Weg,13,+49 30 902774104,+49 30 902774163,sekretariat@marienfelder.schule.berlin.de,https://marienfelder-gs.de,2024/25,Primary School,839,392,447,56,40,16,TRUE
07G35,Nahariya-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12309,Nahariyastraße,13,+49 30 902778256,+49 30 902778257,sekretariat@nahariya.schule.berlin.de,http://www.nahariyaschule.de,2024/25,Primary School,709,329,380,55,42,13,TRUE
07G36,Grundschule am Dielingsgrund,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12305,Dielingsgrund,35,+49 30 902778222,+49 30 902778252,sekretariat@dielingsgrund.com,http://www.dielingsgrund.com,2024/25,Primary School,530,275,255,35,26,9,FALSE
07G37,Ikarus-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12107,Körtingstraße,45,+49 30 902777459,+49 30 902777463,07G37@07G37.schule.berlin.de,http://www.ikarus-grundschule.de,2024/25,Primary School,573,257,316,38,29,9,FALSE
07G40,40. Schule (Grundschule),Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10829,Ella-Barowsky-Straße,62,+49 30 902773060,+49 30 902773065,sekretariat@07G40.schule.berlin.de,http://www.07g40.de,2024/25,Primary School,113,55,58,12,10,2,FALSE
07K01,Sophie-Scholl-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,10781,Elßholzstraße,34,+49 30 902777171,+49 30 902774465,kontakt@sophie-scholl-schule.eu,http://sophie-scholl-schule.eu,2024/25,Integrated Secondary School,1085,544,541,115,74,41,FALSE
07K02,Carl-Zeiss-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Lichtenrade,12305,Barnetstraße,12,+49 30 902778206,+49 30 902778209,sekretariat@carl-zeiss-oberschule.de,http://www.carl-zeiss-oberschule.de,2024/25,Integrated Secondary School,1005,523,482,97,58,39,FALSE
07K03,Gustav-Heinemann-Oberschule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Marienfelde,12279,Waldsassener Straße,62,+49 30 902774132,+49 30 902774133,Sekretariat@ghoberlin.de,http://gho.berlin,2024/25,Integrated Secondary School,1193,603,590,102,36,66,FALSE
07K04,Theodor-Haubach-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Lichtenrade,12305,Grimmstraße,9,+49 30 902778245,+49 30 902778239,sekretariat@ths.schule.berlin.de,http://www.ths-berlin.de,2024/25,Integrated Secondary School,571,263,308,48,32,16,TRUE
07K05,Solling-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Marienfelde,12277,Alt-Marienfelde,52,+49 30 902777453,+49 30 902777455,sekretariat@solling-schule.de,http://www.solling-schule.de,2024/25,Integrated Secondary School,505,215,290,47,33,14,FALSE
07K06,Georg-von-Giesche-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,10779,Hohenstaufenstraße,47,+49 30 902777169,+49 30 902778956,kontakt@georg-von-giesche-schule.de,http://www.georg-von-giesche-schule.de,2024/25,Integrated Secondary School,449,218,231,57,37,20,TRUE
07K07,Johanna-Eck-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Tempelhof,12105,Ringstraße,103,+49 30 902772676,+49 30 902772681,sekretariat@johanna-eck-schule.de,http://www.johanna-eck-schule.de,2024/25,Integrated Secondary School,566,281,285,69,36,33,FALSE
07K09,Gustav-Langenscheidt-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,10823,Belziger Straße,43,+49 30 902777165,+49 30 902774340,schulleitung@langenscheidt.schule.berlin.de,http://www.gustav-langenscheidt-schule.de,2024/25,Integrated Secondary School,419,185,234,44,22,22,TRUE
07K10,Friedrich-Bergius-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Friedenau,12159,Perelsplatz,6,+49 30 902777910,+49 30 902777839,Sekretariat@fbs-schule.de,https://www.friedrich-bergius-schule.de,2024/25,Integrated Secondary School,401,181,220,43,27,16,TRUE
07K11,Hugo-Gaudig-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Tempelhof,12101,Boelckestraße,58,+49 30 902772666,+49 30 902772239,07K11@07K11.schule.berlin.de,http://www.hugo-gaudig-schule.de,2024/25,Integrated Secondary School,417,179,238,42,23,19,TRUE
07K12,Friedenauer Gemeinschaftsschule,Gemeinschaftsschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,12157,Rubensstraße,63,+49 30 902777904,+49 30 902774339,07K12@07K12.schule.berlin.de,http://www.friedenauer-gemeinschaftsschule.de,2024/25,Integrated Secondary School,1187,577,610,119,89,30,FALSE
07K13,Schule am Berlinickeplatz (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Tempelhof,12103,Alt-Tempelhof,53,+49 30 902772641,+49 30 902772644,kontakt@schule-am-berlinickeplatz.de,https://schule-am-berlinickeplatz.de,2024/25,Integrated Secondary School,397,177,220,40,26,14,FALSE
07P01,Katholische Schule Sankt Franziskus (Integrierte Sekundarschule),Integrierte Sekundarschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10781,Hohenstaufenstraße,2,+49 30 91429480,+49 30 914294829,sekretariat@kssf.schulerzbistum.de,https://kssf-berlin.de,2024/25,Private School,,,,,,,FALSE
07P02,Pestalozzi-Fröbel-Haus,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10781,Karl-Schrader-Straße,7,+49 30 21730242,+49 30 21730188,07P02@07P02.schule.berlin.de,http://www.pfh-berlin.de,2024/25,Private School,,,,,,,FALSE
07P03,Lette-Verein Stiftung des öffentlichen Rechts,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10777,Viktoria-Luise-Platz,6,+49 30 21994135,+49 30 21994139,n.forstmann@letteverein.berlin,https://www.letteverein.berlin,2024/25,Private School,,,,,,,FALSE
07P04,Katholische Schule Sankt Alfons (Grundschule),Grundschule,Private,Privatschule,Tempelhof-Schöneberg,Marienfelde,12249,Tennstedter Straße,1,+49 30 7111075,+49 30 71581539,sekretariat@kssa.schulerzbistum.de,https://kssa.de,2024/25,Private School,,,,,,,FALSE
07P05,Freie Schule in Berlin (Grundschule),Grundschule,Private,Privatschule,Tempelhof-Schöneberg,Tempelhof,12105,Viktoriastraße,13,+49 30 7520771,+49 30,freieSchuleinBerlin@t-online.de,https://www.freie-schule-in-berlin.de,2024/25,Private School,,,,,,,FALSE
07P06,Katholische Schule Sankt Hildegard,Übrige Förderschwerpunkte,Private,Privatschule,Tempelhof-Schöneberg,Marienfelde,12277,Malteserstraße,171A,+49 30 75512170,+49 30 755121720,sekretariat@kssh.schulerzbistum.de,https://www.kssh-berlin.de,2024/25,Private School,,,,,,,FALSE
07P10,Campus Berufsbildung e.V.,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Geneststraße,5,+49 30 7551210032,+49 30 755121001,g.luebbers@campus-bb.de,http://www.campus-berlin.de,2024/25,Private School,,,,,,,FALSE
07P12,SPI Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Priesterweg,4,+49 30 25937390,+49 30 259373950,fachschulen@stiftung-spi.de,http://www.spi-fachschulen.de,2024/25,Private School,,,,,,,FALSE
07P13,Deutsch Skandinavische Gemeinschaftsschule,Gemeinschaftsschule,Private,Privatschule,Tempelhof-Schöneberg,Mariendorf,12105,Machonstraße,54,+49 30 760061230,+49 30 760061239,info@dsg-schule.de,https://dsg-schule.de,2024/25,Private School,,,,,,,FALSE
07P17,Humanistische Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Tempelhof-Schöneberg,Tempelhof,12109,Ullsteinstraße,130,+49 30 27576786,+49 30,fachschule@hvd-bb.de,https://humanistisch.de/fachschule,2024/25,Private School,,,,,,,FALSE
07P18,Johannes-Schule Berlin,Freie Waldorfschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Monumentenstraße,13A,+49 30 70094110,+49 30 700941117,verwaltung@johannes-schule-berlin.de,http://www.johannes-schule-berlin.de,2024/25,Private School,,,,,,,FALSE
07P19,Freie Schule Schöneberg (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10827,Hauptstraße,27,+49 30 89009600,+49 30,schulkoordination@freie-schule-schoeneberg.de,http://www.freie-schule-schoeneberg.de,2024/25,Private School,,,,,,,FALSE
07P20,Rudolf Steiner Bildungszentrum gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Monumentenstraße,13B,+49 30 684028630,+49 30 684028677,post@freie-fachschule-berlin.de,,2024/25,Private School,,,,,,,FALSE
07P21,BBA-Akademie für Immobilienwirtschaft e.V.,Berufsschule,Private,Privatschule,Tempelhof-Schöneberg,Friedenau,12159,Hauptstraße,78,+49 30 2308550,+49 30,kontakt@bba-campus.de,https://www.bba-campus.de,2024/25,Private School,,,,,,,FALSE
07P22,WBS Training Schulen gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Tempelhof,12099,Lorenzweg,5,+49 30 24326902,+49 30 34727919,schulen.berlin@wbs-schulen.de,http://www.wbs-schulen.de,2024/25,Private School,,,,,,,FALSE
07S01,Prignitz-Schule,"Förderschwerp. ""Lernen""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Tempelhof-Schöneberg,Schöneberg,12157,Pöppelmannstraße,2,+49 30 902776932,+49 30 902774538,07S01@07S01.schule.berlin.de,https://prignitz-schule-berlin.de,2024/25,Special Needs School,189,56,133,43,30,13,TRUE
07S03,Steinwald-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Tempelhof-Schöneberg,Marienfelde,12277,Hanielweg,7,+49 30 902774139,+49 30 902774140,schulleitung@steinwald.schule.berlin.de,http://www.steinwald-schule-berlin.de,2024/25,Special Needs School,117,40,77,26,23,3,FALSE
07S04,Marianne-Cohn-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Tempelhof-Schöneberg,Tempelhof,12099,Holzmannstraße,7,+49 30 902772555,+49 30 902772558,sekretariat@cohn.schulen-ts.de,https://www.marianne-cohn-schule.de,2024/25,Special Needs School,126,48,78,27,21,6,FALSE
07Y01,Robert-Blum-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Schöneberg,10829,Kolonnenstraße,21,+49 30 902777172,+49 30 902777823,sekretariat@robert-blum-schule.de,http://www.robert-blum-schule.de,2024/25,Academic Secondary School,768,450,318,68,49,19,FALSE
07Y02,Rückert-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Schöneberg,10825,Mettestraße,8,+49 30 902777173,+49 30 902774351,schulleitung@rueckert-gymnasium-berlin.de,http://www.rueckert-gymnasium.berlin,2024/25,Academic Secondary School,791,398,393,68,34,34,FALSE
07Y03,Rheingau-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Friedenau,12161,Schwalbacher Straße,3,+49 30 902777920,+49 30 902774365,sekretariat@rheingau-gymnasium.de,http://www.rheingau-gymnasium.de,2024/25,Academic Secondary School,725,409,316,60,34,26,FALSE
07Y04,Paul-Natorp-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Friedenau,12161,Goßlerstraße,13,+49 30 902777921,+49 30 902777141,sekretariat@natorp-gymnasium.de,http://www.natorp.de,2024/25,Academic Secondary School,811,420,391,68,42,26,FALSE
07Y05,Luise-Henriette-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Mariendorf,12105,Kurfürstenstraße,53,+49 30 902772678,+49 30 902772737,sekretariat@l-h-g.de,http://www.luise-henriette-berlin.de,2024/25,Academic Secondary School,473,246,227,46,32,14,FALSE
